"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1015,1015.8,1017.7,"2014-02-01 08:27",1012.7,"2014-02-01 15:00",20.6,27.1,"2014-02-01 13:45",16.1,"2014-02-01 05:12",11.6,57,39,"2014-02-01 15:06",1.2,200,5.4,330,"2014-02-01 15:36","0.0",0,"0.0","","0.0","",9.9,90.4,16.62,13.1,2
2,1010,1010.8,1013.7,"2014-02-02 00:01",1007,"2014-02-02 15:22",21.2,26.2,"2014-02-02 11:13",16.5,"2014-02-02 06:50",13.8,63,50,"2014-02-02 14:39",1,160,5.3,60,"2014-02-02 17:38","0.0",0,"0.0","","0.0","",4.3,39.2,11.71,16.1,1.6
3,1010.2,1010.9,1014.4,"2014-02-03 23:12",1007.7,"2014-02-03 13:39",21.4,26.8,"2014-02-03 13:47",18.4,"2014-02-03 23:49",14.3,64,51,"2014-02-03 14:35",1.9,70,11.3,30,"2014-02-03 22:01","0.0",0,"0.0","","0.0","",9.4,85.5,17.09,11.4,4.4
4,1017,1017.8,1019.1,"2014-02-04 09:45",1014.3,"2014-02-04 00:01",15.3,18.5,"2014-02-04 00:01",14,"2014-02-04 23:21",10.3,72,67,"2014-02-04 00:01",4.7,80,13.7,80,"2014-02-04 15:37","1.5",3.2,"0.5","2014-02-04 22:17","1.5","2014-02-04 22:20",0,0,3.01,8.1,-0.4
5,1014.5,1015.3,1017.8,"2014-02-05 06:27",1011.5,"2014-02-05 15:03",17.1,19.6,"2014-02-05 17:56",14.1,"2014-02-05 00:37",12.9,77,71,"2014-02-05 17:56",3.6,80,12.4,90,"2014-02-05 03:03","11.0",14.1,"1.0","2014-02-05 12:56","2.0","2014-02-05 08:41",0,0,1.81,10.8,-0.1
6,1011.4,1012.2,1013.9,"2014-02-06 08:40",1009.4,"2014-02-06 13:41",18.6,23.4,"2014-02-06 12:28",16.4,"2014-02-06 04:38",14.3,76,64,"2014-02-06 12:05",0.9,300,5.8,330,"2014-02-06 14:07","0.5",2.3,"0.5","2014-02-06 19:00","0.5","2014-02-06 18:10",1.3,11.8,8.25,7.5,-0.8
7,1010.4,1011.2,1012.2,"2014-02-07 08:38",1008.2,"2014-02-07 15:58",17.2,18.1,"2014-02-07 10:12",16,"2014-02-07 23:48",13.5,79,75,"2014-02-07 16:30",0.7,320,4.9,330,"2014-02-07 07:54","2.0",18.5,"0.5","2014-02-07 23:30","1.5","2014-02-07 23:01",0,0,2.02,4.4,-0.8
8,1013.8,1014.6,1016.2,"2014-02-08 09:23",1011,"2014-02-08 00:04",14.3,16.2,"2014-02-08 00:19",13.3,"2014-02-08 07:44",10.3,77,73,"2014-02-08 12:45",2.9,80,10.7,100,"2014-02-08 17:47","14.5",11.6,"1.5","2014-02-08 05:10","4.0","2014-02-08 22:48",0,0,2.79,9.6,-0.9
9,1014.3,1015.1,1017.5,"2014-02-09 22:52",1011.3,"2014-02-09 13:32",13.1,14.3,"2014-02-09 09:03",11,"2014-02-09 23:46",10.1,82,77,"2014-02-09 10:38",2.5,80,9.9,80,"2014-02-09 12:21","84.5",24,"2.5","2014-02-09 12:35","6.5","2014-02-09 03:25",0,0,0.22,6.8,-0.4
10,1019.8,1020.6,1021.7,"2014-02-10 09:25",1016.7,"2014-02-10 00:01",10,11.6,"2014-02-10 11:44",8,"2014-02-10 22:38",7.6,86,75,"2014-02-10 16:11",1.6,30,9.9,60,"2014-02-10 10:32","7.0",8.4,"0.5","2014-02-10 00:10","4.0","2014-02-10 01:24",0,0,1.6,12.5,-0.8
11,1019.7,1020.5,1021.7,"2014-02-11 08:52",1018,"2014-02-11 14:31",8.7,9.4,"2014-02-11 23:40",7.8,"2014-02-11 02:33",5.3,79,72,"2014-02-11 03:52",1.3,200,6.2,40,"2014-02-11 02:49","3.5",22.6,"0.4","2014-02-11 23:01","1.5","2014-02-11 23:01",0,0,0,5.4,-0.3
12,1018,1018.8,1020.2,"2014-02-12 08:51",1016.1,"2014-02-12 14:26",11.6,13.4,"2014-02-12 23:57",9.2,"2014-02-12 00:25",8.6,82,80,"2014-02-12 08:59",0.6,210,3.6,290,"2014-02-12 23:57","17.5",22.6,"1.0","2014-02-12 23:09","3.5","2014-02-12 22:59",0,0,0.3,3.8,-0.6
13,1018.7,1019.5,1020.6,"2014-02-13 21:29",1016.3,"2014-02-13 04:39",13.7,15.1,"2014-02-13 13:08",12.1,"2014-02-13 23:33",10.2,80,72,"2014-02-13 15:27",1.1,220,6.8,60,"2014-02-13 14:56","17.0",16.3,"2.0","2014-02-13 07:13","4.5","2014-02-13 04:39",0,0,1.64,8.7,-0.4
14,1020.9,1021.7,1023,"2014-02-14 08:47",1019.3,"2014-02-14 15:06",12.1,12.8,"2014-02-14 14:20",11.4,"2014-02-14 05:32",8.6,79,73,"2014-02-14 23:17",1.4,80,8.2,80,"2014-02-14 23:02","11.5",16.9,"1.5","2014-02-14 01:01","4.0","2014-02-14 00:27",0,0,0,7.8,-0.4
15,1020.6,1021.4,1022.2,"2014-02-15 09:54",1018.9,"2014-02-15 23:17",13.9,15.9,"2014-02-15 23:48",11.7,"2014-02-15 01:26",8.3,69,63,"2014-02-15 17:06",2.6,120,10.4,80,"2014-02-15 21:38","T",1.5,"T","2014-02-15 01:10","T","2014-02-15 01:10",0,0,0.87,12.9,-1.4
16,1018.5,1019.3,1020.1,"2014-02-16 08:53",1016.3,"2014-02-16 15:24",17.5,22.5,"2014-02-16 14:45",14.9,"2014-02-16 03:04",11.7,69,56,"2014-02-16 16:12",1.6,80,7.9,90,"2014-02-16 00:10","0.5",5,"0.5","2014-02-16 04:06","0.5","2014-02-16 03:16",1.4,12.4,9.38,15,0.7
17,1017.6,1018.4,1020,"2014-02-17 07:33",1014.8,"2014-02-17 15:12",20,26.9,"2014-02-17 11:58",14.5,"2014-02-17 03:37",13.2,66,47,"2014-02-17 12:46",0.9,130,6.1,330,"2014-02-17 13:04","0.0",0,"0.0","","0.0","",6,53.2,15.88,11.4,1.5
18,1015.8,1016.6,1018.7,"2014-02-18 21:32",1012.7,"2014-02-18 12:17",17.5,24.1,"2014-02-18 11:42",13.1,"2014-02-18 23:42",12.5,73,59,"2014-02-18 11:41",1.5,80,8.6,90,"2014-02-18 08:25","5.0",10.4,"0.4","2014-02-18 16:41","1.3","2014-02-18 18:43",2.3,20.3,7.92,7.3,-1.1
19,1020.1,1020.9,1024.4,"2014-02-19 23:33",1016.9,"2014-02-19 04:09",12.2,13.5,"2014-02-19 00:01",11.6,"2014-02-19 15:11",9.2,82,75,"2014-02-19 09:21",1.3,320,7.4,330,"2014-02-19 07:47","22.0",21.3,"1.5","2014-02-19 00:57","3.5","2014-02-19 11:09",0,0,0.61,8.9,-0.6
20,1026.6,1027.4,1028.7,"2014-02-20 21:25",1023.4,"2014-02-20 01:18",12.5,15.1,"2014-02-20 13:52",11.1,"2014-02-20 06:43",5.1,61,51,"2014-02-20 13:19",2.3,50,10,90,"2014-02-20 14:56","0.0",0,"0.0","","0.0","",4.2,37,16.49,11.6,1.6
21,1025.2,1026,1027.8,"2014-02-21 00:01",1022.8,"2014-02-21 15:24",14.8,19,"2014-02-21 14:21",10.7,"2014-02-21 01:50",7,59,49,"2014-02-21 14:21",3,80,13.8,80,"2014-02-21 16:52","0.0",0,"0.0","","0.0","",4.5,39.6,16,16,3.2
22,1022.7,1023.5,1024,"2014-02-22 09:16",1020.5,"2014-02-22 15:27",17.5,21.6,"2014-02-22 14:28",13.8,"2014-02-22 04:42",11.1,66,57,"2014-02-22 14:43",2.8,80,9.4,90,"2014-02-22 11:07","T",0.4,"T","2014-02-22 12:30","T","2014-02-22 12:30",5.2,45.6,15.86,17.9,-0.9
23,1021.6,1022.4,1022.8,"2014-02-23 01:09",1020.2,"2014-02-23 15:03",19.3,23.4,"2014-02-23 11:08",15.8,"2014-02-23 04:39",11.3,61,46,"2014-02-23 15:55",3.5,80,11.4,90,"2014-02-23 11:49","0.0",0,"0.0","","0.0","",10.1,88.4,20.72,23.8,4.8
24,1019.5,1020.3,1021.3,"2014-02-24 00:01",1017.6,"2014-02-24 13:55",20.6,26.2,"2014-02-24 13:17",17.3,"2014-02-24 23:55",12.6,61,48,"2014-02-24 11:14",2.2,80,8.6,110,"2014-02-24 12:53","0.0",0,"0.0","","0.0","",6.5,56.8,16.47,15.9,3.9
25,1018.4,1019.2,1020.5,"2014-02-25 08:18",1015.6,"2014-02-25 14:52",20.2,25.2,"2014-02-25 13:22",15.2,"2014-02-25 06:11",13.7,67,55,"2014-02-25 10:47",0.9,310,7.5,340,"2014-02-25 12:32","0.0",0,"0.0","","0.0","",8.7,75.9,19.47,8.4,1.6
26,1018.3,1019.1,1020.3,"2014-02-26 22:10",1016.1,"2014-02-26 14:47",20.4,23.9,"2014-02-26 15:02",18.4,"2014-02-26 21:28",14.1,67,58,"2014-02-26 14:34",1,80,6.3,50,"2014-02-26 21:01","0.0",0,"0.0","","0.0","",0.5,4.4,6.57,8,1.4
27,1019.6,1020.4,1022.4,"2014-02-27 08:59",1017.8,"2014-02-27 15:40",19.2,21.6,"2014-02-27 11:44",18,"2014-02-27 05:59",13.6,70,65,"2014-02-27 11:44",4.6,80,13.3,80,"2014-02-27 12:07","0.0",0,"0.0","","0.0","",1.5,13,13.24,9.9,2
28,1016.5,1017.3,1019.6,"2014-02-28 08:48",1013.4,"2014-02-28 14:09",21.6,27.5,"2014-02-28 12:57",18.6,"2014-02-28 02:47",14.9,66,52,"2014-02-28 12:57",3,80,10.3,80,"2014-02-28 01:29","0.0",0,"0.0","","0.0","",5.4,46.8,17.41,16.6,2.8
