"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1010,1012.2,1011.2,"2014-10-01 00:01",1008.6,"2014-10-01 14:08",27.3,30,"2014-10-01 09:21",24.3,"2014-10-01 06:29",23.2,78,66,"2014-10-01 09:21",3.8,40,12.7,50,"2014-10-01 12:35","0.0",0,"0.0","","0.0","",7.3,61.7,16.17,12.5,8.7
2,1007.8,1010,1009.9,"2014-10-02 00:04",1006.1,"2014-10-02 14:51",26.9,30.7,"2014-10-02 11:27",23.7,"2014-10-02 05:55",22.3,76,68,"2014-10-02 11:27",2.9,50,9.4,60,"2014-10-02 12:24","0.0",0,"0.0","","0.0","",5.2,44,13.54,14,4.1
3,1006.5,1008.7,1007.9,"2014-10-03 08:19",1005.2,"2014-10-03 03:33",26.8,30.8,"2014-10-03 12:43",23.7,"2014-10-03 06:00",20.8,71,53,"2014-10-03 10:06",4.7,40,15.7,30,"2014-10-03 16:10","0.0",0,"0.0","","0.0","",7.8,66.2,17.02,13.4,5.5
4,1007.4,1009.6,1009.2,"2014-10-04 22:52",1005.5,"2014-10-04 14:07",26.4,29.1,"2014-10-04 13:14",24.4,"2014-10-04 23:49",17,56,47,"2014-10-04 10:04",3.9,60,12.9,30,"2014-10-04 01:35","0.0",0,"0.0","","0.0","",5.9,50.2,14.8,11.8,6.3
5,1009.9,1012.1,1013.2,"2014-10-05 22:24",1007.7,"2014-10-05 02:53",25.7,29.9,"2014-10-05 11:21",21.9,"2014-10-05 04:39",18.1,63,50,"2014-10-05 10:13",4.1,50,12.7,70,"2014-10-05 16:53","0.0",0,"0.0","","0.0","",6,51.1,14.54,11.5,4.9
6,1013.8,1016,1015.5,"2014-10-06 21:04",1012.4,"2014-10-06 03:23",25,28.5,"2014-10-06 10:35",21.1,"2014-10-06 05:21",16.6,60,51,"2014-10-06 17:48",5.6,40,18,40,"2014-10-06 18:37","0.0",0,"0.0","","0.0","",6.2,52.9,13.5,12,6.6
7,1012.9,1015.1,1014.4,"2014-10-07 00:04",1011.5,"2014-10-07 16:12",25.1,28.8,"2014-10-07 10:46",23,"2014-10-07 22:58",16.3,59,40,"2014-10-07 10:36",4.7,40,13.3,40,"2014-10-07 12:32","0.0",0,"0.0","","0.0","",6.2,53,13.91,12.3,4.4
8,1010.2,1012.4,1011.7,"2014-10-08 00:01",1008.4,"2014-10-08 15:21",24.9,27.9,"2014-10-08 13:01",21.4,"2014-10-08 03:58",18.7,68,63,"2014-10-08 12:49",4.8,30,14.7,50,"2014-10-08 14:11","0.0",0,"0.0","","0.0","",0.4,3.4,6.26,12.5,3
9,1006.6,1008.8,1009.7,"2014-10-09 00:01",1004.8,"2014-10-09 16:56",26,30.2,"2014-10-09 12:04",22.7,"2014-10-09 05:48",20.9,74,61,"2014-10-09 08:43",4.1,30,16.7,50,"2014-10-09 14:52","6.0",2.3,"2.0","2014-10-09 22:08","4.0","2014-10-09 21:45",4.4,37.8,13.94,13.3,-6.3
10,1003.8,1006,1005.8,"2014-10-10 00:02",1001.1,"2014-10-10 14:13",27.7,31.1,"2014-10-10 12:20",24.4,"2014-10-10 03:16",22,72,61,"2014-10-10 11:16",5.9,40,21,10,"2014-10-10 16:42","0.0",0,"0.0","","0.0","",10.6,91.2,19.21,14.1,3.1
11,1003.6,1005.8,1005.4,"2014-10-11 21:43",1001.8,"2014-10-11 14:46",27.8,32.6,"2014-10-11 14:28",23.5,"2014-10-11 05:53",20.5,66,47,"2014-10-11 14:26",3.7,230,15.8,30,"2014-10-11 13:34","0.0",0,"0.0","","0.0","",10.2,87.9,18.44,13.1,5.1
12,1007.3,1009.5,1010.7,"2014-10-12 22:47",1004.7,"2014-10-12 04:07",26.7,30.1,"2014-10-12 12:12",23.7,"2014-10-12 04:44",20.8,70,61,"2014-10-12 17:07",2.3,240,6.2,80,"2014-10-12 13:59","0.0",0,"0.0","","0.0","",7.3,63.1,15.69,12.3,5.7
13,1013.5,1015.7,1017,"2014-10-13 23:01",1010.1,"2014-10-13 03:05",24.9,28.4,"2014-10-13 10:27",23.5,"2014-10-13 06:20",17.8,65,53,"2014-10-13 10:06",4.3,40,12.5,40,"2014-10-13 18:30","0.0",0,"0.0","","0.0","",2.5,21.6,8.52,10.8,3.5
14,1016.5,1018.7,1017.9,"2014-10-14 22:04",1014.6,"2014-10-14 14:30",23,25.5,"2014-10-14 10:27",21.5,"2014-10-14 22:02",15.8,64,55,"2014-10-14 05:10",3,40,10,60,"2014-10-14 11:08","0.0",0,"0.0","","0.0","",0.6,5.2,3.92,10,2.6
15,1016.6,1018.9,1018.1,"2014-10-15 08:23",1015,"2014-10-15 14:43",22.7,24.6,"2014-10-15 10:49",19.4,"2014-10-15 23:20",14.7,61,53,"2014-10-15 09:49",2.2,10,8.2,70,"2014-10-15 08:09","0.0",0,"0.0","","0.0","",1.6,13.9,5.57,10.6,2
16,1017.8,1020,1019.5,"2014-10-16 20:14",1016.1,"2014-10-16 02:30",22,26.9,"2014-10-16 12:08",17.8,"2014-10-16 04:39",14.5,64,46,"2014-10-16 12:26",3.2,40,9,30,"2014-10-16 13:08","0.0",0,"0.0","","0.0","",6.8,59.2,14.47,13.8,4.3
17,1016.3,1018.5,1018.3,"2014-10-17 08:34",1014.2,"2014-10-17 15:15",23,27.9,"2014-10-17 12:13",18.3,"2014-10-17 02:30",17.9,74,48,"2014-10-17 09:10",3.1,50,10.2,40,"2014-10-17 14:27","18.0",6.8,"2.5","2014-10-17 19:27","5.5","2014-10-17 19:15",8.6,75,16.83,12.5,-2.2
18,1015.8,1018.1,1017.5,"2014-10-18 08:44",1013.8,"2014-10-18 14:17",22.6,25.3,"2014-10-18 15:25",20.5,"2014-10-18 05:31",19.5,84,65,"2014-10-18 17:09",2.3,350,6.3,350,"2014-10-18 02:17","6.0",3.7,"1.0","2014-10-18 00:04","3.0","2014-10-18 00:55",0,0,3.22,10.3,1
19,1014.7,1017,1016.2,"2014-10-19 08:47",1013.3,"2014-10-19 13:57",23.6,28.8,"2014-10-19 11:44",19.2,"2014-10-19 04:44",19.8,79,58,"2014-10-19 10:08",2.4,250,6.7,240,"2014-10-19 07:15","0.0",0,"0.0","","0.0","",6.7,58.7,14.55,13.1,1.8
20,1013.2,1015.4,1015.4,"2014-10-20 00:01",1011.1,"2014-10-20 14:51",25.6,29.4,"2014-10-20 10:42",22,"2014-10-20 04:13",21.7,80,60,"2014-10-20 10:18",2.3,100,6,250,"2014-10-20 05:02","0.0",0,"0.0","","0.0","",9.1,79.8,16.19,14.4,2.8
21,1012.6,1014.8,1014.4,"2014-10-21 08:58",1011.2,"2014-10-21 14:51",26.5,29.9,"2014-10-21 13:25",22.8,"2014-10-21 05:52",23.7,85,75,"2014-10-21 10:11",2,130,5.3,240,"2014-10-21 01:44","0.0",0,"0.0","","0.0","",9.7,85.3,16.59,14.5,2
22,1013.7,1015.9,1016.4,"2014-10-22 22:13",1011.1,"2014-10-22 03:17",25.4,28.7,"2014-10-22 10:08",24,"2014-10-22 23:36",21.1,77,65,"2014-10-22 21:28",5.3,40,16,20,"2014-10-22 13:23","0.0",0,"0.0","","0.0","",2.4,21.1,8.68,11.1,6.9
23,1015.2,1017.4,1016.9,"2014-10-23 09:06",1013.5,"2014-10-23 15:31",24.1,25.4,"2014-10-23 11:16",23,"2014-10-23 21:14",17.2,65,60,"2014-10-23 12:26",3.5,30,12.8,30,"2014-10-23 02:26","0.0",0,"0.0","","0.0","",0,0,6.04,11.5,1.8
