"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,995.8,1005.4,997.7,"2013-08-01 00:01",993.1,"2013-08-01 15:25",28.1,33.9,"2013-08-01 11:57",23.1,"2013-08-01 05:34",23.2,76,53,"2013-08-01 11:57",1.4,350,7.5,320,"2013-08-01 14:50",1.7,1.8,0.5,"2013-08-01 18:57",1.4,"2013-08-01 18:55",6.1,46.2,18.42,12.6,"-2.7"
2,1000.2,1009.9,1004.7,"2013-08-02 22:32",996.3,"2013-08-02 03:02",28.5,31.6,"2013-08-02 12:17",25.7,"2013-08-02 05:34",23.7,76,64,"2013-08-02 15:55",1.1,330,6.5,330,"2013-08-02 09:29",0.3,0.6,0.2,"2013-08-02 21:10",0.2,"2013-08-02 21:02",1.4,10.6,14.21,10.9,"-2.6"
3,1003.7,1013.4,1004.9,"2013-08-03 20:47",1002.2,"2013-08-03 15:51",29.6,34.1,"2013-08-03 12:31",25.3,"2013-08-03 05:40",23.4,71,52,"2013-08-03 12:29",1,340,6,250,"2013-08-03 17:50",0,0,0,"",0,"",7.2,54.7,20.06,10.5,"4.1"
4,1002.2,1011.9,1004.3,"2013-08-04 00:01",999.9,"2013-08-04 15:41",29.6,33.9,"2013-08-04 11:33",25.6,"2013-08-04 05:18",23.7,71,55,"2013-08-04 15:40",1.1,260,6.8,230,"2013-08-04 14:23",0,0,0,"",0,"",8.8,66.9,23.84,13,"3.6"
5,1000.3,1009.9,1002,"2013-08-05 08:24",998.3,"2013-08-05 15:39",29.7,34.2,"2013-08-05 14:18",25.8,"2013-08-05 05:53",23.6,71,52,"2013-08-05 11:44",1.4,240,7.1,240,"2013-08-05 15:22",0,0,0,"",0,"",10.3,78.5,24.41,13.6,"5.6"
6,1000.8,1010.5,1003.1,"2013-08-06 22:30",999,"2013-08-06 02:28",29.9,34.1,"2013-08-06 11:57",27,"2013-08-06 05:48",24.4,73,58,"2013-08-06 12:24",1.3,180,6.2,320,"2013-08-06 13:06",0,0,0,"",0,"",6.8,51.9,20.42,11.5,"4.8"
7,1001.9,1011.6,1003.2,"2013-08-07 09:22",1000.2,"2013-08-07 14:49",29.5,33.7,"2013-08-07 12:26",26.7,"2013-08-07 05:14",24.3,74,56,"2013-08-07 12:32",1.3,250,7.7,230,"2013-08-07 13:19",0,0,0,"",0,"",5.6,42.8,19.29,11,"4.4"
8,1001.1,1010.8,1002.4,"2013-08-08 00:01",999.5,"2013-08-08 17:13",30,34.4,"2013-08-08 12:26",26,"2013-08-08 05:19",23,67,49,"2013-08-08 12:29",1.4,240,7,230,"2013-08-08 14:47",0,0,0,"",0,"",10.5,80.3,25.66,13.8,"6.1"
9,999.5,1009.2,1001.1,"2013-08-09 22:38",997.8,"2013-08-09 17:06",30,34.7,"2013-08-09 13:24",26.6,"2013-08-09 04:09",22.1,64,48,"2013-08-09 12:09",1.3,240,7.2,180,"2013-08-09 18:37",0,0,0,"",0,"",9.9,75.9,24.98,13.5,"5.5"
10,1000.2,1009.9,1001.8,"2013-08-10 21:49",998.2,"2013-08-10 15:43",29.5,33.5,"2013-08-10 15:03",26.1,"2013-08-10 05:48",22.6,67,52,"2013-08-10 15:09",1.1,320,6.4,350,"2013-08-10 14:41",0,0,0,"",0,"",5.1,39.1,16.82,12.6,"4.9"
11,999.7,1009.3,1001.7,"2013-08-11 06:51",997.2,"2013-08-11 16:42",30,34,"2013-08-11 10:39",26.1,"2013-08-11 05:05",23,68,52,"2013-08-11 09:28",1.5,330,9.3,360,"2013-08-11 15:34",0,0,0,"",0,"",10,76.9,26.4,11.8,"-5.5"
12,997.1,1006.8,999.1,"2013-08-12 09:08",994.8,"2013-08-12 16:07",30.2,33.8,"2013-08-12 13:55",27,"2013-08-12 05:26",24.6,73,60,"2013-08-12 14:32",1.3,340,6.5,320,"2013-08-12 14:16",0.3,0.3,0.3,"2013-08-12 04:50",0.3,"2013-08-12 04:50",4.7,36.2,19.01,9.8,"4.8"
13,996,1005.7,997.5,"2013-08-13 23:14",995,"2013-08-13 12:27",29.9,34.3,"2013-08-13 12:20",28.1,"2013-08-13 05:45",24.4,73,48,"2013-08-13 12:46",1.1,180,6.1,250,"2013-08-13 14:29",0,0,0,"",0,"",0.6,4.6,11.89,8.8,"2.1"
14,998.3,1008,1001,"2013-08-14 22:12",995.8,"2013-08-14 04:20",27.4,31.5,"2013-08-14 12:09",23.5,"2013-08-14 19:22",23.6,81,64,"2013-08-14 10:28",1,60,8.3,340,"2013-08-14 13:28",76.3,9,23,"2013-08-14 16:01",62,"2013-08-14 15:48",0,0,8.27,9,"-1.8"
15,998.4,1008.1,999.9,"2013-08-15 00:01",996.9,"2013-08-15 18:15",26.7,32.5,"2013-08-15 13:10",23.4,"2013-08-15 02:36",23,81,55,"2013-08-15 13:27",0.6,210,8.8,240,"2013-08-15 14:45",3.3,1,2,"2013-08-15 15:22",3.3,"2013-08-15 14:50",1.2,9.3,14.25,13.4,"-1.7"
16,994.5,1004.2,997,"2013-08-16 00:02",992.4,"2013-08-16 15:27",28.3,33,"2013-08-16 13:19",24.6,"2013-08-16 05:46",23,74,56,"2013-08-16 11:20",1.1,360,9.6,330,"2013-08-16 15:16",0,0,0,"",0,"",7.6,58.9,20.7,11,"3.4"
