"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1017.2,1017.6,1019.3,"2014-01-01 08:59",1015.3,"2014-01-01 15:10",20.2,24.8,"2014-01-01 14:02",16.3,"2014-01-01 04:56",13.6,67,49,"2014-01-01 13:53",1.6,280,4.9,320,"2014-01-01 17:00",0,0,0,NA,0,NA,9.2,85.7,14.74,5.4,2.8
2,1015.7,1016.1,1017.9,"2014-01-02 08:28",1013.5,"2014-01-02 14:49",21.7,26.1,"2014-01-02 11:32",16.6,"2014-01-02 05:26",14.5,64,46,"2014-01-02 11:16",1.5,280,5.4,260,"2014-01-02 12:08",0,0,0,NA,0,NA,7.1,66.1,13.7,6.5,2.9
3,1013.3,1013.7,1015,"2014-01-03 08:32",1010.9,"2014-01-03 15:14",24,28.3,"2014-01-03 13:24",20.9,"2014-01-03 06:47",16.9,64,57,"2014-01-03 09:34",2.1,350,7.3,320,"2014-01-03 17:31",0,0,0,NA,0,NA,9.5,88.4,15.36,7.1,4.2
4,1014.2,1014.6,1016.4,"2014-01-04 22:36",1012.7,"2014-01-04 02:24",22,25.9,"2014-01-04 14:53",18.2,"2014-01-04 23:53",14.6,64,44,"2014-01-04 16:47",2.3,340,7.4,300,"2014-01-04 14:18",0,0,0,NA,0,NA,6.8,63.2,12.58,4.5,3.7
5,1016.6,1017,1018.5,"2014-01-05 08:21",1014.7,"2014-01-05 13:35",19.2,23,"2014-01-05 12:53",15.7,"2014-01-05 04:59",12.1,64,53,"2014-01-05 16:49",1.6,20,7.2,290,"2014-01-05 14:07",0,0,0,NA,0,NA,7.8,72.5,11.76,2.6,1.7
6,1016.9,1017.3,1018.7,"2014-01-06 08:46",1015.1,"2014-01-06 14:43",20.7,24.6,"2014-01-06 13:04",16.9,"2014-01-06 04:50",12.1,59,45,"2014-01-06 11:21",1.4,300,6,290,"2014-01-06 13:12",0,0,0,NA,0,NA,7.3,67.8,13.32,5,2.8
7,1016.4,1016.8,1018.4,"2014-01-07 08:55",1014.6,"2014-01-07 14:57",21.2,24.7,"2014-01-07 13:34",17.6,"2014-01-07 05:14",13.8,63,48,"2014-01-07 10:50",1.8,50,6.4,280,"2014-01-07 13:42",0,0,0,NA,0,NA,8.9,82.6,13.67,5.4,2.5
8,1016,1016.4,1017.5,"2014-01-08 23:44",1013.7,"2014-01-08 14:50",22.3,27.1,"2014-01-08 12:56",18.5,"2014-01-08 03:40",15.3,65,47,"2014-01-08 12:24",2.5,330,10.5,340,"2014-01-08 16:24",0,0,0,NA,0,NA,9.5,88.1,13.74,5.4,4.8
9,1019.8,1020.2,1022.8,"2014-01-09 23:32",1017.3,"2014-01-09 02:19",18.6,23.5,"2014-01-09 13:09",15.8,"2014-01-09 23:52",12.4,68,59,"2014-01-09 12:58",2.3,360,7.6,320,"2014-01-09 17:24",0,0,0,NA,0,NA,4.8,44.5,11.82,4.5,2.9
10,1022.4,1022.8,1024.4,"2014-01-10 08:54",1020,"2014-01-10 14:41",18.6,22.9,"2014-01-10 13:40",15,"2014-01-10 06:17",12.5,68,56,"2014-01-10 15:18",2.3,340,8.2,330,"2014-01-10 17:08",0,0,0,NA,0,NA,8,74.1,14.38,4.1,2.1
11,1022.5,1022.9,1024.7,"2014-01-11 09:05",1020.4,"2014-01-11 15:27",19.7,22.9,"2014-01-11 13:54",16.9,"2014-01-11 05:41",14.4,72,61,"2014-01-11 10:47",2.3,20,5.7,20,"2014-01-11 05:05",0,0,0,NA,0,NA,9.1,84.2,15.17,6.8,3.1
12,1021,1021.4,1023.1,"2014-01-12 08:37",1018.6,"2014-01-12 15:23",20.3,24.7,"2014-01-12 13:58",17.8,"2014-01-12 23:39",15,72,58,"2014-01-12 16:16",2.6,350,8.5,330,"2014-01-12 14:42",0,0,0,NA,0,NA,9.3,86,14.9,4.6,3.4
