"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1014.5,1014.9,1017.2,"2014-02-01 00:24",1012.3,"2014-02-01 15:34",22.9,27.8,"2014-02-01 14:13",18,"2014-02-01 06:08",14.4,59,42,"2014-02-01 11:18",2.2,310,7.6,300,"2014-02-01 13:30","0.0",0,"0.0","","0.0","",9.6,86.6,16.36,6,4.7
2,1009.6,1010,1012.6,"2014-02-02 00:01",1007.3,"2014-02-02 15:34",24.5,28.1,"2014-02-02 11:15",22.6,"2014-02-02 02:34",16.1,60,44,"2014-02-02 10:21",2,350,8.3,320,"2014-02-02 14:53","0.0",0,"0.0","","0.0","",2.5,22.5,11.99,9.5,-3.1
3,1009.1,1009.5,1011,"2014-02-03 23:38",1007.5,"2014-02-03 14:17",24.3,26.9,"2014-02-03 12:27",22.3,"2014-02-03 05:29",19.5,75,69,"2014-02-03 09:44",2.7,310,7.7,320,"2014-02-03 12:55","T",0.3,"T","2014-02-03 02:47","T","2014-02-03 02:47",7.8,70.2,15.2,9,3.7
4,1011.5,1011.9,1013.3,"2014-02-04 21:15",1010.1,"2014-02-04 03:55",22.7,26,"2014-02-04 11:02",20.4,"2014-02-04 23:57",17.1,71,66,"2014-02-04 11:27",1.8,310,5.3,310,"2014-02-04 13:26","T",0.4,"T","2014-02-04 19:45","T","2014-02-04 19:45",2.9,26.1,9.46,4.8,-1.4
5,1012.8,1013.2,1014.6,"2014-02-05 08:28",1011.2,"2014-02-05 15:04",22,25.3,"2014-02-05 11:24",18.6,"2014-02-05 06:09",16.4,71,61,"2014-02-05 12:30",1.6,290,5.6,250,"2014-02-05 13:24","0.0",0,"0.0","","0.0","",7,62.8,15.04,8,5.6
6,1010.8,1011.2,1012.8,"2014-02-06 07:56",1008.9,"2014-02-06 15:45",24.5,28.5,"2014-02-06 13:03",21.1,"2014-02-06 06:08",20.2,77,69,"2014-02-06 08:56",2.2,170,8.3,200,"2014-02-06 12:02","0.0",0,"0.0","","0.0","",8.8,78.8,16.51,7.8,2.5
7,1009.5,1009.9,1011.3,"2014-02-07 08:50",1007,"2014-02-07 16:57",23.8,27.1,"2014-02-07 11:45",21.5,"2014-02-07 06:42",19.3,76,63,"2014-02-07 13:15",2.2,310,8.9,330,"2014-02-07 20:01","0.0",0,"0.0","","0.0","",9.9,88.5,16.14,7.3,3.3
8,1010.2,1010.6,1012.4,"2014-02-08 09:11",1008.5,"2014-02-08 16:33",22.1,25,"2014-02-08 11:34",20.3,"2014-02-08 04:30",17.1,73,64,"2014-02-08 15:02",2.1,350,7.5,340,"2014-02-08 04:59","0.0",0,"0.0","","0.0","",6.2,55.3,12.69,5,3.4
9,1010.1,1010.5,1012,"2014-02-09 07:56",1007.6,"2014-02-09 15:01",21.6,25.4,"2014-02-09 15:10",18.3,"2014-02-09 23:44",15.7,69,63,"2014-02-09 15:42",2.1,310,6.6,330,"2014-02-09 22:07","0.0",0,"0.0","","0.0","",4.4,39.2,11.99,5.8,-2.2
10,1014.3,1014.7,1016.5,"2014-02-10 22:32",1010.8,"2014-02-10 00:01",14.3,18.4,"2014-02-10 00:01",12.3,"2014-02-10 22:12",10.8,80,72,"2014-02-10 00:01",2.8,350,9.4,30,"2014-02-10 03:05","12.5",6.3,"3.5","2014-02-10 06:08","4.5","2014-02-10 06:08",0,0,1.61,6,-1
