"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1010.9,1013.1,1013.2,"2015-04-01 07:46",1008.5,"2015-04-01 15:20",25.6,28.5,"2015-04-01 12:04",22.5,"2015-04-01 05:21",21.7,79,71,"2015-04-01 08:42",3.7,180,12.3,170,"2015-04-01 15:08","0.0",0,"0.0","","0.0","",8.8,71.4,19.97,12.3,4.7
2,1007.6,1009.8,1009.8,"2015-04-02 00:01",1005.9,"2015-04-02 16:16",25.3,28.6,"2015-04-02 12:35",22.3,"2015-04-02 05:48",21.9,82,70,"2015-04-02 08:20",4.4,170,13.1,180,"2015-04-02 18:43","0.0",0,"0.0","","0.0","",8,64.8,18.39,13.1,5.2
3,1006.8,1009,1008.5,"2015-04-03 21:07",1004.7,"2015-04-03 03:26",25.4,28.9,"2015-04-03 12:39",22.2,"2015-04-03 04:14",22.3,84,69,"2015-04-03 09:13",3.7,180,10.5,210,"2015-04-03 11:53","1.0",3.8,"0.5","2015-04-03 19:42","0.5","2015-04-03 19:42",9.4,76,19.95,15.6,-6
4,1009.4,1011.6,1012.2,"2015-04-04 21:52",1006.2,"2015-04-04 03:23",25.3,28.5,"2015-04-04 12:09",22,"2015-04-04 05:54",21.8,81,73,"2015-04-04 09:21",4,170,12.8,180,"2015-04-04 13:58","0.0",0,"0.0","","0.0","",11.3,91.2,23.31,17.1,5.8
5,1010.7,1012.9,1012,"2015-04-05 07:34",1008.7,"2015-04-05 16:11",25.8,28.7,"2015-04-05 13:24",22,"2015-04-05 05:58",22.8,84,63,"2015-04-05 08:49",4.2,160,11.2,160,"2015-04-05 11:50","0.0",0,"0.0","","0.0","",9.6,77.3,21.88,16,5.3
6,1010.6,1012.8,1012.6,"2015-04-06 22:06",1009,"2015-04-06 03:02",25.4,28.7,"2015-04-06 13:26",23.1,"2015-04-06 05:20",23.2,88,74,"2015-04-06 08:38",4.1,170,14.4,180,"2015-04-06 15:19","0.5",4.2,"0.2","2015-04-06 18:42","0.5","2015-04-06 17:52",6.4,51.4,16.68,12.9,-3.7
7,1014.4,1016.7,1018.4,"2015-04-07 23:33",1010.9,"2015-04-07 02:49",21.2,24.3,"2015-04-07 00:01",17.7,"2015-04-07 23:38",19.3,89,80,"2015-04-07 11:05",4.7,40,12.9,50,"2015-04-07 23:27","3.0",7.7,"0.5","2015-04-07 19:05","1.0","2015-04-07 19:05",0,0,7.16,9.1,-1
8,1018.2,1020.5,1019.8,"2015-04-08 21:36",1016.7,"2015-04-08 15:14",18.5,19.7,"2015-04-08 13:10",17.6,"2015-04-08 03:13",15.1,81,72,"2015-04-08 13:26",4,40,12.3,40,"2015-04-08 00:13","T",2.5,"T","2015-04-08 00:01","T","2015-04-08 00:01",0,0,2.95,10.8,1.5
9,1016.3,1018.6,1018.8,"2015-04-09 00:01",1014,"2015-04-09 15:24",20.2,24,"2015-04-09 12:18",17.7,"2015-04-09 05:03",17,82,67,"2015-04-09 12:13",2.4,80,7.2,80,"2015-04-09 13:54","1.0",1.8,"0.5","2015-04-09 18:42","1.0","2015-04-09 18:15",2.9,23.2,12.43,14.8,-2.2
10,1015.6,1017.9,1017.9,"2015-04-10 22:19",1013.6,"2015-04-10 04:08",20.6,21.9,"2015-04-10 11:42",19.9,"2015-04-10 21:58",17.8,84,76,"2015-04-10 22:18",3.9,40,11.7,60,"2015-04-10 15:05","0.0",0,"0.0","","0.0","",0,0,2.29,11,1.9
