"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1014.8,1015.5,1016.3,"2012-10-01 08:33",1012.9,"2012-10-01 14:41",23.7,27.3,"2012-10-01 14:08",21.1,"2012-10-01 05:30",15.5,60,52,"2012-10-01 15:53",3.4,80,13.8,90,"2012-10-01 11:38","0.0",0,"0.0","","0.0","",8.2,69.4,16.03,16.5,"3.3"
2,1013.7,1014.4,1015.5,"2012-10-02 08:29",1011.8,"2012-10-02 14:08",23.8,28.6,"2012-10-02 13:56",20.2,"2012-10-02 04:15",16.2,63,51,"2012-10-02 13:26",3.1,70,13.1,70,"2012-10-02 17:31","0.0",0,"0.0","","0.0","",10.4,88.2,17.91,15,"4.3"
3,1010.5,1011.3,1012.7,"2012-10-03 00:01",1008.1,"2012-10-03 16:11",23.8,28.8,"2012-10-03 12:03",19.9,"2012-10-03 05:49",15.5,60,52,"2012-10-03 12:58",2.3,80,10.9,80,"2012-10-03 14:53","0.0",0,"0.0","","0.0","",9,76.5,16.62,13.8,"5.0"
4,1010.6,1011.4,1012.9,"2012-10-04 23:43",1009,"2012-10-04 13:41",24,28.8,"2012-10-04 12:24",19.6,"2012-10-04 04:03",17.2,66,58,"2012-10-04 11:15",3,80,14.2,80,"2012-10-04 14:08","0.0",0,"0.0","","0.0","",8.9,75.8,16.22,18.5,"3.8"
5,1013.1,1013.9,1015.2,"2012-10-05 21:40",1011.2,"2012-10-05 13:50",24.5,29.2,"2012-10-05 12:19",22.3,"2012-10-05 04:20",19.1,72,62,"2012-10-05 10:04",3.5,80,14.9,80,"2012-10-05 14:50","2.0",4.6,"0.5","2012-10-05 15:06","1.5","2012-10-05 17:13",7.3,62.3,13.89,13.8,"-2.6"
6,1015.5,1016.3,1017,"2012-10-06 20:58",1014,"2012-10-06 02:51",25,28.1,"2012-10-06 13:10",23.2,"2012-10-06 00:01",19.1,70,57,"2012-10-06 12:51",2.8,80,12,80,"2012-10-06 12:12","0.0",0,"0.0","","0.0","",2.9,24.8,10.79,12.4,"-3.7"
7,1015.6,1016.4,1017,"2012-10-07 08:38",1014.1,"2012-10-07 14:17",24.1,26.3,"2012-10-07 15:42",21.6,"2012-10-07 05:18",18.5,71,62,"2012-10-07 15:06",2.6,80,13.5,80,"2012-10-07 14:20","1.5",1.8,"0.5","2012-10-07 04:04","1.0","2012-10-07 04:05",1.2,10.3,5.39,7.3,"2.2"
8,1013.8,1014.6,1015.5,"2012-10-08 07:59",1011.7,"2012-10-08 13:29",24.3,28.2,"2012-10-08 12:24",21.4,"2012-10-08 05:46",17.6,67,55,"2012-10-08 14:51",3.1,80,14.7,90,"2012-10-08 14:26","0.0",0,"0.0","","0.0","",8.5,73,14.93,9.3,"5.1"
9,1011.8,1012.5,1013.2,"2012-10-09 00:01",1009.7,"2012-10-09 14:43",24.2,28.2,"2012-10-09 13:10",21,"2012-10-09 05:26",17.8,68,54,"2012-10-09 12:48",2.2,80,9.7,80,"2012-10-09 10:31","0.0",0,"0.0","","0.0","",2.7,23.2,9.74,10.6,"-2.6"
10,1012.4,1013.1,1014,"2012-10-10 09:33",1010.9,"2012-10-10 03:13",23.8,27.9,"2012-10-10 13:44",22.5,"2012-10-10 00:57",17.1,66,55,"2012-10-10 13:18",1.8,30,8,40,"2012-10-10 21:44","0.5",2.8,"0.3","2012-10-10 00:24","0.3","2012-10-10 00:10",1,8.6,4.18,10.6,"-1.9"
