"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,999.7,1009.4,1000.7,"2012-09-01 00:01",998.4,"2012-09-01 13:31",26.7,32.3,"2012-09-01 12:33",23.7,"2012-09-01 05:25",22.8,80,60,"2012-09-01 10:52",0.8,90,6.3,320,"2012-09-01 13:14","1.0",2.4,"0.5","2012-09-01 16:20","0.8","2012-09-01 16:00",6.1,48.6,16.48,10.9,-2.9
2,999.5,1009.3,1000.8,"2012-09-02 08:57",997.1,"2012-09-02 15:37",26.2,32.1,"2012-09-02 13:55",23.2,"2012-09-02 05:11",22.2,79,59,"2012-09-02 11:28",0.9,80,7.8,130,"2012-09-02 17:29","28.1",3.6,"7.0","2012-09-02 17:59","22.5","2012-09-02 17:30",7.1,56.7,19.88,10.6,-3.6
3,999.9,1009.7,1002,"2012-09-03 22:21",998.4,"2012-09-03 14:22",26.9,31.6,"2012-09-03 12:38",23.2,"2012-09-03 05:26",22.2,76,59,"2012-09-03 13:00",0.9,120,6.3,230,"2012-09-03 14:44","0.0",0,"0.0","","0.0","",6.4,51.2,19.38,10.5,3.5
4,1001.4,1011.1,1003.4,"2012-09-04 22:39",999.9,"2012-09-04 15:01",28.2,32.7,"2012-09-04 13:10",24,"2012-09-04 04:36",22.4,72,54,"2012-09-04 10:20",1.2,350,7.7,10,"2012-09-04 10:55","0.0",0,"0.0","","0.0","",10.1,80.9,24.18,11.5,5.1
5,1002.7,1012.5,1003.7,"2012-09-05 22:49",1001.6,"2012-09-05 15:28",28.7,33.2,"2012-09-05 12:37",25,"2012-09-05 04:59",23.5,74,56,"2012-09-05 10:44",0.9,290,5.9,310,"2012-09-05 16:09","0.0",0,"0.0","","0.0","",7.1,57,19.75,11,3.1
6,1003.5,1013.2,1004.9,"2012-09-06 08:02",1002.1,"2012-09-06 14:54",29.8,34.1,"2012-09-06 13:39",26.1,"2012-09-06 05:41",24.2,73,59,"2012-09-06 11:12",1.3,80,6.9,350,"2012-09-06 17:49","0.0",0,"0.0","","0.0","",8.6,69.2,22.18,9.8,5.5
7,1003.6,1013.4,1004.9,"2012-09-07 09:21",1001.8,"2012-09-07 15:32",28.5,32.5,"2012-09-07 14:33",26,"2012-09-07 20:55",23.7,76,62,"2012-09-07 14:11",1,240,5.4,240,"2012-09-07 13:00","0.7",0.7,"0.3","2012-09-07 18:52","0.5","2012-09-07 18:48",1.2,9.7,11.91,10,-3.1
8,1002.4,1012.1,1004.2,"2012-09-08 00:01",1000.2,"2012-09-08 14:57",28.4,31.5,"2012-09-08 13:28",25.7,"2012-09-08 05:56",23.6,76,62,"2012-09-08 17:39",0.9,330,5.4,310,"2012-09-08 16:12","0.4",0.7,"0.2","2012-09-08 21:10","0.4","2012-09-08 20:48",1.4,11.3,10.7,9,-1.7
9,1001.1,1010.8,1003,"2012-09-09 08:12",998.9,"2012-09-09 15:17",28.7,33.2,"2012-09-09 13:39",25.5,"2012-09-09 03:42",23.5,74,58,"2012-09-09 12:20",1,200,6,350,"2012-09-09 16:46","0.0",0,"0.0","","0.0","",6.7,54.2,21.01,9,3.2
10,1000.7,1010.4,1002.3,"2012-09-10 07:28",998.7,"2012-09-10 15:46",29,32.7,"2012-09-10 12:54",26.4,"2012-09-10 01:53",23.8,74,58,"2012-09-10 10:57",1.1,330,6.8,340,"2012-09-10 14:03","0.0",0,"0.0","","0.0","",5.9,47.8,15.88,10.5,4.9
11,1000.5,1010.2,1002.3,"2012-09-11 09:13",998.8,"2012-09-11 16:19",28.9,32.9,"2012-09-11 14:39",26.8,"2012-09-11 05:26",23.7,74,57,"2012-09-11 14:37",1.2,140,6.3,360,"2012-09-11 15:27","0.0",0,"0.0","","0.0","",4.2,34.1,14.98,7.9,3.3
12,999.6,1009.3,1001.1,"2012-09-12 00:05",997.3,"2012-09-12 15:09",28.7,32.4,"2012-09-12 12:54",26.1,"2012-09-12 02:28",23.6,74,57,"2012-09-12 12:52",1,330,5.9,360,"2012-09-12 15:40","0.0",0,"0.0","","0.0","",3.2,26,15.27,8.5,3.6
13,998.7,1008.4,1000.1,"2012-09-13 08:54",995.9,"2012-09-13 15:15",28.9,32.9,"2012-09-13 13:16",25.7,"2012-09-13 06:00",23,71,56,"2012-09-13 10:10",0.9,350,6,310,"2012-09-13 15:21","0.0",0,"0.0","","0.0","",5.5,44.8,16.38,8.8,-2.9
14,997.3,1007,999.3,"2012-09-14 00:01",994.9,"2012-09-14 15:19",27.8,31.7,"2012-09-14 12:01",24.1,"2012-09-14 05:39",22.4,73,60,"2012-09-14 10:20",2.5,10,12.1,10,"2012-09-14 12:29","4.0",1.1,"2.6","2012-09-14 04:28","4.0","2012-09-14 04:25",9.4,76.8,23.02,10,2.3
15,997,1006.8,998.4,"2012-09-15 09:26",995.1,"2012-09-15 15:35",26.9,31.5,"2012-09-15 12:12",24.8,"2012-09-15 05:50",20.5,68,58,"2012-09-15 12:09",3.5,10,12.9,20,"2012-09-15 14:21","0.0",0,"0.0","","0.0","",10.6,86.8,24.58,13.9,4.5
16,998.5,1008.3,1000.6,"2012-09-16 22:43",996.9,"2012-09-16 14:33",26.3,31,"2012-09-16 14:25",22.7,"2012-09-16 23:26",18.9,64,49,"2012-09-16 16:27",2.5,10,10.4,360,"2012-09-16 10:33","0.0",0,"0.0","","0.0","",10,82,24.03,15.6,7.4
17,1000.5,1010.3,1001.9,"2012-09-17 08:19",999,"2012-09-17 14:11",25.9,31.1,"2012-09-17 13:38",20.8,"2012-09-17 05:54",17.3,61,38,"2012-09-17 13:15",1.5,340,6.9,330,"2012-09-17 19:14","0.0",0,"0.0","","0.0","",11.1,91.2,24.81,10.6,6.9
18,1000.2,1010,1001.5,"2012-09-18 23:21",998.9,"2012-09-18 15:39",26.3,30.5,"2012-09-18 13:00",22.4,"2012-09-18 05:51",18.7,64,43,"2012-09-18 12:42",1,340,5.4,310,"2012-09-18 14:30","0.0",0,"0.0","","0.0","",2,16.5,14.49,6.8,3.5
