"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1004.9,1014.9,1007.7,"2014-12-01 22:05",1002.1,"2014-12-01 13:10",20.8,25.1,"2014-12-01 01:43",15.7,"2014-12-01 22:59",15.1,70,56,"2014-12-01 13:25",2.9,360,12.1,350,"2014-12-01 15:03",0.8,1,0.3,"2014-12-01 22:20",0.8,"2014-12-01 22:15",2.1,19.6,7.67,11.5,-3.4
2,1008.5,1018.7,1010.9,"2014-12-02 09:38",1006.7,"2014-12-02 00:01",16.7,19,"2014-12-02 13:21",14.1,"2014-12-02 05:10",12.5,76,65,"2014-12-02 14:31",1.5,330,7.2,350,"2014-12-02 00:34",3.5,5.9,0.5,"2014-12-02 02:24",1.1,"2014-12-02 02:20",0,0,4.52,10.3,-0.5
3,1007.3,1017.4,1009.5,"2014-12-03 08:38",1004.4,"2014-12-03 18:08",20.5,24.6,"2014-12-03 14:26",17,"2014-12-03 00:14",16.1,77,60,"2014-12-03 11:57",0.7,180,7.3,320,"2014-12-03 18:41",0.6,0.9,0.5,"2014-12-03 21:28",0.5,"2014-12-03 21:28",0.8,7.5,6.7,9.8,-0.9
4,1009,1019.2,1011.5,"2014-12-04 09:14",1006.5,"2014-12-04 15:10",15.9,20,"2014-12-04 00:11",13.2,"2014-12-04 19:51",12.4,80,68,"2014-12-04 22:11",3,350,12.9,10,"2014-12-04 05:43",6.7,10.1,1.5,"2014-12-04 02:05",2.5,"2014-12-04 01:15",0,0,3.55,10,-1.2
5,1010.4,1020.6,1012.1,"2014-12-05 09:01",1008.5,"2014-12-05 14:51",15.3,20,"2014-12-05 14:53",11.6,"2014-12-05 23:58",8.9,66,52,"2014-12-05 14:40",1.8,350,7.5,20,"2014-12-05 12:06",0.7,3.3,0.3,"2014-12-05 02:10",0.7,"2014-12-05 02:05",2,18.8,6.7,9.8,1.2
6,1009.3,1019.5,1011.4,"2014-12-06 00:01",1006.9,"2014-12-06 13:55",16.9,23.2,"2014-12-06 13:35",11.4,"2014-12-06 04:22",9.7,64,46,"2014-12-06 11:44",1,310,4.9,330,"2014-12-06 15:56",0,0,0,"",0,"",9.4,88.3,13.4,10.5,2.1
7,1008.7,1018.8,1010.8,"2014-12-07 08:49",1006.5,"2014-12-07 14:28",18.8,25.5,"2014-12-07 12:52",13.9,"2014-12-07 05:55",12.9,71,40,"2014-12-07 12:56",0.7,70,6,300,"2014-12-07 13:20",0,0,0,"",0,"",8.7,81.7,13.16,10.8,2
8,1008,1018.2,1009.3,"2014-12-08 08:06",1005.8,"2014-12-08 14:55",18.9,25,"2014-12-08 13:24",14.8,"2014-12-08 06:52",13.5,72,53,"2014-12-08 13:08",1.7,360,9.9,350,"2014-12-08 15:59",0,0,0,"",0,"",9.3,87.4,13.92,10.6,2
9,1008.7,1018.8,1010,"2014-12-09 09:04",1007.1,"2014-12-09 14:55",19.7,25.2,"2014-12-09 12:59",14.6,"2014-12-09 05:27",14.2,72,48,"2014-12-09 13:40",0.7,300,4.3,350,"2014-12-09 00:34",0,0,0,"",0,"",3,28.2,9.34,11,2.9
10,1008.1,1018.1,1010,"2014-12-10 07:43",1005.6,"2014-12-10 14:28",20.8,25.4,"2014-12-10 10:52",17.6,"2014-12-10 06:20",16.9,79,62,"2014-12-10 10:52",1.6,340,9.6,350,"2014-12-10 12:41",0,0,0,"",0,"",2.4,22.6,9.1,10,1.5
11,1007.6,1017.7,1009.7,"2014-12-11 21:38",1005.6,"2014-12-11 13:58",19.8,22.8,"2014-12-11 12:36",16.9,"2014-12-11 22:03",15.3,75,64,"2014-12-11 13:02",2.4,350,7.8,350,"2014-12-11 09:48",0.2,0.3,0.1,"2014-12-11 16:25",0.1,"2014-12-11 16:25",0.2,1.9,6.53,10.5,-3.1
12,1011.7,1022,1013.7,"2014-12-12 20:38",1009.1,"2014-12-12 00:06",15.4,18.4,"2014-12-12 09:58",13.5,"2014-12-12 17:45",10.6,73,65,"2014-12-12 22:22",2.9,360,11.4,350,"2014-12-12 12:12",0,0,0,"",0,"",0.4,3.8,4.51,10.3,1.5
13,1012.9,1023.2,1014.2,"2014-12-13 08:54",1010.9,"2014-12-13 14:14",15.5,19.4,"2014-12-13 12:48",13.9,"2014-12-13 02:08",7.8,60,50,"2014-12-13 13:05",2,360,9.8,20,"2014-12-13 15:27",0,0,0,"",0,"",0.4,3.8,6.21,10,1.1
14,1011.9,1022.1,1014.1,"2014-12-14 08:37",1009.4,"2014-12-14 13:57",18.2,23.9,"2014-12-14 12:53",14.3,"2014-12-14 02:44",11.3,65,49,"2014-12-14 13:44",0.6,310,5,230,"2014-12-14 14:32",0,0,0,"",0,"",8.1,76.4,11.77,11.3,3
15,1010.2,1020.2,1011.6,"2014-12-15 07:40",1007.3,"2014-12-15 15:23",20.1,25.3,"2014-12-15 12:51",16.6,"2014-12-15 03:21",14.2,70,39,"2014-12-15 15:12",1.3,340,7.7,330,"2014-12-15 13:33",0,0,0,"",0,"",5.4,50.9,11.18,10.3,2
16,1012.1,1022.4,1014.1,"2014-12-16 22:54",1010,"2014-12-16 02:43",16.7,20,"2014-12-16 14:14",13.4,"2014-12-16 23:50",9.2,63,38,"2014-12-16 21:25",3,360,12.9,20,"2014-12-16 09:29",0,0,0,"",0,"",7.4,69.8,12.64,10.3,3.8
17,1014.6,1025,1016.3,"2014-12-17 09:18",1013.5,"2014-12-17 14:07",12.3,15.1,"2014-12-17 14:30",9.2,"2014-12-17 23:52",3.4,55,44,"2014-12-17 00:01",2.4,360,8.9,360,"2014-12-17 06:12",0,0,0,"",0,"",0,0,3.91,10.3,1.8
18,1014.6,1025,1017,"2014-12-18 08:41",1012.2,"2014-12-18 15:13",14.7,21.6,"2014-12-18 13:27",8.7,"2014-12-18 05:46",7.6,63,45,"2014-12-18 13:59",0.7,350,6.7,10,"2014-12-18 15:21",0,0,0,"",0,"",4.4,41.5,9.53,10,1.6
19,1012.8,1023,1014.2,"2014-12-19 00:01",1011.1,"2014-12-19 17:00",15.8,18.3,"2014-12-19 11:22",14.2,"2014-12-19 00:01",12.2,80,67,"2014-12-19 08:35",0.8,360,4.8,350,"2014-12-19 09:17",2.1,5.8,0.5,"2014-12-19 13:36",0.9,"2014-12-19 13:20",0,0,1.44,10,-0.4
20,1009,1019.2,1011.9,"2014-12-20 00:01",1006.3,"2014-12-20 14:33",16.5,21.2,"2014-12-20 12:22",13,"2014-12-20 23:57",11.3,73,52,"2014-12-20 14:29",1.8,330,9.9,10,"2014-12-20 09:05",0,0,0,"",0,"",6,56.6,11.22,10.5,1.7
21,1011.2,1021.5,1013.7,"2014-12-21 21:37",1009.1,"2014-12-21 02:55",15.5,19.8,"2014-12-21 13:56",12.4,"2014-12-21 02:32",10.7,74,57,"2014-12-21 13:56",1.8,360,10.8,20,"2014-12-21 14:29",0,0,0,"",0,"",2.9,27.4,7.39,10,3
22,1012,1022.3,1013.9,"2014-12-22 08:55",1010,"2014-12-22 15:06",14.6,20.4,"2014-12-22 12:58",11,"2014-12-22 23:51",6.5,60,40,"2014-12-22 12:57",2.1,350,7.7,20,"2014-12-22 01:23",0,0,0,"",0,"",9.8,92.5,13.99,11.6,2.1
23,1011,1021.3,1013,"2014-12-23 10:05",1009,"2014-12-23 14:36",16.4,21.7,"2014-12-23 13:50",10.3,"2014-12-23 03:22",10.3,68,51,"2014-12-23 13:53",0.7,350,4.9,310,"2014-12-23 15:39",0,0,0,"",0,"",0.4,3.8,5.66,10,1.2
24,1010.9,1021,1012.5,"2014-12-24 08:44",1008.4,"2014-12-24 14:37",20.2,26.9,"2014-12-24 12:07",16.3,"2014-12-24 23:23",12.9,64,36,"2014-12-24 11:30",1.7,340,8.6,340,"2014-12-24 13:20",0,0,0,"",0,"",5.3,50,10.88,11,3
25,1010.4,1020.6,1012.1,"2014-12-25 20:39",1008.7,"2014-12-25 04:20",17.2,21.5,"2014-12-25 11:25",15.2,"2014-12-25 23:58",13.3,79,53,"2014-12-25 11:28",1.2,340,7,330,"2014-12-25 12:42",6.9,8.9,0.6,"2014-12-25 20:03",1.4,"2014-12-25 20:00",0,0,1.86,8.8,-0.5
26,1009.9,1020.1,1012.1,"2014-12-26 08:49",1008.1,"2014-12-26 15:37",16.6,19.5,"2014-12-26 15:40",14.6,"2014-12-26 23:41",13.6,82,69,"2014-12-26 17:06",1.2,340,6.8,350,"2014-12-26 00:05",0.7,2,0.2,"2014-12-26 08:10",0.3,"2014-12-26 08:10",0.1,0.9,4.5,9.3,-1.2
27,1010.2,1020.4,1012.1,"2014-12-27 10:16",1008.8,"2014-12-27 04:40",16.8,20.7,"2014-12-27 13:01",14.9,"2014-12-27 00:01",14.1,84,73,"2014-12-27 13:12",1.2,330,7.4,350,"2014-12-27 14:18",4.3,4.1,1,"2014-12-27 15:53",2.5,"2014-12-27 15:25",0.1,0.9,5.07,10.1,-0.4
28,1009.5,1019.7,1011.2,"2014-12-28 09:13",1007.1,"2014-12-28 15:17",15.5,18.4,"2014-12-28 12:12",13.3,"2014-12-28 23:31",12.8,85,77,"2014-12-28 15:15",1.9,350,8.7,350,"2014-12-28 17:45",3.5,1.3,1.3,"2014-12-28 04:15",3.4,"2014-12-28 03:40",0,0,4.99,9.8,0.3
29,1008.1,1018.3,1010.6,"2014-12-29 08:53",1005.3,"2014-12-29 14:49",15.1,20.3,"2014-12-29 13:31",12,"2014-12-29 23:46",7.5,62,44,"2014-12-29 12:59",1.9,340,9.2,330,"2014-12-29 13:49",0,0,0,"",0,"",8.8,82.9,13.29,11.8,4
30,1008.4,1018.6,1010.4,"2014-12-30 08:44",1006.4,"2014-12-30 14:46",15.7,23.3,"2014-12-30 13:39",9.8,"2014-12-30 06:12",9.5,69,40,"2014-12-30 13:39",0.8,320,5.1,10,"2014-12-30 15:21",0,0,0,"",0,"",9.6,90.4,13.34,12.4,1.3
31,1010.1,1020.3,1012.1,"2014-12-31 09:36",1008.6,"2014-12-31 02:11",15.9,22.5,"2014-12-31 12:28",10.5,"2014-12-31 06:10",9.8,69,35,"2014-12-31 12:19",0.9,300,7.8,360,"2014-12-31 16:06",0,0,0,"",0,"",9.1,85.7,12.82,11,1.3
