"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1005.8,1015.9,1008.6,"2014-02-01 09:22",1003.4,"2014-02-01 15:36",19.2,26.8,"2014-02-01 14:18",12.5,"2014-02-01 06:31",10.9,61,36,"2014-02-01 12:12",1,350,6.7,20,"2014-02-01 17:00",0,0,0,"",0,"",9.4,85.4,17.34,8.9,3
2,1000.7,1010.6,1003.9,"2014-02-02 00:01",997.6,"2014-02-02 14:44",22.2,29,"2014-02-02 13:17",16.8,"2014-02-02 00:56",13.5,59,40,"2014-02-02 11:45",0.8,350,5.7,360,"2014-02-02 14:16",0,0,0,"",0,"",2.9,26.3,13.17,10,-2.2
3,999.9,1009.8,1001.9,"2014-02-03 23:25",997.7,"2014-02-03 13:39",22.5,29.1,"2014-02-03 13:13",18.6,"2014-02-03 06:21",16.8,71,54,"2014-02-03 12:03",1.2,350,7.2,340,"2014-02-03 15:57",0.5,0.3,0.5,"2014-02-03 00:15",0.5,"2014-02-03 00:15",8.8,79.7,17.41,11,4.4
4,1002.6,1012.7,1004.6,"2014-02-04 22:01",1000.3,"2014-02-04 14:43",18.9,23.9,"2014-02-04 14:13",15.2,"2014-02-04 22:39",13.2,70,51,"2014-02-04 14:13",2,340,7.3,310,"2014-02-04 15:29",6.6,4.1,1.8,"2014-02-04 19:45",3,"2014-02-04 19:10",2.9,26.2,12.49,10.3,-3.2
5,1003.7,1013.8,1005.8,"2014-02-05 08:21",1001.5,"2014-02-05 15:18",18.6,24.3,"2014-02-05 13:48",14.9,"2014-02-05 04:10",15.1,81,64,"2014-02-05 14:11",1,360,6.2,340,"2014-02-05 15:04",3.7,3.1,1.2,"2014-02-05 00:01",2.2,"2014-02-05 00:01",2.1,19,11.06,10.3,-1.6
6,1001.8,1011.8,1003.8,"2014-02-06 07:35",999.6,"2014-02-06 16:07",20.9,24.9,"2014-02-06 12:55",17.7,"2014-02-06 02:56",16.8,78,63,"2014-02-06 12:37",0.9,320,5.5,20,"2014-02-06 06:20",0,0,0,"",0,"",1.3,11.7,9.15,7.9,1.4
7,1000.7,1010.7,1002.4,"2014-02-07 09:31",998.3,"2014-02-07 16:19",20.4,23.6,"2014-02-07 15:35",18.5,"2014-02-07 05:04",16.8,80,68,"2014-02-07 16:18",1.1,350,6.3,340,"2014-02-07 18:49",0,0,0,"",0,"",1.4,12.6,5.79,5.4,1
8,1001.3,1011.4,1003.4,"2014-02-08 08:17",999.2,"2014-02-08 16:46",17.2,20.3,"2014-02-08 10:34",14.3,"2014-02-08 22:53",13.3,78,66,"2014-02-08 12:03",1.7,340,7.4,360,"2014-02-08 16:04",5.3,2.6,3.7,"2014-02-08 22:40",3.8,"2014-02-08 22:40",2.8,25.1,8.22,8,-1.7
9,1001.9,1012.1,1003.9,"2014-02-09 22:05",999.8,"2014-02-09 14:21",14.4,16.1,"2014-02-09 12:26",12.1,"2014-02-09 22:16",12.1,86,79,"2014-02-09 17:24",1.9,350,10,340,"2014-02-09 20:09",14.5,11.7,2,"2014-02-09 01:28",5,"2014-02-09 01:24",0,0,1.64,10.3,-1
10,1006.2,1016.6,1008.3,"2014-02-10 23:33",1003.3,"2014-02-10 00:01",10.6,12.7,"2014-02-10 00:10",9.4,"2014-02-10 19:05",7.4,80,75,"2014-02-10 11:19",3,10,9.6,360,"2014-02-10 07:25",1.5,3.4,0.4,"2014-02-10 02:35",0.8,"2014-02-10 02:05",0,0,3.15,10,1.8
11,1007.7,1018.2,1009.6,"2014-02-11 09:52",1006.3,"2014-02-11 15:03",9.7,11.1,"2014-02-11 11:25",8.7,"2014-02-11 05:22",5.9,77,71,"2014-02-11 11:38",2.1,340,8.7,20,"2014-02-11 05:25",0.1,0.2,0.1,"2014-02-11 19:06",0.1,"2014-02-11 19:06",0,0,4.67,10,-0.5
12,1006.9,1017.2,1008.6,"2014-02-12 08:57",1004.9,"2014-02-12 14:36",13.9,19.1,"2014-02-12 13:18",10.3,"2014-02-12 00:33",9.4,75,60,"2014-02-12 12:16",1.7,350,8.6,350,"2014-02-12 15:02",0,0,0,"",0,"",2.6,23.2,12.88,11.1,-1.2
13,1007.8,1018.1,1009.7,"2014-02-13 08:17",1005.6,"2014-02-13 15:14",14.8,18.8,"2014-02-13 12:23",12.7,"2014-02-13 22:02",11.3,80,69,"2014-02-13 13:11",2.2,360,9.5,340,"2014-02-13 15:17",0.9,2.3,0.4,"2014-02-13 08:25",0.5,"2014-02-13 07:50",0.5,4.5,8.98,10.5,-2.5
14,1009.1,1019.4,1011.5,"2014-02-14 09:51",1007.7,"2014-02-14 14:45",13.1,16.4,"2014-02-14 12:17",11.6,"2014-02-14 06:37",9.4,79,67,"2014-02-14 12:09",2.5,360,10.4,10,"2014-02-14 13:47",1.4,1.9,0.5,"2014-02-14 02:28",1,"2014-02-14 01:48",2.3,20.4,11.34,10,2.2
15,1009.3,1019.6,1011.2,"2014-02-15 10:29",1007.9,"2014-02-15 02:12",14.3,16.8,"2014-02-15 15:10",12.5,"2014-02-15 05:22",9.7,74,63,"2014-02-15 16:00",1,340,4.7,10,"2014-02-15 03:16",0.1,0.4,0.1,"2014-02-15 23:35",0.1,"2014-02-15 23:35",0.1,0.9,5.72,10.3,-1
16,1009.1,1019.3,1010.6,"2014-02-16 09:00",1007.4,"2014-02-16 13:59",17.1,23.6,"2014-02-16 14:00",13.2,"2014-02-16 01:25",13.2,79,50,"2014-02-16 14:06",0.7,320,5.8,360,"2014-02-16 15:20",0.7,0.9,0.5,"2014-02-16 00:30",0.7,"2014-02-16 00:01",3.8,33.6,15.12,9.1,1.8
17,1008.6,1018.6,1011,"2014-02-17 07:56",1006.1,"2014-02-17 14:28",19.9,27.2,"2014-02-17 13:21",13.7,"2014-02-17 06:37",14.5,73,45,"2014-02-17 12:54",0.8,230,6.5,240,"2014-02-17 15:45",0,0,0,"",0,"",9.5,83.9,18.68,8.5,2.4
18,1005.8,1015.9,1007.6,"2014-02-18 00:01",1004,"2014-02-18 12:45",19.2,26.7,"2014-02-18 12:16",15.2,"2014-02-18 21:47",14.8,76,54,"2014-02-18 11:31",1.5,360,7.6,350,"2014-02-18 21:12",0,0,0,"",0,"",5.2,45.9,12.83,8,3.2
19,1008.3,1018.6,1012.3,"2014-02-19 23:51",1004.7,"2014-02-19 04:43",12.4,15.5,"2014-02-19 00:05",10.9,"2014-02-19 12:57",9.2,81,73,"2014-02-19 00:07",3,10,10.9,330,"2014-02-19 09:33",9.9,7.6,1.5,"2014-02-19 13:07",4,"2014-02-19 12:38",0,0,0.13,10.3,-1.2
20,1013.1,1023.5,1015.1,"2014-02-20 22:02",1010.2,"2014-02-20 02:55",12.9,18.3,"2014-02-20 13:28",9.4,"2014-02-20 23:38",5.6,62,44,"2014-02-20 14:53",3.1,10,11.5,360,"2014-02-20 16:51",0,0,0,"",0,"",9.9,87,21.21,12.4,3.4
21,1013.5,1023.9,1016.3,"2014-02-21 08:24",1011.3,"2014-02-21 15:16",13.6,21.2,"2014-02-21 13:26",6.7,"2014-02-21 05:56",6.9,65,42,"2014-02-21 13:52",1.2,330,6.2,360,"2014-02-21 16:18",0,0,0,"",0,"",9.3,81.5,19.64,10.8,2.3
22,1013.1,1023.3,1014.8,"2014-02-22 09:09",1011.1,"2014-02-22 15:32",16,22.3,"2014-02-22 12:20",10.3,"2014-02-22 03:42",9.9,69,33,"2014-02-22 12:05",1,310,7.1,360,"2014-02-22 12:39",0,0,0,"",0,"",9.4,82.3,20.36,10,2.3
23,1012.1,1022.4,1013.5,"2014-02-23 09:53",1010.8,"2014-02-23 15:20",16.6,22.2,"2014-02-23 11:35",11.2,"2014-02-23 06:22",11.9,75,50,"2014-02-23 10:26",1.1,350,6.8,310,"2014-02-23 15:57",0,0,0,"",0,"",10,87.3,20.55,10.3,3.2
