"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1008,1008.7,1009.5,"2012-09-01 21:04",1006.3,"2012-09-01 15:39",29.1,34,"2012-09-01 13:31",25.1,"2012-09-01 04:58",23.2,71,57,"2012-09-01 16:13",1.8,110,7.8,70,"2012-09-01 23:54","0.0",0,"0.0","","0.0","",8.3,66,18.36,17.3,5.1
2,1007.6,1008.3,1008.8,"2012-09-02 09:12",1005.6,"2012-09-02 15:38",29.3,34.7,"2012-09-02 11:37",25.8,"2012-09-02 05:06",22.4,67,56,"2012-09-02 11:31",1.8,120,9.9,100,"2012-09-02 18:07","0.0",0,"0.0","","0.0","",9,71.7,17.13,17.3,4.9
3,1008.2,1008.9,1010.2,"2012-09-03 21:23",1006.9,"2012-09-03 02:26",28.6,32.6,"2012-09-03 09:56",25.7,"2012-09-03 05:30",22.3,69,60,"2012-09-03 13:10",1.3,170,6.1,300,"2012-09-03 16:29","0.0",0,"0.0","","0.0","",3.9,31.1,10.69,16.5,3.8
4,1010.1,1010.8,1012,"2012-09-04 23:16",1008.2,"2012-09-04 15:11",29.5,34.7,"2012-09-04 12:10",25.8,"2012-09-04 05:15",22.5,67,55,"2012-09-04 12:06",2.2,110,12.3,90,"2012-09-04 13:14","0.0",0,"0.0","","0.0","",10.6,84.8,20.12,18.3,6.5
5,1011.5,1012.2,1012.7,"2012-09-05 21:27",1010.4,"2012-09-05 13:09",30.2,34.3,"2012-09-05 12:24",27,"2012-09-05 05:10",23.2,66,55,"2012-09-05 12:10",3.3,100,11.6,120,"2012-09-05 10:48","0.0",0,"0.0","","0.0","",9.6,77,18.76,21.3,6.4
6,1012.2,1012.9,1014,"2012-09-06 21:54",1009.8,"2012-09-06 14:44",30.6,35.5,"2012-09-06 13:07",27.9,"2012-09-06 05:01",24,68,58,"2012-09-06 13:06",2.6,90,10.5,80,"2012-09-06 22:58","0.0",0,"0.0","","0.0","",5.3,42.6,14.25,18.5,4.8
7,1011.9,1012.6,1013.2,"2012-09-07 08:46",1010.4,"2012-09-07 15:42",29.9,34.6,"2012-09-07 12:11",27.9,"2012-09-07 05:21",23.5,69,58,"2012-09-07 11:56",1.8,110,10,80,"2012-09-07 13:53","0.5",0.8,"0.4","2012-09-07 14:03","0.5","2012-09-07 13:50",5,40.3,11.71,16.6,-2.3
8,1010.7,1011.4,1012.5,"2012-09-08 00:02",1008.5,"2012-09-08 15:06",30.3,34.8,"2012-09-08 12:20",26.8,"2012-09-08 05:39",23.3,66,57,"2012-09-08 12:16",2.1,110,10.9,110,"2012-09-08 14:24","0.0",0,"0.0","","0.0","",10.1,81.5,19.25,20.3,4.5
9,1009.6,1010.3,1011.2,"2012-09-09 08:17",1007.8,"2012-09-09 14:43",30,35.3,"2012-09-09 12:10",27.2,"2012-09-09 05:47",23.4,68,57,"2012-09-09 12:21",1.4,90,8.2,310,"2012-09-09 14:25","0.0",0,"0.0","","0.0","",4.5,36.4,13.04,13.1,4.8
10,1009.1,1009.8,1010.6,"2012-09-10 07:14",1007.5,"2012-09-10 15:24",30,35.5,"2012-09-10 12:06",26.9,"2012-09-10 06:12",23.2,68,57,"2012-09-10 12:05",2.4,80,9.8,90,"2012-09-10 23:41","0.0",0,"0.0","","0.0","",6.9,55.9,15.49,11,5.7
11,1008.9,1009.6,1010.4,"2012-09-11 09:02",1007.5,"2012-09-11 16:31",29.8,35.1,"2012-09-11 13:13",26.9,"2012-09-11 05:15",23,67,56,"2012-09-11 13:08",2.5,90,8.9,70,"2012-09-11 00:46","0.0",0,"0.0","","0.0","",6.4,51.9,13.16,14.3,4.1
12,1008,1008.7,1009.3,"2012-09-12 07:45",1006,"2012-09-12 14:39",29.8,34.8,"2012-09-12 12:34",26.2,"2012-09-12 05:48",23.1,67,57,"2012-09-12 11:56",1.4,90,7.5,340,"2012-09-12 13:04","0.0",0,"0.0","","0.0","",6.2,50.4,14.51,13.6,5.2
13,1007.2,1007.9,1008.7,"2012-09-13 08:28",1004.8,"2012-09-13 16:02",29.3,34.6,"2012-09-13 12:35",26.6,"2012-09-13 05:17",23.2,70,62,"2012-09-13 11:00",1.9,90,7.9,40,"2012-09-13 12:48","1.0",0.9,"1.0","2012-09-13 13:06","1.0","2012-09-13 13:16",4.5,36.7,11.37,10.4,-2.9
14,1008,1008.7,1009.6,"2012-09-14 21:40",1006.5,"2012-09-14 15:29",26.5,31.3,"2012-09-14 09:07",24.7,"2012-09-14 20:51",22.4,78,67,"2012-09-14 00:01",1.7,80,11.4,40,"2012-09-14 18:13","23.5",10.8,"2.5","2012-09-14 12:59","10.0","2012-09-14 12:37",2.5,20.4,5.13,10.5,-0.8
15,1008.3,1009,1009.9,"2012-09-15 20:38",1006.6,"2012-09-15 03:23",24.9,25.8,"2012-09-15 12:46",24,"2012-09-15 21:00",21.5,81,73,"2012-09-15 18:01",1.7,30,10.9,30,"2012-09-15 14:59","29.0",11.5,"9.0","2012-09-15 07:57","17.0","2012-09-15 07:32",0,0,1.04,8,-1.6
