"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1017,1017.4,1019,"2015-03-01 09:05",1014.9,"2015-03-01 15:09",22.5,26.4,"2015-03-01 11:51",18.8,"2015-03-01 23:28",16.9,71,63,"2015-03-01 14:45",3,340,9.3,320,"2015-03-01 12:59",0,0,0,NA,0,NA,7.8,67.1,18.45,7,4.4
2,1015.5,1015.9,1019,"2015-03-02 09:51",1012.5,"2015-03-02 18:19",21.1,24.1,"2015-03-02 12:32",18.3,"2015-03-02 03:03",15.4,70,63,"2015-03-02 00:35",1.8,310,6.8,320,"2015-03-02 13:38",0,0,0,NA,0,NA,6,51.5,14.44,7.5,3.3
3,1012.1,1012.5,1014.8,"2015-03-03 08:47",1009.3,"2015-03-03 15:15",23.8,28.2,"2015-03-03 12:52",19.9,"2015-03-03 06:11",18.9,74,62,"2015-03-03 12:52",2,180,6.3,190,"2015-03-03 13:08",0,0,0,NA,0,NA,9.4,80.6,19.24,7,3.4
4,1014.6,1015,1016.8,"2015-03-04 21:07",1011.8,"2015-03-04 01:40",22.8,25.6,"2015-03-04 12:00",20.6,"2015-03-04 06:07",18.2,75,70,"2015-03-04 12:00",1.9,350,6.5,320,"2015-03-04 15:54",0,0,0,NA,0,NA,3.1,26.5,13.59,4.7,3.9
5,1015.9,1016.3,1018,"2015-03-05 08:48",1014.2,"2015-03-05 14:49",23,26.1,"2015-03-05 12:17",20.4,"2015-03-05 01:50",17.5,71,69,"2015-03-05 08:23",2.2,310,8.6,300,"2015-03-05 13:22",0,0,0,NA,0,NA,9.9,84.6,19.56,6.6,3.6
6,1015.7,1016.1,1017.5,"2015-03-06 09:22",1013.8,"2015-03-06 14:52",22.7,26.8,"2015-03-06 11:39",20.1,"2015-03-06 06:35",17.7,73,65,"2015-03-06 10:15",2.5,350,8.2,310,"2015-03-06 14:48",0,0,0,NA,0,NA,9.5,81,16.59,6.1,3.9
7,1016.8,1017.2,1018.7,"2015-03-07 09:56",1015,"2015-03-07 15:02",22.7,26.2,"2015-03-07 14:14",20.2,"2015-03-07 06:17",17.4,72,67,"2015-03-07 12:40",2.3,310,7.3,300,"2015-03-07 15:09",0,0,0,NA,0,NA,8.1,68.9,15.77,5.8,3.4
8,1016.5,1016.9,1018.2,"2015-03-08 09:31",1015,"2015-03-08 16:07",22.7,26.6,"2015-03-08 12:43",19.9,"2015-03-08 04:33",17.7,74,63,"2015-03-08 12:25",2.3,20,7.7,340,"2015-03-08 18:59",0,0,0,NA,0,NA,7.3,62,16.3,4,3.8
9,1016.5,1016.9,1019.6,"2015-03-09 22:43",1014.7,"2015-03-09 05:09",23.8,27.4,"2015-03-09 10:30",21,"2015-03-09 23:48",17.8,69,63,"2015-03-09 10:26",3.1,310,10.4,330,"2015-03-09 09:57",0,0,0,NA,0,NA,8.5,72.1,17.09,7,5.3
10,1020.1,1020.5,1021.7,"2015-03-10 21:59",1018.4,"2015-03-10 03:10",20.3,22.7,"2015-03-10 12:15",18.6,"2015-03-10 06:10",14.2,68,62,"2015-03-10 12:12",1.8,350,6.2,340,"2015-03-10 07:24",0,0,0,NA,0,NA,0,0,4.77,5.9,1.6
11,1020,1020.4,1021.6,"2015-03-11 00:01",1018.3,"2015-03-11 15:15",20.3,23.5,"2015-03-11 12:21",17,"2015-03-11 06:00",14.1,68,62,"2015-03-11 16:32",2.1,10,7.5,310,"2015-03-11 13:21",0,0,0,NA,0,NA,1.6,13.5,11.69,5.8,4.1
12,1018.2,1018.6,1019.9,"2015-03-12 00:04",1016,"2015-03-12 15:19",20.3,24.2,"2015-03-12 12:42",18,"2015-03-12 06:53",14.4,69,63,"2015-03-12 15:32",2.3,360,8.6,310,"2015-03-12 16:28",0,0,0,NA,0,NA,0.5,4.2,7.4,5.4,1.7
13,1018.3,1018.7,1020.2,"2015-03-13 22:41",1016.5,"2015-03-13 15:16",21.3,25.2,"2015-03-13 13:17",17.3,"2015-03-13 06:23",16.2,73,65,"2015-03-13 13:17",1.8,300,6.6,270,"2015-03-13 11:51",0,0,0,NA,0,NA,10.1,85,19.89,5.4,2.8
14,1018.4,1018.8,1020.5,"2015-03-14 08:48",1016.1,"2015-03-14 15:28",23.1,26.4,"2015-03-14 13:30",19.5,"2015-03-14 05:30",18.2,74,69,"2015-03-14 10:03",1.6,290,5.7,300,"2015-03-14 16:44",0,0,0,NA,0,NA,9.6,80.6,19.15,5,4
15,1016.6,1017,1018.7,"2015-03-15 08:54",1014,"2015-03-15 15:19",25.3,29.3,"2015-03-15 12:52",21.3,"2015-03-15 05:19",20.2,74,62,"2015-03-15 09:21",2.6,170,11.7,170,"2015-03-15 13:44",0,0,0,NA,0,NA,9.9,83,19.31,7.8,4.1
16,1015.8,1016.2,1017.9,"2015-03-16 08:22",1014,"2015-03-16 17:46",25.6,27.7,"2015-03-16 15:17",23.8,"2015-03-16 04:10",21.9,80,74,"2015-03-16 02:51",2.1,150,7.7,120,"2015-03-16 00:14",0,0,0,NA,0,NA,2.8,23.4,9.63,9.3,2
17,1013.4,1013.8,1016,"2015-03-17 08:26",1011.3,"2015-03-17 17:51",25.8,28.5,"2015-03-17 12:30",24.2,"2015-03-17 06:30",21,75,69,"2015-03-17 13:49",3.1,160,11.1,170,"2015-03-17 13:21",0,0,0,NA,0,NA,10.1,84.4,19.11,10.3,2.9
18,1012.3,1012.7,1014.4,"2015-03-18 09:44",1010.4,"2015-03-18 15:32",25.3,29.2,"2015-03-18 12:36",21.5,"2015-03-18 06:07",19.7,71,58,"2015-03-18 12:35",2.2,170,9.1,200,"2015-03-18 13:29",0,0,0,NA,0,NA,9.9,82.6,20.52,10.3,6
19,1012.8,1013.2,1014.5,"2015-03-19 22:54",1010.6,"2015-03-19 14:39",25.6,28.5,"2015-03-19 12:44",23,"2015-03-19 04:55",21.1,76,64,"2015-03-19 09:19",2.1,280,7.5,280,"2015-03-19 13:17",0,0,0,NA,0,NA,10.5,87.4,21.11,11,6.4
