"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1000,1009.9,1002.7,"2013-09-01 22:28",996.1,"2013-09-01 01:10",23.6,25.5,"2013-09-01 13:58",22,"2013-09-01 09:19",21.5,88,73,"2013-09-01 15:57",1.7,10,8.8,360,"2013-09-01 04:56",21.3,7.5,2.6,"2013-09-01 01:58",7.1,"2013-09-01 01:34",0,0,6.69,11.1,-0.6
2,1001,1010.8,1002.2,"2013-09-02 00:01",999.3,"2013-09-02 14:32",24.9,28.4,"2013-09-02 13:43",20.6,"2013-09-02 04:15",20.9,80,56,"2013-09-02 09:43",0.7,340,5,340,"2013-09-02 10:34",0,0,0,"",0,"",2.2,17.6,9.62,11.5,1
3,999.5,1009.3,1000.8,"2013-09-03 00:01",997.9,"2013-09-03 16:01",26.6,31.8,"2013-09-03 13:46",22.2,"2013-09-03 05:14",20.2,70,40,"2013-09-03 11:30",1.5,10,8.4,30,"2013-09-03 14:55",0,0,0,"",0,"",10.2,81.6,23.89,10,5.7
4,1000.3,1010.1,1001.8,"2013-09-04 22:42",999,"2013-09-04 14:59",26.4,30.6,"2013-09-04 15:01",23.5,"2013-09-04 01:08",20.6,71,54,"2013-09-04 13:20",1,350,7.5,320,"2013-09-04 15:53",0,0,0,"",0,"",2.3,18.4,15.69,8.8,3.4
5,1001.5,1011.3,1003.5,"2013-09-05 22:40",999.9,"2013-09-05 15:28",27.1,31.9,"2013-09-05 13:41",22.6,"2013-09-05 05:24",21.7,73,49,"2013-09-05 12:19",0.9,330,6.4,30,"2013-09-05 17:03",0,0,0,"",0,"",9.6,77.1,21.8,10.3,5.1
6,1003.1,1012.9,1004.2,"2013-09-06 21:51",1001.6,"2013-09-06 16:17",27.9,31.9,"2013-09-06 13:50",24,"2013-09-06 05:10",23.1,76,55,"2013-09-06 14:07",1,130,6,330,"2013-09-06 14:59",0,0,0,"",0,"",9,72.4,20.58,11,3.2
7,1003,1012.8,1004.2,"2013-09-07 08:00",1001.4,"2013-09-07 15:03",28.4,32.1,"2013-09-07 14:03",24.6,"2013-09-07 05:26",23.1,74,57,"2013-09-07 10:53",1,340,6.5,350,"2013-09-07 14:31",0,0,0,"",0,"",7.2,58,16.6,11,3.2
8,1003,1012.7,1004.3,"2013-09-08 08:03",1001.2,"2013-09-08 15:29",28.5,32,"2013-09-08 14:25",25.3,"2013-09-08 05:08",23.4,75,59,"2013-09-08 14:56",0.9,320,5.2,320,"2013-09-08 16:20",0,0,0,"",0,"",4.7,38,14.89,9,4.1
9,1002,1011.8,1003.9,"2013-09-09 07:24",999.6,"2013-09-09 15:12",28.9,33.1,"2013-09-09 14:31",25.7,"2013-09-09 05:52",24.1,76,61,"2013-09-09 11:17",1.1,190,6.1,350,"2013-09-09 13:15",0,0,0,"",0,"",8.8,71.2,21.83,8,4.2
10,1000.8,1010.5,1001.9,"2013-09-10 00:01",999.3,"2013-09-10 16:54",28.9,33.4,"2013-09-10 12:53",25.8,"2013-09-10 05:35",23.9,75,55,"2013-09-10 11:30",1.3,200,6.5,30,"2013-09-10 15:39",0,0,0,"",0,"",8,64.9,20.3,8,4.8
11,1001.2,1010.9,1002.7,"2013-09-11 08:57",999.8,"2013-09-11 16:26",28.6,32.5,"2013-09-11 12:23",25.7,"2013-09-11 05:19",23.9,76,59,"2013-09-11 12:18",0.8,320,6.4,350,"2013-09-11 14:16",0,0,0,"",0,"",2.2,17.9,12.37,8.3,4.3
12,1001.7,1011.5,1003.8,"2013-09-12 21:51",999.9,"2013-09-12 15:18",27.1,32,"2013-09-12 11:35",23.5,"2013-09-12 17:23",23,79,55,"2013-09-12 11:38",1,350,10,180,"2013-09-12 16:14",13.2,1,7.5,"2013-09-12 17:00",13,"2013-09-12 16:50",4,32.6,13.35,10,-2.9
13,999.8,1009.6,1002.2,"2013-09-13 00:01",997.5,"2013-09-13 15:43",27.6,32.9,"2013-09-13 12:24",23.7,"2013-09-13 00:22",23.2,78,61,"2013-09-13 11:10",0.9,100,6.6,20,"2013-09-13 14:31",0,0,0,"",0,"",4.2,34.2,17.15,10,4.2
14,996.7,1006.4,999.5,"2013-09-14 00:01",994.1,"2013-09-14 15:53",28.4,32.7,"2013-09-14 11:14",24.6,"2013-09-14 05:31",23.5,75,54,"2013-09-14 11:14",1.1,340,8.5,20,"2013-09-14 13:42",0,0,0,"",0,"",8.4,68.6,20.11,10.3,4.1
15,995.5,1005.2,997.5,"2013-09-15 23:47",993,"2013-09-15 16:06",29,32.4,"2013-09-15 11:59",26.2,"2013-09-15 03:45",23.2,71,57,"2013-09-15 16:40",1.5,360,10.3,320,"2013-09-15 16:30",0,0,0,"",0,"",7,57.3,19.35,11,3.2
16,997,1006.7,998.6,"2013-09-16 09:04",994.9,"2013-09-16 15:30",29.6,34,"2013-09-16 15:05",26.7,"2013-09-16 04:13",22.2,65,48,"2013-09-16 13:01",1.3,360,6.4,290,"2013-09-16 11:46",0,0,0,"",0,"",7,57.4,20.28,12.6,5
17,998.1,1007.8,999.4,"2013-09-17 07:51",996.3,"2013-09-17 14:48",28.5,32.3,"2013-09-17 13:49",25,"2013-09-17 06:17",21,65,51,"2013-09-17 09:34",1.1,330,6,310,"2013-09-17 13:38",0,0,0,"",0,"",5.9,48.5,15.47,11.5,4.2
18,997.8,1007.5,999.9,"2013-09-18 22:01",995.4,"2013-09-18 14:17",28.4,34,"2013-09-18 14:22",23.9,"2013-09-18 04:57",21.6,68,48,"2013-09-18 14:26",0.9,190,6.4,160,"2013-09-18 11:58",3.4,2,1,"2013-09-18 22:14",3,"2013-09-18 22:05",8.1,66.7,21.41,10.8,-5.1
