"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,994.5,996.7,996.8,"2014-08-01 22:57",993.3,"2014-08-01 05:05",29.9,33,"2014-08-01 15:42",27.1,"2014-08-01 04:46",25.2,76,68,"2014-08-01 09:01",2.3,240,7.8,220,"2014-08-01 05:39","0.0",0,"0.0","","0.0","",9.9,75.1,0,15.4,6.1
2,997.7,999.8,1000.2,"2014-08-02 22:52",995.5,"2014-08-02 02:02",29.9,33.4,"2014-08-02 12:45",26.8,"2014-08-02 04:47",25.4,77,65,"2014-08-02 09:23",2.6,240,7,230,"2014-08-02 04:19","0.0",0,"0.0","","0.0","",9.3,70.6,0,12.4,4.6
3,1000.9,1003.1,1002.6,"2014-08-03 21:41",999.6,"2014-08-03 16:10",29.8,33.6,"2014-08-03 12:58",26.7,"2014-08-03 03:59",25.1,76,67,"2014-08-03 14:37",2,120,5.8,110,"2014-08-03 12:59","0.0",0,"0.0","","0.0","",10.9,82.9,0,13,4.5
4,1002.2,1004.4,1003.8,"2014-08-04 21:38",1000.9,"2014-08-04 16:03",29.2,32,"2014-08-04 10:49",26.7,"2014-08-04 04:48",25.3,80,71,"2014-08-04 13:17",4.5,160,12.4,170,"2014-08-04 13:23","0.0",0,"0.0","","0.0","",10.1,76.9,0,12.8,6
5,1003,1005.2,1004.4,"2014-08-05 20:59",1001.7,"2014-08-05 02:29",29.5,32.9,"2014-08-05 13:29",26.6,"2014-08-05 04:38",25.3,79,69,"2014-08-05 14:05",1.9,130,5,160,"2014-08-05 11:12","0.0",0,"0.0","","0.0","",8.6,65.6,0,14.4,4.6
6,1002.4,1004.5,1003.5,"2014-08-06 20:53",1000.9,"2014-08-06 15:48",29.2,32.9,"2014-08-06 12:42",25.9,"2014-08-06 05:33",24.3,75,63,"2014-08-06 13:57",2.2,240,5.7,250,"2014-08-06 23:51","0.0",0,"0.0","","0.0","",8.2,62.6,0,15.1,6.9
7,1001,1003.1,1002.5,"2014-08-07 21:29",998.8,"2014-08-07 16:00",28.8,33.5,"2014-08-07 12:44",25.8,"2014-08-07 23:17",24.3,77,62,"2014-08-07 10:24",2.5,240,8.4,220,"2014-08-07 19:40","1.0",0.9,"0.5","2014-08-07 19:34","1.0","2014-08-07 19:20",7.7,58.9,0,13.8,-6.2
8,1000.4,1002.5,1001.9,"2014-08-08 23:29",999.2,"2014-08-08 14:43",29.1,33.3,"2014-08-08 13:10",25.4,"2014-08-08 03:14",25.2,79,68,"2014-08-08 09:07",2.7,230,6.3,230,"2014-08-08 03:07","0.0",0,"0.0","","0.0","",9.4,72,21.75,15.6,4.8
9,1001.7,1003.9,1002.9,"2014-08-09 19:57",1000.1,"2014-08-09 04:54",29.5,34.1,"2014-08-09 12:46",26.8,"2014-08-09 04:22",25.2,78,63,"2014-08-09 12:18",2.2,240,6,70,"2014-08-09 13:06","1.5",3,"1.0","2014-08-09 18:43","1.0","2014-08-09 18:20",8.2,62.9,19.27,12.1,-4.4
10,1001.7,1003.9,1003,"2014-08-10 10:02",1000.7,"2014-08-10 14:43",29.8,34.5,"2014-08-10 12:07",26.8,"2014-08-10 05:00",24.7,75,60,"2014-08-10 13:00",2.5,230,6.3,240,"2014-08-10 01:20","0.0",0,"0.0","","0.0","",6.5,49.9,17.08,13.6,3.6
11,1001.1,1003.3,1002.9,"2014-08-11 22:10",999.5,"2014-08-11 15:33",28.6,33.6,"2014-08-11 11:58",26.1,"2014-08-11 23:24",25.6,84,69,"2014-08-11 11:58",2.3,230,6.4,250,"2014-08-11 01:42","7.0",2.6,"2.5","2014-08-11 17:30","5.5","2014-08-11 17:05",2.6,20,11.24,10.8,-2.8
12,1000.3,1002.5,1002.4,"2014-08-12 00:01",998.8,"2014-08-12 14:29",27.9,32.5,"2014-08-12 12:28",25.4,"2014-08-12 04:54",26,90,76,"2014-08-12 14:15",3.2,220,12.1,220,"2014-08-12 17:34","4.0",3.5,"1.0","2014-08-12 17:34","1.5","2014-08-12 17:10",4.9,37.7,15.89,11.6,-3.8
13,1001.6,1003.8,1005.1,"2014-08-13 22:07",999.3,"2014-08-13 01:35",28.5,31.9,"2014-08-13 11:21",25.8,"2014-08-13 00:43",25.8,85,75,"2014-08-13 10:17",2.6,20,8.5,20,"2014-08-13 17:07","0.0",0,"0.0","","0.0","",4.6,35.5,15.11,12.8,3.2
14,1005.7,1007.9,1008,"2014-08-14 22:19",1004,"2014-08-14 14:56",29.7,33.1,"2014-08-14 15:33",26.3,"2014-08-14 04:58",25.6,79,68,"2014-08-14 14:56",2.7,240,6.3,70,"2014-08-14 16:26","0.0",0,"0.0","","0.0","",11.6,89.6,25.29,15.5,6.9
15,1007.5,1009.6,1008.6,"2014-08-15 21:57",1006.1,"2014-08-15 16:04",30.2,35.1,"2014-08-15 11:52",27,"2014-08-15 02:35",25.4,76,54,"2014-08-15 11:57",2.4,250,6.8,80,"2014-08-15 13:26","0.0",0,"0.0","","0.0","",8.7,67.3,21.97,15.9,4.7
16,1006.4,1008.6,1007.8,"2014-08-16 00:01",1005.3,"2014-08-16 23:59",28.9,32.9,"2014-08-16 12:05",26.3,"2014-08-16 23:57",25.1,80,68,"2014-08-16 07:55",2.7,240,8.1,220,"2014-08-16 17:51","T",1.5,"T","2014-08-16 14:30","T","2014-08-16 14:30",6.1,47.3,17.35,11.5,-3
17,1006.4,1008.6,1008.8,"2014-08-17 22:24",1004.5,"2014-08-17 15:01",28.5,31.9,"2014-08-17 14:45",25.6,"2014-08-17 03:47",24.9,81,64,"2014-08-17 14:40",3.4,190,8.6,170,"2014-08-17 12:05","0.0",0,"0.0","","0.0","",7.7,59.8,15.92,12.9,2.5
18,1008.2,1010.4,1010.3,"2014-08-18 21:07",1006.9,"2014-08-18 03:24",28.4,31.8,"2014-08-18 13:05",25.9,"2014-08-18 05:35",25.2,83,70,"2014-08-18 08:49",4.4,170,13.3,170,"2014-08-18 10:21","0.0",0,"0.0","","0.0","",8.3,64.6,20.18,13.4,4.7
19,1008.1,1010.3,1009.7,"2014-08-19 00:01",1006.6,"2014-08-19 16:15",28.3,31.1,"2014-08-19 12:29",25.8,"2014-08-19 03:41",24.6,81,69,"2014-08-19 14:45",5.4,180,15.4,170,"2014-08-19 16:09","0.0",0,"0.0","","0.0","",11.3,88,33.36,13.1,5.1
20,1008,1010.2,1010.7,"2014-08-20 23:36",1006.2,"2014-08-20 04:08",28.7,33.5,"2014-08-20 13:28",25.5,"2014-08-20 05:07",24.5,78,62,"2014-08-20 15:07",2.2,100,9,40,"2014-08-20 23:44","5.5",1.3,"3.0","2014-08-20 23:41","4.5","2014-08-20 23:10",9.2,71.8,28.36,13.8,-4.1
21,1009.3,1011.5,1011.2,"2014-08-21 21:08",1007.9,"2014-08-21 14:42",28.2,31.9,"2014-08-21 11:14",24.5,"2014-08-21 00:35",24.8,82,69,"2014-08-21 12:00",2.4,80,6.7,340,"2014-08-21 00:17","4.0",0.8,"3.0","2014-08-21 00:19","4.0","2014-08-21 00:01",9.7,75.8,8.39,14.9,5.2
22,1009.2,1011.4,1010.4,"2014-08-22 00:04",1007.7,"2014-08-22 15:26",28.2,31.9,"2014-08-22 13:27",24.8,"2014-08-22 05:32",24,78,67,"2014-08-22 09:19",2.6,240,5.7,230,"2014-08-22 00:07","0.0",0,"0.0","","0.0","",10.7,83.8,26.76,15.5,3.2
23,1008.5,1010.7,1009.6,"2014-08-23 10:30",1007.1,"2014-08-23 16:56",28.4,32.8,"2014-08-23 14:26",25.1,"2014-08-23 05:05",23.8,77,64,"2014-08-23 12:49",2.5,240,5.7,170,"2014-08-23 14:49","0.0",0,"0.0","","0.0","",10.5,82.4,6.52,14.9,4.1
24,1008.3,1010.5,1009.8,"2014-08-24 21:36",1007,"2014-08-24 15:27",28.9,32.7,"2014-08-24 12:35",25.5,"2014-08-24 04:00",24.1,76,65,"2014-08-24 14:07",2.7,240,6.9,170,"2014-08-24 18:44","0.0",0,"0.0","","0.0","",11.1,87.2,21.72,14.6,4.8
25,1009.1,1011.3,1011.1,"2014-08-25 21:36",1007.5,"2014-08-25 15:14",29.2,33.1,"2014-08-25 13:13",26,"2014-08-25 05:40",24.4,76,64,"2014-08-25 12:10",2.4,150,7.3,150,"2014-08-25 11:34","0.0",0,"0.0","","0.0","",11.3,88.9,5.3,17.5,5
26,1010.2,1012.4,1011.5,"2014-08-26 10:38",1008.6,"2014-08-26 17:20",29.4,33.7,"2014-08-26 14:06",26,"2014-08-26 04:44",24.3,75,62,"2014-08-26 09:07",2.9,150,7.1,170,"2014-08-26 12:39","0.0",0,"0.0","","0.0","",11.5,90.7,10.23,16.1,7.4
27,1010.7,1012.9,1012.3,"2014-08-27 21:39",1009.2,"2014-08-27 15:42",29.1,32.7,"2014-08-27 12:51",25.9,"2014-08-27 05:30",24.5,77,66,"2014-08-27 08:56",3.6,240,8.7,160,"2014-08-27 11:37","0.0",0,"0.0","","0.0","",10.3,81.4,9.63,16.8,7.5
28,1011.4,1013.6,1013,"2014-08-28 21:39",1010.2,"2014-08-28 14:23",29.4,33.4,"2014-08-28 13:36",26.2,"2014-08-28 06:06",24.1,73,66,"2014-08-28 13:32",2.8,150,7,150,"2014-08-28 11:38","0.0",0,"0.0","","0.0","",10.3,81.5,7.77,15.5,4.1
29,1010.8,1013,1012.1,"2014-08-29 09:52",1009.2,"2014-08-29 16:00",29.3,33.3,"2014-08-29 13:08",25.8,"2014-08-29 05:21",23.9,73,60,"2014-08-29 09:38",2.5,240,6.8,140,"2014-08-29 11:34","0.0",0,"0.0","","0.0","",10.7,84.8,4.26,17.8,4.2
30,1009.6,1011.8,1010.9,"2014-08-30 09:29",1008.4,"2014-08-30 17:51",29.3,33.8,"2014-08-30 11:50",25.9,"2014-08-30 05:13",23.6,72,58,"2014-08-30 08:07",2.6,230,6.2,230,"2014-08-30 22:54","0.0",0,"0.0","","0.0","",10.2,81,9.8,15.3,4.3
31,1008.7,1010.9,1010,"2014-08-31 21:32",1007.8,"2014-08-31 04:16",29,33.7,"2014-08-31 12:01",25.2,"2014-08-31 05:49",22.9,70,59,"2014-08-31 09:06",3.1,230,7,220,"2014-08-31 05:23","0.0",0,"0.0","","0.0","",10.7,85.1,11.69,17,4
