"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1023.5,1027.2,1025.3,"2015-02-01 07:59",1021.7,"2015-02-01 14:53",15.6,18.8,"2015-02-01 11:27",13.4,"2015-02-01 04:55",10.8,74,63,"2015-02-01 11:27",4.3,80,14.4,90,"2015-02-01 12:07","0.0",0,"0.0","","0.0","",2.6,23.7,12.18,18.4,3
2,1021.7,1025.4,1023.3,"2015-02-02 08:43",1019.8,"2015-02-02 15:15",17.7,21.3,"2015-02-02 11:53",15.9,"2015-02-02 00:01",13.1,74,65,"2015-02-02 11:12",4.5,80,13.5,90,"2015-02-02 14:44","0.0",0,"0.0","","0.0","",7,63.8,15.67,19.9,-2
3,1021.1,1024.7,1022.9,"2015-02-03 09:15",1018.9,"2015-02-03 15:23",16.9,18.3,"2015-02-03 13:26",15.8,"2015-02-03 22:49",14.3,85,80,"2015-02-03 15:12",2.3,80,8.6,60,"2015-02-03 15:29","3.5",13.7,"0.5","2015-02-03 05:11","2.0","2015-02-03 05:09",0,0,4.02,10.1,-0.5
4,1020.4,1024.1,1021.5,"2015-02-04 23:14",1018.6,"2015-02-04 14:58",15.2,16.7,"2015-02-04 10:08",14.1,"2015-02-04 22:58",11.9,81,72,"2015-02-04 15:56",2,80,8.7,70,"2015-02-04 11:46","3.0",10.7,"0.5","2015-02-04 01:11","1.5","2015-02-04 01:07",0,0,1.74,12,-0.7
5,1023,1026.7,1024.7,"2015-02-05 08:59",1021.2,"2015-02-05 00:01",12.2,14.3,"2015-02-05 00:02",11.4,"2015-02-05 08:21",7,71,60,"2015-02-05 19:41",2.1,80,9.7,50,"2015-02-05 11:28","4.0",10.5,"0.5","2015-02-05 00:38","1.5","2015-02-05 00:33",0,0,0,4.7,-0.5
6,1021,1024.7,1023.6,"2015-02-06 00:04",1019.1,"2015-02-06 16:51",12.3,13.8,"2015-02-06 23:04",10.5,"2015-02-06 05:02",8.7,79,59,"2015-02-06 01:23",2.7,80,11.2,80,"2015-02-06 00:01","1.0",10.9,"0.3","2015-02-06 06:26","0.5","2015-02-06 05:36",0,0,0,10.1,-0.5
7,1016.9,1020.5,1019.9,"2015-02-07 00:02",1013.6,"2015-02-07 14:49",17.1,23,"2015-02-07 14:36",12.4,"2015-02-07 05:20",12.3,75,49,"2015-02-07 14:34",1.3,80,8.4,70,"2015-02-07 22:26","T",0.4,"T","2015-02-07 21:06","T","2015-02-07 21:06",3.4,30.7,12.8,13.9,-1
8,1022,1025.7,1024.8,"2015-02-08 20:02",1017.9,"2015-02-08 00:02",13.5,16.8,"2015-02-08 00:21",11.5,"2015-02-08 20:00",7.3,67,53,"2015-02-08 22:41",2.4,50,11.4,90,"2015-02-08 21:29","3.5",7.6,"0.5","2015-02-08 01:55","2.0","2015-02-08 02:00",0,0,0,8.5,-1.8
9,1023.8,1027.5,1026,"2015-02-09 09:32",1022.2,"2015-02-09 15:28",11.3,12.3,"2015-02-09 13:35",9.8,"2015-02-09 06:03",6,70,53,"2015-02-09 00:19",2,80,10.6,90,"2015-02-09 00:18","0.5",3.8,"0.5","2015-02-09 05:24","0.5","2015-02-09 04:34",0,0,1.27,15.9,-0.4
10,1018.4,1022.1,1022.7,"2015-02-10 00:39",1015,"2015-02-10 23:59",13.8,16.1,"2015-02-10 12:00",11.8,"2015-02-10 00:07",7.4,65,58,"2015-02-10 14:01",2.3,80,9.9,70,"2015-02-10 10:20","0.0",0,"0.0","","0.0","",0,0,7.13,20,1.3
11,1013.8,1017.5,1015.7,"2015-02-11 08:59",1011.7,"2015-02-11 14:25",15.3,20,"2015-02-11 13:12",11.8,"2015-02-11 02:45",9.9,71,53,"2015-02-11 12:44",0.6,200,6.2,340,"2015-02-11 14:32","0.0",0,"0.0","","0.0","",1.6,14.3,8.8,16.6,1.6
12,1015.3,1018.9,1017.4,"2015-02-12 08:50",1013.2,"2015-02-12 01:24",15.9,21.1,"2015-02-12 12:07",12,"2015-02-12 23:59",6.5,56,34,"2015-02-12 12:45",1.8,310,8.5,300,"2015-02-12 13:40","0.0",0,"0.0","","0.0","",5.2,46.5,14.04,11.6,3.1
13,1015.3,1018.9,1017.5,"2015-02-13 21:36",1012.8,"2015-02-13 15:09",17.1,23.4,"2015-02-13 14:23",10.1,"2015-02-13 04:20",7.5,55,37,"2015-02-13 12:47",2.4,80,8.8,120,"2015-02-13 11:29","0.0",0,"0.0","","0.0","",9.6,85.7,18.41,14,2.2
14,1014.9,1018.5,1017,"2015-02-14 00:17",1013.2,"2015-02-14 14:18",20.1,25.1,"2015-02-14 11:57",14.4,"2015-02-14 04:08",10.9,56,41,"2015-02-14 10:17",2.4,110,8.3,90,"2015-02-14 12:12","0.0",0,"0.0","","0.0","",7.8,69.5,17.13,14.6,3.2
15,1013.8,1017.4,1016.5,"2015-02-15 23:06",1011.4,"2015-02-15 14:12",20.2,27.6,"2015-02-15 11:54",15.3,"2015-02-15 23:24",12.7,63,48,"2015-02-15 11:52",1,310,7.9,340,"2015-02-15 13:02","4.0",2.1,"1.0","2015-02-15 22:26","4.0","2015-02-15 22:28",3.9,34.7,13.03,12.5,-1.2
16,1013.2,1016.8,1015.5,"2015-02-16 00:12",1010.6,"2015-02-16 15:13",19.4,25.2,"2015-02-16 13:27",15.6,"2015-02-16 00:01",15.1,77,57,"2015-02-16 16:08",1.9,80,12.3,80,"2015-02-16 17:37","10.5",5.1,"2.5","2015-02-16 00:42","5.0","2015-02-16 00:01",6.6,58.6,15.7,9.5,2.4
17,1014.3,1017.9,1017.3,"2015-02-17 22:59",1012.1,"2015-02-17 04:52",19.3,22.6,"2015-02-17 12:37",17.9,"2015-02-17 20:52",13.2,68,56,"2015-02-17 12:37",4.6,80,13.3,100,"2015-02-17 11:02","0.0",0,"0.0","","0.0","",7,62,15.82,9.1,4.5
18,1017.7,1021.3,1019.9,"2015-02-18 23:08",1015.8,"2015-02-18 04:38",17.9,19.7,"2015-02-18 12:34",16.6,"2015-02-18 23:42",10.7,63,58,"2015-02-18 09:25",4.7,80,14.4,70,"2015-02-18 09:57","0.0",0,"0.0","","0.0","",2.4,21.2,11.1,9.5,3.4
19,1019.7,1023.3,1022,"2015-02-19 09:30",1017.8,"2015-02-19 23:59",16.7,18.6,"2015-02-19 12:27",16,"2015-02-19 05:37",9.7,64,58,"2015-02-19 11:31",4.6,80,13.9,80,"2015-02-19 16:35","0.0",0,"0.0","","0.0","",2,17.7,10.15,12.1,2.6
20,1015.6,1019.2,1018.3,"2015-02-20 00:03",1014.1,"2015-02-20 13:18",19.1,25.5,"2015-02-20 12:08",16.4,"2015-02-20 00:01",12.8,67,48,"2015-02-20 12:31",1.6,80,8.7,80,"2015-02-20 00:34","0.0",0,"0.0","","0.0","",1.9,16.7,9.89,14,1.7
21,1012.8,1016.3,1015.1,"2015-02-21 08:50",1010,"2015-02-21 15:30",20.8,27.3,"2015-02-21 12:36",16.6,"2015-02-21 05:22",14.3,68,44,"2015-02-21 14:26",0.6,350,6.8,330,"2015-02-21 17:33","T",0.9,"T","2015-02-21 15:20","T","2015-02-21 15:20",4.9,43.1,13.61,9.6,-2.4
22,1013.7,1017.3,1015.9,"2015-02-22 08:35",1012.2,"2015-02-22 14:31",19.7,22.3,"2015-02-22 12:58",17.6,"2015-02-22 09:10",16,79,70,"2015-02-22 15:23",2.2,80,10.1,80,"2015-02-22 18:47","2.5",0.7,"2.0","2015-02-22 03:54","2.5","2015-02-22 03:50",0,0,6.94,8.7,1.5
23,1012.7,1016.3,1014.3,"2015-02-23 08:02",1011.3,"2015-02-23 14:34",19.4,22.7,"2015-02-23 10:22",18,"2015-02-23 17:45",16,81,75,"2015-02-23 10:41",1.3,80,9.6,70,"2015-02-23 00:20","0.0",0,"0.0","","0.0","",0,0,3.67,5.8,-2.8
24,1012.3,1015.9,1015,"2015-02-24 09:43",1010,"2015-02-24 14:48",18.4,24.6,"2015-02-24 12:47",15.3,"2015-02-24 07:04",15.1,81,67,"2015-02-24 13:21",1.8,80,8.2,70,"2015-02-24 19:04","55.5",5.8,"8.5","2015-02-24 06:22","21.0","2015-02-24 03:24",3.3,28.8,12.93,9.4,-4
25,1010.9,1014.5,1013,"2015-02-25 07:48",1008.6,"2015-02-25 16:27",20.6,24.2,"2015-02-25 12:38",17,"2015-02-25 04:39",17,80,69,"2015-02-25 16:33",0.8,220,6.4,80,"2015-02-25 00:01","0.0",0,"0.0","","0.0","",2,17.4,10.11,9.8,1.6
26,1012.5,1016.1,1015.2,"2015-02-26 21:51",1009.9,"2015-02-26 03:12",19.6,22.9,"2015-02-26 09:17",18,"2015-02-26 21:32",16.5,83,77,"2015-02-26 08:39",1.6,80,8.7,80,"2015-02-26 16:12","0.0",0,"0.0","","0.0","",0,0,5.19,6.8,1.6
27,1014.3,1017.9,1016.6,"2015-02-27 21:51",1010.6,"2015-02-27 14:57",19.7,23.2,"2015-02-27 12:24",17.4,"2015-02-27 23:49",17,85,77,"2015-02-27 11:41",3.1,80,14.6,60,"2015-02-27 13:08","2.0",5.7,"0.5","2015-02-27 21:56","1.5","2015-02-27 22:26",5.7,49.5,17.16,9.2,-3
28,1014.4,1018,1016.5,"2015-02-28 00:01",1010.9,"2015-02-28 15:26",18.8,22.8,"2015-02-28 15:26",17,"2015-02-28 04:36",15.8,83,74,"2015-02-28 12:14",1,90,5.8,310,"2015-02-28 15:32","0.0",0,"0.0","","0.0","",2,17.3,12.17,13.3,-3.5
