"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1000.7,1010.4,1002.4,"2012-07-01 23:13",999.1,"2012-07-01 15:45",29.6,33.9,"2012-07-01 13:29",26.9,"2012-07-01 04:11",23.7,71,55,"2012-07-01 13:50",1.1,330,7.3,350,"2012-07-01 16:31","0.0",0,"0.0","","0.0","",7.2,53.1,22.79,10,"4.4"
2,999,1008.7,1001.8,"2012-07-02 00:01",997.1,"2012-07-02 16:41",29.1,32.8,"2012-07-02 14:05",26.3,"2012-07-02 05:33",23.2,71,56,"2012-07-02 14:05",1.2,250,6.3,240,"2012-07-02 13:27","0.0",0,"0.0","","0.0","",8.1,59.7,22.21,11.8,"5.1"
3,996.4,1006,998.4,"2012-07-03 00:01",994.4,"2012-07-03 16:52",29.3,33.2,"2012-07-03 10:55",26,"2012-07-03 05:19",22.9,69,55,"2012-07-03 10:50",1,240,5.8,250,"2012-07-03 11:47","0.0",0,"0.0","","0.0","",10.3,76,24.38,12.8,"4.7"
4,996.2,1005.8,997.9,"2012-07-04 22:11",994.7,"2012-07-04 16:53",30.1,34.1,"2012-07-04 13:22",27.1,"2012-07-04 06:03",22.8,66,51,"2012-07-04 13:09",1.1,320,6.8,10,"2012-07-04 13:40","0.0",0,"0.0","","0.0","",11,81.2,26.97,13,"5.3"
5,997.9,1007.6,1000.2,"2012-07-05 22:44",996.6,"2012-07-05 04:22",29.5,33.1,"2012-07-05 11:45",26.5,"2012-07-05 04:19",23.7,71,62,"2012-07-05 11:17",1.4,350,8.7,310,"2012-07-05 12:22","0.0",0,"0.0","","0.0","",7.6,56.1,23.29,11.4,"5.2"
6,998.9,1008.6,1000,"2012-07-06 21:55",998.1,"2012-07-06 14:50",28.3,33.2,"2012-07-06 10:31",26.3,"2012-07-06 18:43",24.1,79,57,"2012-07-06 10:38",1,150,6.4,250,"2012-07-06 13:26","4.4",3.7,"1.5","2012-07-06 15:21","2.1","2012-07-06 16:30",4,29.6,12.32,9.3,"-2.7"
7,998.2,1007.8,999.3,"2012-07-07 21:46",996.9,"2012-07-07 16:49",29.3,33.6,"2012-07-07 13:36",26,"2012-07-07 05:33",23.8,73,54,"2012-07-07 12:07",1.6,250,7.1,230,"2012-07-07 12:57","0.0",0,"0.0","","0.0","",8.5,62.8,23.66,11,"3.9"
8,997.9,1007.5,999.3,"2012-07-08 21:07",996.6,"2012-07-08 03:14",29.7,34.4,"2012-07-08 11:48",26.3,"2012-07-08 05:48",23.4,70,56,"2012-07-08 11:20",1.6,240,7.5,270,"2012-07-08 16:51","0.0",0,"0.0","","0.0","",10.2,75.5,26.39,11.5,"5.2"
9,998.2,1007.9,999.6,"2012-07-09 06:55",996.9,"2012-07-09 17:36",30,34.1,"2012-07-09 15:21",26.7,"2012-07-09 03:34",23.2,68,53,"2012-07-09 11:58",1.8,170,7.9,230,"2012-07-09 12:30","0.0",0,"0.0","","0.0","",10.8,79.9,27.19,11.9,"5.6"
10,997.5,1007.1,999.6,"2012-07-10 08:27",995.5,"2012-07-10 16:53",30.3,34.2,"2012-07-10 14:08",27.3,"2012-07-10 04:29",23.1,66,52,"2012-07-10 14:27",2.2,220,7.4,240,"2012-07-10 10:24","0.0",0,"0.0","","0.0","",11.1,82.2,23.99,13.8,"6.7"
11,997.4,1007,998.5,"2012-07-11 09:34",996.3,"2012-07-11 01:22",30,33.8,"2012-07-11 13:39",27.1,"2012-07-11 05:19",23.4,68,54,"2012-07-11 15:13",2.4,200,8.9,210,"2012-07-11 11:50","0.0",0,"0.0","","0.0","",9.5,70.4,23.75,12.1,"5.2"
12,997.9,1007.5,999.4,"2012-07-12 08:42",996.6,"2012-07-12 16:15",30.1,34.6,"2012-07-12 12:58",27.1,"2012-07-12 04:39",22.7,65,49,"2012-07-12 14:17",2.5,210,10.1,190,"2012-07-12 12:14","0.0",0,"0.0","","0.0","",10,74.2,24.22,15.4,"5.9"
13,997.4,1007.1,999.2,"2012-07-13 07:52",995.2,"2012-07-13 17:09",30,34.3,"2012-07-13 13:56",26.3,"2012-07-13 05:02",22.6,65,49,"2012-07-13 12:15",2.2,200,8.8,230,"2012-07-13 13:12","0.0",0,"0.0","","0.0","",10,74.2,24.17,14,"5.1"
14,996.6,1006.2,998.3,"2012-07-14 23:42",994.8,"2012-07-14 16:31",29.9,33.1,"2012-07-14 15:34",27.3,"2012-07-14 05:31",23.1,68,54,"2012-07-14 14:40",2.5,180,9.7,180,"2012-07-14 14:21","0.4",0.4,"0.3","2012-07-14 11:01","0.4","2012-07-14 10:55",6.6,49,19.51,12.3,"-4.7"
15,997.5,1007.1,998.8,"2012-07-15 23:49",995.7,"2012-07-15 15:12",30.3,34.3,"2012-07-15 13:10",28.2,"2012-07-15 01:46",23.1,66,50,"2012-07-15 13:12",2.3,170,10.7,220,"2012-07-15 13:42","0.0",0,"0.0","","0.0","",6.7,49.8,21.87,13.1,"4.9"
