"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1015.6,1017.9,1017.4,"2012-11-01 21:04",1013.7,"2012-11-01 01:53",21.3,22.5,"2012-11-01 10:52",20.1,"2012-11-01 20:28",16.2,73,63,"2012-11-01 11:01",3.2,30,10.7,50,"2012-11-01 05:33","T",0.6,"T","2012-11-01 18:15","T","2012-11-01 18:16",0,0,3.49,10.8,-1.6
2,1015.1,1017.4,1017.1,"2012-11-02 08:54",1013.6,"2012-11-02 14:16",21.3,24,"2012-11-02 11:00",19.3,"2012-11-02 05:45",17.5,79,70,"2012-11-02 17:02",1.9,280,5.4,360,"2012-11-02 13:15","0.0",0,"0.0","","0.0","",0.3,2.7,4.94,12.6,-2.4
3,1014.4,1016.6,1016.2,"2012-11-03 09:32",1012.7,"2012-11-03 14:00",22.2,26.3,"2012-11-03 13:43",19.5,"2012-11-03 05:19",18.1,78,65,"2012-11-03 13:05",2.2,240,7,120,"2012-11-03 09:45","2.5",1.7,"1.5","2012-11-03 10:55","2.0","2012-11-03 10:12",2,18,8.39,13.4,-0.4
4,1012.8,1015,1014,"2012-11-04 22:03",1011,"2012-11-04 14:49",23.2,27.9,"2012-11-04 13:57",19.7,"2012-11-04 04:22",18.1,74,56,"2012-11-04 14:00",3.6,30,10.7,40,"2012-11-04 16:13","0.0",0,"0.0","","0.0","",6,54.1,12.07,12.6,3.1
5,1014.4,1016.6,1015.9,"2012-11-05 22:23",1012.5,"2012-11-05 02:56",22.7,23.6,"2012-11-05 09:41",21.9,"2012-11-05 21:29",16.5,68,63,"2012-11-05 08:56",3.8,30,10.2,30,"2012-11-05 09:40","0.0",0,"0.0","","0.0","",0,0,0.85,10,2.7
6,1016.2,1018.4,1017.9,"2012-11-06 21:00",1014,"2012-11-06 04:17",21.8,24.3,"2012-11-06 10:32",19.8,"2012-11-06 23:38",15.3,67,56,"2012-11-06 11:16",3.4,30,10.9,60,"2012-11-06 12:40","T",0.5,"T","2012-11-06 23:05","T","2012-11-06 23:05",0.3,2.7,5.24,10.9,-2.9
7,1015.6,1017.9,1017.4,"2012-11-07 08:14",1014,"2012-11-07 14:02",20.7,24.3,"2012-11-07 11:26",18.6,"2012-11-07 01:00",15,71,56,"2012-11-07 11:14",2.1,290,6.7,40,"2012-11-07 11:38","0.0",0,"0.0","","0.0","",0.8,7.2,4.74,10.8,1.3
8,1013.3,1015.5,1015,"2012-11-08 07:14",1011.1,"2012-11-08 13:38",22,25.4,"2012-11-08 12:57",19,"2012-11-08 06:06",17,74,59,"2012-11-08 10:01",2.8,240,6.6,180,"2012-11-08 10:51","0.0",0,"0.0","","0.0","",3.6,32.7,9.07,11,2.7
9,1012.5,1014.7,1014,"2012-11-09 21:12",1011.1,"2012-11-09 13:04",23.7,27.8,"2012-11-09 12:22",19.9,"2012-11-09 06:11",19.1,76,65,"2012-11-09 09:43",2.8,240,7,240,"2012-11-09 07:07","0.0",0,"0.0","","0.0","",7.7,70,14.04,14.9,3.6
10,1011.5,1013.7,1013.2,"2012-11-10 00:01",1009.4,"2012-11-10 15:17",24.4,28.5,"2012-11-10 13:21",20.7,"2012-11-10 06:16",20,77,65,"2012-11-10 09:29",2.4,250,6.6,230,"2012-11-10 05:01","0.0",0,"0.0","","0.0","",6.7,61,13.88,13.9,3.9
11,1014.8,1017,1018.4,"2012-11-11 21:48",1011.3,"2012-11-11 01:39",22.3,24.8,"2012-11-11 01:03",19.8,"2012-11-11 23:36",19.1,82,73,"2012-11-11 11:52",3.5,30,13.9,50,"2012-11-11 12:28","4.5",10.3,"1.0","2012-11-11 20:09","1.5","2012-11-11 19:38",0.3,2.7,0.4,9.8,-0.9
12,1016.9,1019.2,1019.1,"2012-11-12 08:28",1015.5,"2012-11-12 14:24",20.7,21.8,"2012-11-12 13:43",19.5,"2012-11-12 04:10",16.6,78,69,"2012-11-12 16:13",2.5,30,10.8,20,"2012-11-12 05:29","3.5",4.8,"0.5","2012-11-12 00:10","2.0","2012-11-12 00:39",0,0,1.46,9.8,-1.1
13,1014.2,1016.4,1015.8,"2012-11-13 08:58",1012,"2012-11-13 14:57",22.3,25.6,"2012-11-13 13:21",19.9,"2012-11-13 06:25",17.9,77,58,"2012-11-13 11:31",2.3,10,6.3,340,"2012-11-13 19:11","5.0",2.1,"1.5","2012-11-13 18:48","4.5","2012-11-13 18:20",2.1,19.2,8.25,12.1,-1.4
14,1016.4,1018.6,1018.9,"2012-11-14 23:27",1013.9,"2012-11-14 02:37",22,23.5,"2012-11-14 12:01",20.5,"2012-11-14 23:56",16.3,71,56,"2012-11-14 14:35",2.2,350,9.3,340,"2012-11-14 10:14","0.5",1.3,"0.5","2012-11-14 01:09","0.5","2012-11-14 01:06",0,0,1.36,10.3,-1.3
15,1019,1021.2,1020.4,"2012-11-15 21:18",1017.4,"2012-11-15 03:19",21.4,25.3,"2012-11-15 10:51",19.1,"2012-11-15 02:55",17.6,80,62,"2012-11-15 10:05",2.3,350,7.9,350,"2012-11-15 17:28","2.5",2.1,"1.0","2012-11-15 19:01","1.5","2012-11-15 18:22",1.8,16.5,6.53,11.9,-0.7
16,1017,1019.2,1020.1,"2012-11-16 08:36",1014.2,"2012-11-16 22:18",21.9,25.1,"2012-11-16 11:53",19.5,"2012-11-16 04:34",18.4,81,67,"2012-11-16 13:04",3,250,8.1,190,"2012-11-16 14:26","3.0",3.3,"1.5","2012-11-16 02:04","1.5","2012-11-16 01:14",1,9.2,5.7,10.9,-1
