"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1012.7,1014.9,1014.6,"2013-11-01 00:01",1010.8,"2013-11-01 13:35",24.9,28.9,"2013-11-01 13:14",21.5,"2013-11-01 03:54",22.5,87,76,"2013-11-01 13:51",2.9,240,8.6,240,"2013-11-01 06:40",77,5.9,9,"2013-11-01 05:42",32,"2013-11-01 04:55",6.5,58.3,25.93,11,-1.8
2,1012.8,1015,1015,"2013-11-02 09:42",1010.5,"2013-11-02 03:38",23.6,25.7,"2013-11-02 12:59",22.9,"2013-11-02 07:30",21.8,90,83,"2013-11-02 13:40",3.4,230,9.1,260,"2013-11-02 10:54",27,10.2,2.5,"2013-11-02 07:44",10.5,"2013-11-02 06:54",0,0,4.37,9.8,-2.7
3,1013.1,1015.3,1015.5,"2013-11-03 23:25",1011.5,"2013-11-03 02:02",24.7,27.5,"2013-11-03 10:24",22.6,"2013-11-03 05:56",22.1,85,71,"2013-11-03 10:49",3.3,230,10.7,20,"2013-11-03 20:46",1,0.5,0.5,"2013-11-03 12:20",1,"2013-11-03 12:20",0.9,8.1,9.67,12.1,-2.5
4,1017.3,1019.5,1020,"2013-11-04 22:22",1014.3,"2013-11-04 02:11",24.3,25.7,"2013-11-04 11:27",23.2,"2013-11-04 22:24",20.1,78,73,"2013-11-04 14:34",5.6,40,14.4,50,"2013-11-04 11:38",0,0,0,"",0,"",0.5,4.5,12.1,12.9,1.5
5,1018.2,1020.4,1020,"2013-11-05 09:08",1016.5,"2013-11-05 14:50",23.6,26,"2013-11-05 10:58",22.5,"2013-11-05 18:22",20.4,83,72,"2013-11-05 11:42",3,30,8.5,40,"2013-11-05 09:43",1,2.6,0.5,"2013-11-05 17:39",1,"2013-11-05 17:39",1,9,8.75,11.4,-1.8
6,1016.1,1018.3,1017.5,"2013-11-06 00:01",1014.2,"2013-11-06 14:47",24,26.5,"2013-11-06 14:00",22,"2013-11-06 06:00",22.2,90,79,"2013-11-06 12:00",2.5,240,8.8,150,"2013-11-06 21:03",15,5.5,4,"2013-11-06 21:25",7.5,"2013-11-06 21:20",2.2,19.9,10.44,12.5,-1.2
7,1017.1,1019.3,1018.5,"2013-11-07 09:32",1015.5,"2013-11-07 03:31",23,25.2,"2013-11-07 09:24",21.7,"2013-11-07 23:48",21.5,91,82,"2013-11-07 19:52",3.1,30,11.9,60,"2013-11-07 08:13",6,5.7,1.5,"2013-11-07 04:31",3,"2013-11-07 04:30",0.4,3.6,5.15,10.1,-2.3
8,1016.8,1019.1,1019,"2013-11-08 09:17",1015.4,"2013-11-08 15:19",23.8,27.6,"2013-11-08 12:22",19.8,"2013-11-08 04:55",19.9,79,65,"2013-11-08 07:36",2.1,230,6.9,250,"2013-11-08 07:24",0,0,0,"",0,"",5.2,47.2,12.76,13.5,1.5
9,1016.5,1018.7,1018.6,"2013-11-09 09:41",1015.3,"2013-11-09 13:18",23.7,26.9,"2013-11-09 12:18",21.5,"2013-11-09 06:28",21,85,71,"2013-11-09 12:17",3.2,220,10.2,170,"2013-11-09 14:24",0,0,0,"",0,"",0.7,6.4,8.21,11.8,0.9
10,1014.9,1017.1,1016.6,"2013-11-10 08:54",1013.4,"2013-11-10 14:07",25.3,28.9,"2013-11-10 12:45",22.2,"2013-11-10 05:12",22.8,86,72,"2013-11-10 09:08",2.9,220,7.4,220,"2013-11-10 01:19",0,0,0,"",0,"",4.6,41.9,14.88,13,-2.3
11,1015.4,1017.6,1017.4,"2013-11-11 20:49",1013.5,"2013-11-11 03:54",23.2,25.4,"2013-11-11 00:05",21.2,"2013-11-11 23:10",20.7,86,77,"2013-11-11 21:53",4.9,30,14.3,30,"2013-11-11 15:11",1.5,3.4,0.5,"2013-11-11 07:42",1,"2013-11-11 09:10",0,0,4.69,9,-1.5
12,1014.3,1016.6,1016.8,"2013-11-12 08:42",1012.6,"2013-11-12 23:36",21,23,"2013-11-12 12:30",20.4,"2013-11-12 03:51",19.5,91,82,"2013-11-12 12:26",2.4,340,9.4,40,"2013-11-12 12:42",4,9.2,0.5,"2013-11-12 01:30",1.5,"2013-11-12 03:30",0,0,4.94,9.3,-1.6
13,1013.5,1015.7,1015.8,"2013-11-13 21:17",1010.7,"2013-11-13 04:03",21.7,24.1,"2013-11-13 08:38",20.5,"2013-11-13 02:24",18.7,83,72,"2013-11-13 09:22",4.2,40,17.3,20,"2013-11-13 09:53",0.5,1.2,0.5,"2013-11-13 02:31",0.5,"2013-11-13 02:30",0.6,5.5,7.9,11.4,-1.9
14,1014.7,1017,1016.5,"2013-11-14 08:45",1013.5,"2013-11-14 14:13",22.5,25.9,"2013-11-14 11:35",19.8,"2013-11-14 01:18",19.5,83,70,"2013-11-14 11:08",2.1,60,7.3,70,"2013-11-14 14:07",1,2.6,0.5,"2013-11-14 04:40",0.5,"2013-11-14 04:40",2.8,25.6,12.74,13.1,-1.3
15,1015.9,1018.1,1017.6,"2013-11-15 20:52",1013.9,"2013-11-15 02:14",22.4,26.1,"2013-11-15 11:03",19.7,"2013-11-15 05:35",18.7,80,71,"2013-11-15 11:29",3.4,40,14.9,40,"2013-11-15 13:20",0,0,0,"",0,"",1.9,17.4,8.66,13.4,3.4
16,1015.1,1017.3,1016.6,"2013-11-16 08:20",1013.3,"2013-11-16 13:44",22.8,26.3,"2013-11-16 11:01",20.8,"2013-11-16 06:29",18.5,77,68,"2013-11-16 11:00",3.4,30,11.9,40,"2013-11-16 14:39",0,0,0,"",0,"",3.4,31.2,12.78,12.9,1.8
17,1016.2,1018.5,1018.9,"2013-11-17 23:00",1013.8,"2013-11-17 01:56",21.4,23.8,"2013-11-17 10:15",20,"2013-11-17 22:05",12.3,57,44,"2013-11-17 23:34",5,40,13.5,50,"2013-11-17 07:50",0,0,0,"",0,"",1.2,11,6.34,10.8,4.4
18,1019.6,1021.9,1021.1,"2013-11-18 09:41",1017.7,"2013-11-18 03:39",19.6,22,"2013-11-18 10:12",17.9,"2013-11-18 22:51",9.9,54,39,"2013-11-18 02:22",3.4,40,10.5,50,"2013-11-18 06:09",0,0,0,"",0,"",3.9,35.9,11.88,10.8,2.3
19,1021.1,1023.4,1022.9,"2013-11-19 09:08",1020,"2013-11-19 14:03",18.7,20.9,"2013-11-19 10:18",17.2,"2013-11-19 22:55",10.1,58,46,"2013-11-19 10:26",2.4,40,8.6,30,"2013-11-19 10:07",0,0,0,"",0,"",0.2,1.8,8.13,11.9,2.4
20,1019.1,1021.4,1020.8,"2013-11-20 00:54",1017.2,"2013-11-20 14:18",19.2,23.3,"2013-11-20 12:18",16,"2013-11-20 04:52",13,68,52,"2013-11-20 12:14",2.3,240,6,250,"2013-11-20 01:41",0,0,0,"",0,"",1.6,14.8,11.04,12.6,2.4
21,1017.9,1020.2,1019.8,"2013-11-21 09:11",1016.6,"2013-11-21 14:51",19.9,21.9,"2013-11-21 10:43",17.6,"2013-11-21 06:48",15.8,77,71,"2013-11-21 09:48",2.2,250,6.5,250,"2013-11-21 06:48",0,0,0,"",0,"",0,0,3.71,11.3,-1.4
22,1018.4,1020.7,1020,"2013-11-22 22:51",1016.5,"2013-11-22 03:46",19.3,22.1,"2013-11-22 12:11",18.3,"2013-11-22 17:24",17.2,88,78,"2013-11-22 01:32",3,320,9.9,40,"2013-11-22 10:36",48,11.3,10.5,"2013-11-22 13:27",29,"2013-11-22 13:02",0,0,2.7,9.8,-2.9
23,1017.4,1019.7,1019.5,"2013-11-23 00:01",1015.3,"2013-11-23 14:59",21.1,26.9,"2013-11-23 12:47",18.1,"2013-11-23 02:33",17.4,80,57,"2013-11-23 13:06",2.7,240,6.7,240,"2013-11-23 09:39",0.5,2.7,0.5,"2013-11-23 00:01",0.5,"2013-11-23 00:01",3.2,29.7,8.47,12.6,2.1
24,1012,1014.2,1016.2,"2013-11-24 00:01",1008.2,"2013-11-24 23:49",22.7,27.1,"2013-11-24 11:15",18.6,"2013-11-24 05:54",18.3,77,57,"2013-11-24 10:30",4.3,230,11.8,180,"2013-11-24 14:15",0,0,0,"",0,"",7.1,65.9,13.4,14.4,-1.5
25,1012.5,1014.8,1017.3,"2013-11-25 21:45",1006.7,"2013-11-25 03:53",19.5,22.1,"2013-11-25 00:22",17,"2013-11-25 18:09",15.7,79,60,"2013-11-25 23:46",3.7,50,20,60,"2013-11-25 11:32",2,3.5,0.5,"2013-11-25 03:08",1,"2013-11-25 03:01",0,0,0.02,10,1.8
