"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1005.3,1005.7,1006.7,"2013-08-01 22:17",1003,"2013-08-01 15:40",28.3,31.7,"2013-08-01 15:09",26.2,"2013-08-01 21:59",23.8,77,66,"2013-08-01 17:39",1.2,60,6,20,"2013-08-01 14:42","2.5",3.5,"0.5","2013-08-01 17:48","1.5","2013-08-01 17:08",1,7.6,5.73,8,"-1.0"
2,1009.3,1009.7,1013.9,"2013-08-02 22:26",1005.2,"2013-08-02 01:58",29.1,32.5,"2013-08-02 08:41",26.3,"2013-08-02 05:38",25,79,64,"2013-08-02 08:31",1.8,150,10.9,130,"2013-08-02 09:55","8.5",3.8,"3.5","2013-08-02 11:29","6.0","2013-08-02 11:16",3.6,27.5,9.57,10.9,"-2.8"
3,1013,1013.3,1014.4,"2013-08-03 21:40",1011.7,"2013-08-03 15:43",29.9,32.9,"2013-08-03 12:12",27.2,"2013-08-03 05:02",25.7,79,70,"2013-08-03 08:51",1.6,180,7,220,"2013-08-03 15:49","T",0.3,"T","2013-08-03 18:10","T","2013-08-03 18:05",11.1,84.8,22.6,11.8,"-5.5"
4,1011.7,1012.1,1013.7,"2013-08-04 00:01",1010,"2013-08-04 16:03",29.6,32.6,"2013-08-04 14:07",27.7,"2013-08-04 05:54",26.3,82,73,"2013-08-04 13:52",1.6,270,6.3,270,"2013-08-04 13:20","4.0",1,"3.0","2013-08-04 16:17","3.0","2013-08-04 16:01",7.9,60.5,16.84,8.3,"-4.8"
5,1009.7,1010,1011.4,"2013-08-05 08:52",1008.2,"2013-08-05 15:54",29.8,32.7,"2013-08-05 13:20",26.7,"2013-08-05 05:09",25.7,79,69,"2013-08-05 13:41",1.8,180,8.1,190,"2013-08-05 15:52","0.0",0,"0.0","","0.0","",8.9,68.2,19.7,12.1,"5.0"
6,1009.9,1010.2,1012.1,"2013-08-06 22:34",1007.9,"2013-08-06 01:40",30.9,34,"2013-08-06 14:03",27.3,"2013-08-06 05:07",25.1,72,60,"2013-08-06 09:59",3.5,160,10.8,190,"2013-08-06 13:59","0.0",0,"0.0","","0.0","",12.2,93.6,22.39,13.6,"7.2"
7,1011.4,1011.8,1012.6,"2013-08-07 08:56",1010,"2013-08-07 15:33",30.1,32.7,"2013-08-07 12:48",28.1,"2013-08-07 23:59",25.2,75,71,"2013-08-07 00:22",2.4,170,8.8,200,"2013-08-07 10:22","0.0",0,"0.0","","0.0","",8.7,66.9,18.88,14,"6.5"
8,1010.5,1010.9,1012.1,"2013-08-08 00:01",1009.1,"2013-08-08 16:11",30,33.3,"2013-08-08 11:07",27,"2013-08-08 05:03",25,75,65,"2013-08-08 11:05",2.4,320,10.2,320,"2013-08-08 14:40","0.0",0,"0.0","","0.0","",11.3,86.9,21.51,13.3,"6.2"
9,1009.1,1009.4,1010.2,"2013-08-09 22:16",1007.5,"2013-08-09 18:01",30.4,32.8,"2013-08-09 14:00",28.1,"2013-08-09 05:14",25.5,75,69,"2013-08-09 17:06",1.4,190,6,230,"2013-08-09 15:17","0.0",0,"0.0","","0.0","",8.9,68.6,20.8,14,"5.2"
10,1009.3,1009.7,1011.4,"2013-08-10 22:34",1007.5,"2013-08-10 16:39",30.5,33.8,"2013-08-10 12:51",28,"2013-08-10 05:34",24.7,72,57,"2013-08-10 12:51",1.7,60,8.1,320,"2013-08-10 21:31","0.0",0,"0.0","","0.0","",10.8,83.3,22.53,12.4,"7.2"
11,1008.8,1009.1,1010.5,"2013-08-11 00:37",1006.8,"2013-08-11 16:30",30.6,34.3,"2013-08-11 10:29",27.7,"2013-08-11 04:02",25.3,74,58,"2013-08-11 10:21",2.3,310,8.7,300,"2013-08-11 14:48","0.0",0,"0.0","","0.0","",8.6,66.5,18.53,12,"5.5"
12,1006.5,1006.9,1008.9,"2013-08-12 09:20",1004.7,"2013-08-12 17:11",29.7,32.1,"2013-08-12 15:41",28.3,"2013-08-12 10:40",25.9,80,72,"2013-08-12 00:46",1.6,290,6.1,20,"2013-08-12 07:00","2.0",1.5,"0.5","2013-08-12 09:57","2.0","2013-08-12 09:55",3,23.2,9.8,5.6,"-2.3"
13,1005.4,1005.8,1008,"2013-08-13 23:00",1004.1,"2013-08-13 02:31",29.5,34.3,"2013-08-13 13:17",27.2,"2013-08-13 23:40",25.4,79,55,"2013-08-13 13:16",1.3,150,10.9,150,"2013-08-13 13:59","8.5",6.4,"1.0","2013-08-13 14:22","3.0","2013-08-13 21:50",2.5,19.4,10.18,6.1,"-2.6"
14,1007.5,1007.9,1010,"2013-08-14 22:32",1004.9,"2013-08-14 03:55",28.1,32.8,"2013-08-14 10:07",26.6,"2013-08-14 04:07",24.8,82,67,"2013-08-14 09:05",3.1,160,17.8,180,"2013-08-14 11:42","8.0",9.7,"1.0","2013-08-14 12:08","2.5","2013-08-14 12:01",2.2,17.1,8.12,11.8,"-3.4"
