"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1019.4,1019.8,1021.1,"2013-02-01 00:01",1017.6,"2013-02-01 15:17",23.6,28.2,"2013-02-01 14:17",19.2,"2013-02-01 06:41",13.7,54,42,"2013-02-01 14:17",1.6,310,7,340,"2013-02-01 14:13","0.0",0,"0.0","","0.0","",7.1,64.1,12.85,8.1,-3.8
2,1019,1019.4,1020.4,"2013-02-02 09:27",1017.4,"2013-02-02 15:02",24.3,27.1,"2013-02-02 11:59",22.2,"2013-02-02 06:57",18.5,71,60,"2013-02-02 11:59",1.4,290,5.5,290,"2013-02-02 22:03","T",0.1,"T","2013-02-02 01:35","T","2013-02-02 01:35",7.1,64,12.06,4.3,3.4
3,1018.4,1018.8,1021.4,"2013-02-03 09:10",1015.4,"2013-02-03 17:16",23.9,28.1,"2013-02-03 14:28",21.8,"2013-02-03 07:55",19.6,77,67,"2013-02-03 12:31",1.7,10,8.7,140,"2013-02-03 18:27","0.0",0,"0.0","","0.0","",3.3,29.7,11.21,5.1,3.7
4,1017.9,1018.3,1019.5,"2013-02-04 09:04",1016.1,"2013-02-04 15:05",24.9,28.4,"2013-02-04 10:50",22,"2013-02-04 06:42",20.8,78,65,"2013-02-04 10:50",1.2,20,5.3,320,"2013-02-04 17:00","0.0",0,"0.0","","0.0","",6.2,55.7,13.62,5,3.1
5,1017.2,1017.6,1019,"2013-02-05 07:46",1015.4,"2013-02-05 14:30",24.8,27.8,"2013-02-05 12:12",21.9,"2013-02-05 06:14",20.1,75,64,"2013-02-05 14:14",1.3,290,7.6,320,"2013-02-05 16:39","0.0",0,"0.0","","0.0","",3.1,27.8,11.7,4.9,1.8
6,1015.5,1015.9,1017.6,"2013-02-06 09:16",1013.6,"2013-02-06 15:49",24.2,27.5,"2013-02-06 13:58",21.1,"2013-02-06 22:56",20,78,66,"2013-02-06 13:39",2.1,360,8.4,330,"2013-02-06 14:58","0.0",0,"0.0","","0.0","",9.4,84.2,15.44,6.3,3.6
7,1013.9,1014.3,1015.7,"2013-02-07 08:56",1011.7,"2013-02-07 14:37",22.8,28.6,"2013-02-07 13:16",19.8,"2013-02-07 06:23",18,75,55,"2013-02-07 13:16",2.5,10,9.1,340,"2013-02-07 18:59","0.0",0,"0.0","","0.0","",9.4,84,15.76,4.8,4.8
8,1016.9,1017.3,1019.7,"2013-02-08 22:00",1014.3,"2013-02-08 02:02",20.2,23.9,"2013-02-08 14:01",17.8,"2013-02-08 06:32",15.5,75,64,"2013-02-08 14:22",2.8,360,8.4,330,"2013-02-08 20:04","0.0",0,"0.0","","0.0","",2.1,18.7,9.6,6,4.5
9,1019.4,1019.8,1021.1,"2013-02-09 09:20",1017.6,"2013-02-09 15:35",19.5,23.6,"2013-02-09 12:52",15.7,"2013-02-09 06:45",14.3,73,63,"2013-02-09 10:38",2.6,350,8.3,320,"2013-02-09 13:49","0.0",0,"0.0","","0.0","",8.9,79.3,15.51,7.5,2.7
10,1018.4,1018.8,1020.2,"2013-02-10 09:03",1016.3,"2013-02-10 15:19",19.4,23.8,"2013-02-10 13:02",16.4,"2013-02-10 01:28",14.4,73,60,"2013-02-10 11:48",3.2,350,9,340,"2013-02-10 18:27","0.0",0,"0.0","","0.0","",9.6,85.4,16.08,7.6,3.3
