"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1009.2,1009.9,1010.8,"2012-07-01 22:06",1007.4,"2012-07-01 13:48",30.8,35.1,"2012-07-01 13:41",28.1,"2012-07-01 05:36",23.9,67,57,"2012-07-01 11:11",1.3,170,8.2,330,"2012-07-01 12:10","0.0",0,"0.0","","0.0","",6.7,49.2,17.98,14.8,5.3
2,1007,1007.7,1009.6,"2012-07-02 00:01",1005.1,"2012-07-02 16:46",30.4,35.4,"2012-07-02 11:00",26.9,"2012-07-02 05:13",22.6,64,51,"2012-07-02 10:27",1.5,230,6.4,340,"2012-07-02 13:59","0.0",0,"0.0","","0.0","",4.2,30.8,13.61,18,5.1
3,1004.4,1005.1,1006.4,"2012-07-03 00:01",1002.4,"2012-07-03 16:04",30.6,36.1,"2012-07-03 11:38",26.2,"2012-07-03 05:16",23.2,65,53,"2012-07-03 10:45",1.3,180,7.5,360,"2012-07-03 14:18","0.0",0,"0.0","","0.0","",9.4,69,20.97,13.6,6.2
4,1004.5,1005.2,1006,"2012-07-04 22:45",1002.6,"2012-07-04 14:16",31.1,35.9,"2012-07-04 12:59",26.8,"2012-07-04 05:19",23.1,63,52,"2012-07-04 11:52",1.7,130,9.7,100,"2012-07-04 13:50","0.0",0,"0.0","","0.0","",8.1,59.5,20.65,13.4,6.8
5,1006.3,1007,1008,"2012-07-05 22:31",1005.3,"2012-07-05 03:52",31.2,36.2,"2012-07-05 11:57",27.6,"2012-07-05 04:41",23.6,64,53,"2012-07-05 10:09",1,310,7.3,340,"2012-07-05 13:47","0.0",0,"0.0","","0.0","",6.6,48.5,17.6,14.1,4.5
6,1006.9,1007.6,1007.9,"2012-07-06 00:01",1006,"2012-07-06 17:01",30.1,35,"2012-07-06 11:30",28.3,"2012-07-06 23:07",23.8,69,57,"2012-07-06 11:30",0.9,170,6.1,350,"2012-07-06 12:08","1.0",1.9,"0.4","2012-07-06 12:35","0.5","2012-07-06 13:50",1.5,11,8.75,10,-2.5
7,1005.9,1006.6,1007.1,"2012-07-07 00:01",1004.8,"2012-07-07 15:25",30,33.7,"2012-07-07 12:10",27.2,"2012-07-07 05:09",23.3,67,59,"2012-07-07 16:50",1.2,180,7.8,340,"2012-07-07 13:05","0.0",0,"0.0","","0.0","",2.5,18.4,9.24,13.8,2.7
8,1005.4,1006.1,1006.6,"2012-07-08 21:23",1004.2,"2012-07-08 15:40",31,36.6,"2012-07-08 12:37",27,"2012-07-08 05:15",23.7,66,54,"2012-07-08 11:26",1.1,210,8.5,10,"2012-07-08 13:14","0.0",0,"0.0","","0.0","",7.5,55.2,18.88,14,5
9,1005.3,1006,1007,"2012-07-09 09:12",1004,"2012-07-09 16:30",32.1,37.6,"2012-07-09 12:27",28,"2012-07-09 03:12",23.8,62,51,"2012-07-09 11:26",1.7,250,8.7,290,"2012-07-09 11:14","0.0",0,"0.0","","0.0","",9.4,69.3,20.85,17.1,5.4
10,1004.1,1004.8,1006.3,"2012-07-10 07:33",1002.3,"2012-07-10 17:02",32.3,38.3,"2012-07-10 11:38",28.4,"2012-07-10 04:22",22.9,58,42,"2012-07-10 11:36",1.8,250,10.2,230,"2012-07-10 12:26","0.0",0,"0.0","","0.0","",9.2,67.8,20.09,17.8,5.9
11,1004,1004.7,1004.9,"2012-07-11 09:36",1002.8,"2012-07-11 17:29",31.9,37.2,"2012-07-11 14:43",27.2,"2012-07-11 04:47",23.2,61,49,"2012-07-11 11:31",1.5,300,10.2,310,"2012-07-11 12:57","0.0",0,"0.0","","0.0","",9.7,71.6,20.41,17.3,6.8
12,1004.6,1005.3,1005.8,"2012-07-12 05:40",1003,"2012-07-12 17:03",31.9,38.1,"2012-07-12 13:10",27.8,"2012-07-12 05:30",22.8,59,44,"2012-07-12 12:26",2.1,280,10.3,290,"2012-07-12 15:25","0.0",0,"0.0","","0.0","",10.4,76.8,20.89,14,7.1
13,1004.1,1004.8,1005.8,"2012-07-13 07:24",1001.9,"2012-07-13 16:40",31.7,37.2,"2012-07-13 12:41",27.1,"2012-07-13 05:41",22.6,59,42,"2012-07-13 11:52",2.1,290,10.3,290,"2012-07-13 11:14","0.0",0,"0.0","","0.0","",8.9,65.8,18.52,16.6,6.7
14,1003.2,1003.9,1004.5,"2012-07-14 22:13",1001.7,"2012-07-14 14:27",31.3,37.6,"2012-07-14 14:07",27.9,"2012-07-14 04:05",23.5,64,46,"2012-07-14 12:54",1.9,280,9.6,270,"2012-07-14 10:57","0.0",0,"0.0","","0.0","",6.8,50.3,15.84,17,6.2
15,1004.7,1005.4,1006.7,"2012-07-15 22:13",1003.4,"2012-07-15 02:05",30.5,38.1,"2012-07-15 12:26",27.8,"2012-07-15 15:20",23.6,67,46,"2012-07-15 12:18",1.7,280,11.4,110,"2012-07-15 14:35","3.5",0.8,"3.0","2012-07-15 15:11","3.5","2012-07-15 14:55",5.3,39.2,11.94,13.9,-5.4
16,1006.6,1007.3,1008.6,"2012-07-16 21:31",1005,"2012-07-16 13:02",28.2,36.2,"2012-07-16 11:49",24.7,"2012-07-16 14:52",22.9,74,52,"2012-07-16 11:49",1.3,170,15.3,280,"2012-07-16 13:18","69.5",5.5,"15.5","2012-07-16 13:30","39.5","2012-07-16 13:18",2.5,18.5,9.84,10.3,-3.4
17,1005.7,1006.4,1007.2,"2012-07-17 07:34",1003.7,"2012-07-17 15:05",30.2,34.9,"2012-07-17 13:30",25.2,"2012-07-17 03:10",22.9,66,54,"2012-07-17 17:13",1.5,280,9.8,310,"2012-07-17 13:54","0.0",0,"0.0","","0.0","",8.5,63,18.55,16.5,5.1
18,1005.5,1006.2,1006.7,"2012-07-18 21:50",1004,"2012-07-18 17:23",30.6,33.6,"2012-07-18 13:56",26.8,"2012-07-18 05:22",23.1,65,56,"2012-07-18 10:15",1.6,290,9.5,280,"2012-07-18 10:16","0.0",0,"0.0","","0.0","",3.9,29,13.87,16.8,3.8
19,1005.9,1006.6,1007.4,"2012-07-19 06:59",1003.7,"2012-07-19 16:41",30.7,36,"2012-07-19 11:18",27.8,"2012-07-19 06:01",23.2,65,53,"2012-07-19 11:12",1.9,80,8.9,80,"2012-07-19 15:26","0.0",0,"0.0","","0.0","",6,44.6,15.42,13.3,4.2
20,1003.8,1004.5,1005.9,"2012-07-20 00:01",1001.2,"2012-07-20 17:49",31.5,35.5,"2012-07-20 12:04",28.1,"2012-07-20 04:32",23.2,62,54,"2012-07-20 12:03",4.8,110,15.3,140,"2012-07-20 19:34","0.0",0,"0.0","","0.0","",10.5,78.1,22.47,18.5,8.5
21,1001.6,1002.3,1003.4,"2012-07-21 00:01",999.2,"2012-07-21 16:08",31.8,35.1,"2012-07-21 14:04",29.8,"2012-07-21 05:48",23,60,55,"2012-07-21 12:50",4.4,120,16.6,110,"2012-07-21 15:55","0.0",0,"0.0","","0.0","",10.2,76,22.53,19,6.2
22,1001.1,1001.8,1002.7,"2012-07-22 22:28",999.5,"2012-07-22 16:03",30.8,33.5,"2012-07-22 13:23",28.7,"2012-07-22 23:51",22.1,60,54,"2012-07-22 13:07",4.1,120,17,80,"2012-07-22 17:35","T",0.4,"T","2012-07-22 23:34","T","2012-07-22 23:34",1.9,14.2,13.89,19.1,-5.1
23,1001.7,1002.4,1003.4,"2012-07-23 20:34",999.9,"2012-07-23 03:57",30.1,34.1,"2012-07-23 14:03",26.3,"2012-07-23 03:23",22.2,63,53,"2012-07-23 12:24",3.7,130,15.9,110,"2012-07-23 22:00","2.5",6,"0.5","2012-07-23 02:19","2.0","2012-07-23 02:16",6,44.8,17.61,18.4,6.4
24,1005.1,1005.8,1008.6,"2012-07-24 21:50",1002.5,"2012-07-24 00:30",30.9,34.7,"2012-07-24 11:58",27.8,"2012-07-24 19:42",22.2,60,54,"2012-07-24 12:34",4.5,120,13.6,130,"2012-07-24 06:46","0.1",0.3,"0.1","2012-07-24 19:37","0.1","2012-07-24 19:37",10.4,77.7,23.42,19.5,-7.1
25,1007.2,1007.9,1008.5,"2012-07-25 05:59",1005.8,"2012-07-25 14:04",30.7,36.6,"2012-07-25 12:26",28.1,"2012-07-25 04:46",22.2,61,47,"2012-07-25 11:55",3.3,130,13.7,30,"2012-07-25 15:16","T",0.8,"T","2012-07-25 16:30","T","2012-07-25 16:30",7.1,53.1,18.96,17.8,-5.1
26,1005.6,1006.3,1007.3,"2012-07-26 00:01",1004.4,"2012-07-26 17:37",27.7,32,"2012-07-26 10:26",26,"2012-07-26 16:07",22.4,73,63,"2012-07-26 11:21",1.3,140,6.2,70,"2012-07-26 02:14","28.1",6,"4.0","2012-07-26 14:40","13.5","2012-07-26 14:14",0.7,5.2,6.87,14.5,-4.2
27,1004.2,1004.9,1005.6,"2012-07-27 21:41",1002.4,"2012-07-27 14:23",30.1,35.5,"2012-07-27 14:19",25.9,"2012-07-27 04:17",22.7,66,53,"2012-07-27 13:44",2.6,80,10.6,70,"2012-07-27 18:23","0.0",0,"0.0","","0.0","",8.7,65.2,18.9,19.1,5.7
28,1004.3,1005,1005.6,"2012-07-28 21:52",1002.9,"2012-07-28 14:56",31.2,35.4,"2012-07-28 13:58",28.3,"2012-07-28 03:42",22.3,60,51,"2012-07-28 12:42",3.9,110,13.7,80,"2012-07-28 15:47","0.0",0,"0.0","","0.0","",11,82.6,23.3,24.6,8.5
29,1002.7,1003.4,1004.9,"2012-07-29 00:02",1000.9,"2012-07-29 16:38",30.7,34.9,"2012-07-29 13:39",28.3,"2012-07-29 05:25",22.3,61,53,"2012-07-29 12:10",4.4,90,13.5,110,"2012-07-29 15:10","0.0",0,"0.0","","0.0","",11,82.7,22.41,19,-5.9
30,999.3,1000,1001.2,"2012-07-30 00:01",997.4,"2012-07-30 23:32",28.5,31.1,"2012-07-30 12:58",26.9,"2012-07-30 10:12",23.2,73,66,"2012-07-30 14:54",3.8,80,16.1,90,"2012-07-30 16:28","14.1",8.7,"4.5","2012-07-30 22:23","5.5","2012-07-30 22:06",1.1,8.3,10,11.3,-3.9
31,994.6,995.3,997.7,"2012-07-31 00:01",992.9,"2012-07-31 16:12",27.9,30.7,"2012-07-31 13:48",26.3,"2012-07-31 01:28",23.3,76,68,"2012-07-31 13:56",4.5,70,18.5,80,"2012-07-31 23:27","44.0",14.7,"14.0","2012-07-31 01:12","27.0","2012-07-31 00:30",1.1,8.3,12.02,9.3,-0.3
