"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1009.2,1009.6,1011.3,"2013-09-01 20:56",1007.3,"2013-09-01 02:51",25.8,28.5,"2013-09-01 16:36",24.2,"2013-09-01 03:18",23.1,85,73,"2013-09-01 16:42",2.5,340,9.4,10,"2013-09-01 08:41","2.0",0.8,"1.0","2013-09-01 00:11","2.0","2013-09-01 00:00",0.6,4.8,9.9,8.5,2.9
2,1009.8,1010.2,1011.3,"2013-09-02 09:15",1008.4,"2013-09-02 14:52",26.9,29.7,"2013-09-02 14:10",22.8,"2013-09-02 06:03",22.4,77,65,"2013-09-02 14:35",2,350,7.8,300,"2013-09-02 16:28","0.0",0,"0.0","","0.0","",7.5,60,19.94,6.6,3.6
3,1008.6,1009,1009.9,"2013-09-03 21:47",1007,"2013-09-03 14:48",28.1,31.3,"2013-09-03 12:39",25.4,"2013-09-03 05:47",22.8,73,57,"2013-09-03 13:05",2.3,310,8.1,320,"2013-09-03 13:18","0.0",0,"0.0","","0.0","",10,80.2,20.6,4.4,5.3
4,1009.4,1009.8,1011.1,"2013-09-04 22:10",1008.3,"2013-09-04 15:18",28.1,30.7,"2013-09-04 13:06",26,"2013-09-04 05:48",23,74,67,"2013-09-04 13:59",1.9,280,7.5,250,"2013-09-04 14:41","0.0",0,"0.0","","0.0","",8.9,71.5,19.79,8.5,4.5
5,1010.7,1011.1,1013.1,"2013-09-05 23:04",1009.3,"2013-09-05 02:02",28.2,30.6,"2013-09-05 13:18",25.2,"2013-09-05 04:42",23.1,74,65,"2013-09-05 23:34",1.8,280,6.2,260,"2013-09-05 14:25","0.0",0,"0.0","","0.0","",9.9,79.7,21.74,6.5,5.4
6,1012.4,1012.8,1013.7,"2013-09-06 09:15",1011.1,"2013-09-06 16:20",28.8,31.1,"2013-09-06 10:50",26.5,"2013-09-06 04:40",23.6,74,64,"2013-09-06 01:03",1.7,290,6.5,270,"2013-09-06 15:19","0.0",0,"0.0","","0.0","",9.9,79.8,21.77,4.4,5.7
7,1012.5,1012.9,1013.7,"2013-09-07 21:57",1011.1,"2013-09-07 15:25",28.8,31.1,"2013-09-07 12:37",26.7,"2013-09-07 04:59",24.2,77,68,"2013-09-07 12:36",1.6,260,6,270,"2013-09-07 13:22","0.0",0,"0.0","","0.0","",8.3,67,18.65,6.4,4.6
8,1012.3,1012.7,1013.5,"2013-09-08 08:31",1010.7,"2013-09-08 14:51",29,31.5,"2013-09-08 13:21",26.3,"2013-09-08 05:40",24.3,76,70,"2013-09-08 12:50",1.6,280,6.3,250,"2013-09-08 13:39","0.0",0,"0.0","","0.0","",10.1,81.7,21.35,8.4,3.7
9,1011.4,1011.8,1013.2,"2013-09-09 00:01",1009.4,"2013-09-09 14:56",29.4,31.8,"2013-09-09 13:50",27.1,"2013-09-09 05:35",24.6,76,65,"2013-09-09 14:38",1.8,290,6.6,270,"2013-09-09 13:44","0.0",0,"0.0","","0.0","",8.8,71.3,20.92,6.6,6.4
10,1010,1010.4,1011.5,"2013-09-10 09:30",1008.6,"2013-09-10 14:25",29.4,31.8,"2013-09-10 13:06",27.2,"2013-09-10 06:03",25,77,72,"2013-09-10 11:31",1.7,290,7.2,320,"2013-09-10 15:30","0.0",0,"0.0","","0.0","",9.7,78.8,22.59,6.8,5.9
