"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1011.9,1012.6,1013.4,"2014-10-01 08:21",1010.1,"2014-10-01 15:11",26.4,28.4,"2014-10-01 14:51",25,"2014-10-01 05:44",22.8,81,75,"2014-10-01 13:52",3,80,10.8,80,"2014-10-01 12:46","0.5",2.9,"0.5","2014-10-01 09:00","0.5","2014-10-01 08:10",0.7,5.9,9.8,10.1,-1.6
2,1009.6,1010.3,1011.5,"2014-10-02 00:04",1007.5,"2014-10-02 14:55",26.9,30.8,"2014-10-02 12:16",25,"2014-10-02 23:00",22,75,65,"2014-10-02 12:15",2.6,80,8.4,70,"2014-10-02 14:11","0.0",0,"0.0","","0.0","",7,59.3,17.93,14.1,3.6
3,1010.2,1010.9,1011.9,"2014-10-03 20:47",1008.2,"2014-10-03 04:11",25.7,29.2,"2014-10-03 13:34",23.8,"2014-10-03 05:10",19.5,69,60,"2014-10-03 21:56",2.2,70,9.2,80,"2014-10-03 10:21","0.0",0,"0.0","","0.0","",3.5,29.7,10.21,12.5,2.6
4,1011.2,1012,1012.6,"2014-10-04 21:31",1009.7,"2014-10-04 14:17",24.7,26.9,"2014-10-04 12:29",22.8,"2014-10-04 04:52",17.6,65,58,"2014-10-04 03:10",2.1,40,9.1,40,"2014-10-04 12:03","T",0.5,"T","2014-10-04 19:50","T","2014-10-04 19:50",0.5,4.3,7.91,15,-3
5,1013.4,1014.1,1016.4,"2014-10-05 23:17",1011.3,"2014-10-05 02:12",25.4,28.3,"2014-10-05 14:53",23.3,"2014-10-05 07:24",18.7,67,60,"2014-10-05 09:59",2.2,40,8.9,350,"2014-10-05 11:04","0.0",0,"0.0","","0.0","",2.5,21.3,11.16,14.8,3.4
6,1016.8,1017.6,1018.2,"2014-10-06 09:38",1015.2,"2014-10-06 03:13",24.6,27.1,"2014-10-06 13:02",21.9,"2014-10-06 22:53",17.6,65,56,"2014-10-06 13:44",3.2,70,12.8,90,"2014-10-06 18:02","T",0.4,"T","2014-10-06 22:45","T","2014-10-06 22:45",1.5,12.8,9.47,10.8,-3
7,1015.2,1016,1017.3,"2014-10-07 00:17",1013.5,"2014-10-07 14:30",23.8,26.7,"2014-10-07 12:13",21.8,"2014-10-07 01:55",17.3,67,59,"2014-10-07 03:52",3.3,70,13.4,80,"2014-10-07 13:20","T",1.1,"T","2014-10-07 21:55","T","2014-10-07 21:55",2.5,21.4,12.67,13.3,-2.3
8,1012.6,1013.3,1014,"2014-10-08 00:04",1011.1,"2014-10-08 15:48",24.5,27,"2014-10-08 13:16",22.3,"2014-10-08 03:19",19,71,64,"2014-10-08 11:49",3.7,80,14.3,80,"2014-10-08 11:02","0.5",0.7,"0.5","2014-10-08 00:01","0.5","2014-10-08 00:01",1,8.6,9.08,13.9,-2.8
9,1009.7,1010.4,1012.5,"2014-10-09 00:01",1008.2,"2014-10-09 16:36",24.5,26.7,"2014-10-09 15:31",21.7,"2014-10-09 02:10",21.1,82,72,"2014-10-09 00:01",2.8,80,12.3,30,"2014-10-09 12:40","11.0",10,"3.0","2014-10-09 07:18","6.0","2014-10-09 06:56",0,0,3.8,9,-0.5
10,1008.3,1009,1010,"2014-10-10 08:28",1006.7,"2014-10-10 14:28",25.4,27.7,"2014-10-10 10:31",23.9,"2014-10-10 19:38",22.1,82,76,"2014-10-10 10:25",2.5,40,10.9,20,"2014-10-10 22:45","9.0",9.1,"2.5","2014-10-10 12:08","4.5","2014-10-10 12:09",0.4,3.4,6.16,9.5,-1
