"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1013.7,1014.1,1015,"2012-12-01 08:29",1012.5,"2012-12-01 15:29",24.2,26.9,"2012-12-01 10:56",22.2,"2012-12-01 02:22",20.8,82,73,"2012-12-01 12:50",1.8,340,7.7,310,"2012-12-01 11:24",0,0,0,"",0,"",3.7,34.3,8.5,7.1,2.2
2,1012.5,1012.9,1014.3,"2012-12-02 23:55",1010.4,"2012-12-02 14:47",23.5,27,"2012-12-02 12:42",21.1,"2012-12-02 23:48",19.8,80,73,"2012-12-02 12:41",2.8,350,11.6,320,"2012-12-02 15:23",0,0,0,"",0,"",6.7,62.1,12.2,4.5,3.4
3,1014.7,1015.1,1016.5,"2012-12-03 08:53",1013.4,"2012-12-03 15:00",21.8,24.6,"2012-12-03 12:18",19.9,"2012-12-03 23:46",17.1,75,63,"2012-12-03 13:14",2.5,360,8.4,330,"2012-12-03 15:52",0,0,0,"",0,"",0.1,0.9,6.65,5.9,2.7
4,1015.2,1015.6,1017.3,"2012-12-04 08:43",1013,"2012-12-04 13:52",21.6,24.8,"2012-12-04 13:57",18.8,"2012-12-04 04:44",16.7,74,64,"2012-12-04 14:30",1.5,340,8.3,320,"2012-12-04 15:23",0,0,0,"",0,"",4.6,42.7,10.98,4.6,2.3
5,1014.9,1015.3,1016.6,"2012-12-05 08:11",1013.5,"2012-12-05 03:47",20,21.7,"2012-12-05 12:15",18,"2012-12-05 19:32",16.6,81,70,"2012-12-05 12:44",3,10,14.5,340,"2012-12-05 08:32",9,8.1,1,"2012-12-05 16:51",3,"2012-12-05 17:49",0,0,1.44,7.5,-0.7
6,1016.2,1016.6,1018.1,"2012-12-06 22:00",1014.4,"2012-12-06 13:28",20.2,23.1,"2012-12-06 12:31",17.5,"2012-12-06 01:42",16.3,79,68,"2012-12-06 18:09",1.4,300,6.3,280,"2012-12-06 12:29",0,0,0,"",0,"",2.1,19.5,9.14,7.4,0.2
7,1016.7,1017.1,1018.7,"2012-12-07 09:40",1014.4,"2012-12-07 14:33",21.9,25.2,"2012-12-07 13:51",19.5,"2012-12-07 06:48",16.9,73,62,"2012-12-07 13:33",1.5,10,5.6,310,"2012-12-07 13:39",0,0,0,"",0,"",4.8,44.7,9.43,4,-1.9
8,1014,1014.4,1015.9,"2012-12-08 07:49",1011.6,"2012-12-08 15:24",21.3,22.9,"2012-12-08 12:52",19.9,"2012-12-08 23:27",17.3,78,70,"2012-12-08 13:58",2.1,350,8.9,20,"2012-12-08 20:35",0.5,1.4,0.5,"2012-12-08 08:02",0.5,"2012-12-08 07:30",0,0,3.56,4.6,1.5
9,1013.7,1014.1,1015.4,"2012-12-09 08:56",1012.1,"2012-12-09 13:40",20.3,22.7,"2012-12-09 13:35",19.1,"2012-12-09 23:06",16.7,80,66,"2012-12-09 13:10",2.1,360,8.1,340,"2012-12-09 04:33",0,0,0,"",0,"",0,0,3.64,6.9,1.3
10,1015.2,1015.6,1016.6,"2012-12-10 09:20",1013.5,"2012-12-10 03:09",20.5,23.9,"2012-12-10 13:19",17.7,"2012-12-10 02:27",15.3,73,60,"2012-12-10 13:19",1.8,10,8.3,310,"2012-12-10 14:15",0,0,0,"",0,"",4.5,41.9,10.55,6.1,2.5
11,1016.3,1016.7,1018.4,"2012-12-11 22:00",1014.6,"2012-12-11 14:20",20.8,25.6,"2012-12-11 13:12",18,"2012-12-11 06:29",15,70,53,"2012-12-11 12:53",2.5,350,8.1,310,"2012-12-11 16:06",0,0,0,"",0,"",9.1,84.8,12.59,7,3.2
12,1018.6,1019,1020.6,"2012-12-12 21:55",1016.9,"2012-12-12 14:05",20.5,24.5,"2012-12-12 13:55",17.3,"2012-12-12 07:09",15.5,73,58,"2012-12-12 12:52",1.9,350,6.3,330,"2012-12-12 14:05",0,0,0,"",0,"",8.8,82.1,12.18,6.3,2.6
