"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1010.3,1020.4,1012.6,"2013-02-01 09:43",1008.8,"2013-02-01 14:55",20.5,26.5,"2013-02-01 14:43",13.9,"2013-02-01 04:15",12.3,61,40,"2013-02-01 14:26",0.9,340,5.8,340,"2013-02-01 11:39",0,0,0,"",0,"",4.9,44.5,13.41,9.9,2.1
2,1009.6,1019.6,1011.7,"2013-02-02 09:26",1007.8,"2013-02-02 15:25",20.6,25.8,"2013-02-02 13:17",17.8,"2013-02-02 06:36",16.2,76,61,"2013-02-02 13:16",1.1,330,6.6,10,"2013-02-02 15:27",0,0,0,"",0,"",3.2,29,12.01,9.4,2.4
3,1009.4,1019.5,1012.4,"2013-02-03 09:43",1006.1,"2013-02-03 14:37",18.6,25.6,"2013-02-03 14:43",17.1,"2013-02-03 16:38",16.4,87,71,"2013-02-03 14:37",1,320,7.7,320,"2013-02-03 15:34",1.1,2,0.4,"2013-02-03 10:40",0.8,"2013-02-03 10:10",1.9,17.2,7.22,4.5,-0.4
4,1008.7,1018.7,1010.3,"2013-02-04 07:37",1006.3,"2013-02-04 15:23",22.6,28.3,"2013-02-04 14:59",17,"2013-02-04 02:10",18.2,77,60,"2013-02-04 15:03",0.7,320,5.3,350,"2013-02-04 15:07",0,0,0,"",0,"",5.7,51.5,14.14,6.6,3
5,1008.1,1018.1,1010.3,"2013-02-05 09:22",1006.2,"2013-02-05 13:58",22.4,27.1,"2013-02-05 13:54",18.7,"2013-02-05 07:22",16.6,71,53,"2013-02-05 14:10",1.5,20,8.3,20,"2013-02-05 12:07",0,0,0,"",0,"",1.8,16.3,11.78,10.9,2
6,1006.1,1016.1,1007.8,"2013-02-06 06:52",1003.8,"2013-02-06 13:50",21.6,27.2,"2013-02-06 12:16",18.3,"2013-02-06 23:46",16.3,73,54,"2013-02-06 11:29",1,340,6.8,350,"2013-02-06 17:22",0,0,0,"",0,"",8.8,79.3,17.66,13.8,3.1
7,1005.1,1015.1,1006.2,"2013-02-07 09:18",1003.1,"2013-02-07 14:34",19.5,25,"2013-02-07 13:54",17.4,"2013-02-07 01:55",15.8,79,60,"2013-02-07 13:46",1.8,350,9.3,340,"2013-02-07 17:50",0,0,0,"",0,"",4.8,43.2,13.24,8.8,2.7
8,1007.9,1018,1010.8,"2013-02-08 22:44",1005.5,"2013-02-08 14:51",17.4,22.2,"2013-02-08 14:36",14.3,"2013-02-08 23:21",11.7,69,54,"2013-02-08 12:24",2.8,360,11.1,350,"2013-02-08 16:04",0,0,0,"",0,"",8.2,73.7,17.28,10.5,3.5
9,1010.3,1020.6,1011.8,"2013-02-09 09:54",1008.5,"2013-02-09 14:58",15.9,21.2,"2013-02-09 11:17",14.1,"2013-02-09 02:07",11.5,75,59,"2013-02-09 14:22",2.3,330,9.9,10,"2013-02-09 13:31",0,0,0,"",0,"",6.3,56.5,16.73,11,2.3
10,1009.5,1019.7,1011.1,"2013-02-10 00:05",1007.6,"2013-02-10 14:04",16.5,21.2,"2013-02-10 13:51",14.5,"2013-02-10 06:13",12.9,79,65,"2013-02-10 13:58",1.7,340,8.1,330,"2013-02-10 15:05",0,0,0,"",0,"",3.8,34,13.75,10.9,2.7
11,1009.2,1019.4,1011.3,"2013-02-11 10:27",1007.4,"2013-02-11 14:38",17.5,22.9,"2013-02-11 12:16",14.5,"2013-02-11 05:21",13.7,79,61,"2013-02-11 12:12",1.5,360,7.2,310,"2013-02-11 16:46",0,0,0,"",0,"",8.3,74.2,17.19,12.3,2.1
12,1009,1019.1,1011.2,"2013-02-12 08:02",1007.2,"2013-02-12 15:33",18.2,24,"2013-02-12 11:14",14.6,"2013-02-12 04:15",13.9,77,57,"2013-02-12 11:14",1.7,340,8.5,20,"2013-02-12 14:19",0,0,0,"",0,"",7.7,68.7,18.44,10.5,3.3
