"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1012.5,1014.8,1016.7,"2013-03-01 23:49",1009.9,"2013-03-01 15:33",22.4,26.7,"2013-03-01 14:23",18.8,"2013-03-01 06:07",17.2,73,61,"2013-03-01 10:15",4.4,230,15.3,10,"2013-03-01 22:12","1.0",0.9,"0.5","2013-03-01 20:02","0.5","2013-03-01 20:02",6.4,55.2,13.41,12.1,-2.6
2,1020,1022.3,1022.2,"2013-03-02 22:01",1016.3,"2013-03-02 00:18",17.5,19.1,"2013-03-02 01:17",16.2,"2013-03-02 21:17",11.2,66,62,"2013-03-02 10:41",6.2,40,14.7,20,"2013-03-02 02:16","0.0",0,"0.0","","0.0","",0,0,3.63,10,-1.5
3,1020.5,1022.8,1022.4,"2013-03-03 09:02",1018.4,"2013-03-03 15:02",15.5,16.8,"2013-03-03 04:00",14.6,"2013-03-03 08:09",11.1,75,62,"2013-03-03 00:41",2.5,340,10.7,50,"2013-03-03 21:49","3.0",10,"0.5","2013-03-03 06:09","1.5","2013-03-03 06:09",0,0,1.74,9.5,-1.1
4,1021.9,1024.2,1023.6,"2013-03-04 22:07",1020.4,"2013-03-04 03:15",17.2,19.5,"2013-03-04 11:06",14.6,"2013-03-04 01:19",7.6,54,43,"2013-03-04 06:02",2.9,30,9.4,40,"2013-03-04 04:06","0.0",0,"0.0","","0.0","",1.4,12,8.17,11.4,2.4
5,1022.5,1024.8,1025.1,"2013-03-05 08:57",1020.4,"2013-03-05 15:39",18.2,21.8,"2013-03-05 13:53",15.9,"2013-03-05 07:12",9.3,57,43,"2013-03-05 13:19",2.2,250,5.8,250,"2013-03-05 05:26","0.0",0,"0.0","","0.0","",1.7,14.6,8.34,11.5,3.5
6,1019,1021.2,1021.4,"2013-03-06 00:01",1016.9,"2013-03-06 15:20",19.4,24.6,"2013-03-06 12:52",15.2,"2013-03-06 03:56",11.4,60,45,"2013-03-06 10:53",3,240,7.8,240,"2013-03-06 04:59","T",1.1,"T","2013-03-06 16:53","T","2013-03-06 16:45",4.5,38.5,14.7,11,-3.4
7,1016.5,1018.7,1018.3,"2013-03-07 08:47",1014.5,"2013-03-07 15:22",20.4,25.4,"2013-03-07 13:24",16,"2013-03-07 05:47",13.3,64,50,"2013-03-07 09:14",2.7,240,7.3,250,"2013-03-07 01:29","0.0",0,"0.0","","0.0","",7.6,64.8,16.51,12.3,2.6
8,1014.6,1016.8,1016.6,"2013-03-08 00:01",1012.5,"2013-03-08 15:53",21.9,26.6,"2013-03-08 12:11",16.2,"2013-03-08 06:10",14.2,62,48,"2013-03-08 10:08",3.3,230,8.3,150,"2013-03-08 14:02","0.0",0,"0.0","","0.0","",9.7,82.6,19.44,12.8,2.8
9,1013.2,1015.4,1015.1,"2013-03-09 09:26",1011.2,"2013-03-09 15:31",22.6,26.6,"2013-03-09 14:08",18.1,"2013-03-09 06:28",13.9,58,47,"2013-03-09 09:46",4.7,230,12.1,180,"2013-03-09 15:10","0.0",0,"0.0","","0.0","",8.7,73.9,19.63,16.6,6.7
10,1013.3,1015.6,1016.1,"2013-03-10 21:01",1010.9,"2013-03-10 13:54",23,26.8,"2013-03-10 13:10",18.6,"2013-03-10 05:15",15,61,52,"2013-03-10 10:14",3.7,30,8.6,20,"2013-03-10 20:53","0.0",0,"0.0","","0.0","",10.8,91.5,20.83,18.1,5
11,1016,1018.3,1017.6,"2013-03-11 09:14",1014.6,"2013-03-11 14:56",21.3,23.9,"2013-03-11 11:28",19.2,"2013-03-11 23:59",14.2,64,58,"2013-03-11 11:23",3.2,20,10.4,40,"2013-03-11 12:11","0.0",0,"0.0","","0.0","",0.9,7.6,7.43,11.8,3
12,1013.3,1015.6,1016.4,"2013-03-12 00:01",1011.3,"2013-03-12 15:48",22.2,26.9,"2013-03-12 12:43",17.9,"2013-03-12 03:35",15.8,67,52,"2013-03-12 09:46",2.8,240,7.4,230,"2013-03-12 06:51","0.0",0,"0.0","","0.0","",7.4,62.5,18.34,15.3,2.7
13,1011.8,1014,1015.6,"2013-03-13 23:44",1009.6,"2013-03-13 15:34",23.4,27.7,"2013-03-13 13:21",19.4,"2013-03-13 23:59",17.3,69,49,"2013-03-13 10:06",4,240,19.1,30,"2013-03-13 22:56","T",0.5,"T","2013-03-13 23:12","T","2013-03-13 23:12",6.9,58.1,16.97,13,-4.7
14,1019.3,1021.6,1021.9,"2013-03-14 20:47",1015.5,"2013-03-14 00:04",18.4,19.6,"2013-03-14 00:04",17.5,"2013-03-14 07:05",11.7,65,61,"2013-03-14 16:55",5.4,40,15.6,20,"2013-03-14 00:02","0.0",0,"0.0","","0.0","",0,0,2.62,10,2.4
15,1019.4,1021.7,1021.2,"2013-03-15 00:02",1017.9,"2013-03-15 17:20",19.8,23,"2013-03-15 13:49",17.4,"2013-03-15 05:56",13.9,69,57,"2013-03-15 13:37",1.8,280,5.4,30,"2013-03-15 13:38","0.0",0,"0.0","","0.0","",0.2,1.7,7.2,12.4,1.4
16,1017.6,1019.8,1019.7,"2013-03-16 08:43",1015.9,"2013-03-16 15:05",20.8,25.5,"2013-03-16 13:03",17.2,"2013-03-16 03:10",16.5,77,61,"2013-03-16 09:18",2.6,240,7,290,"2013-03-16 22:20","1.0",3.3,"0.5","2013-03-16 19:47","0.5","2013-03-16 19:30",2.8,23.5,12.53,10.9,-1.7
17,1011.5,1013.7,1016.5,"2013-03-17 00:01",1007.3,"2013-03-17 23:57",22.5,26.4,"2013-03-17 13:42",18.4,"2013-03-17 05:11",17.6,74,60,"2013-03-17 10:06",3.8,240,10.7,190,"2013-03-17 16:24","0.0",0,"0.0","","0.0","",7.7,64.4,17.74,13,3.2
