"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1019,1021.3,1020.5,"2013-02-01 00:01",1017.6,"2013-02-01 14:44",20,23.1,"2013-02-01 12:07",15.8,"2013-02-01 05:09",14.5,71,49,"2013-02-01 11:54",3.1,240,9.1,230,"2013-02-01 07:32",0,0,0,"",0,"",0.7,6.4,6.48,15,-1
2,1019.6,1021.9,1021,"2013-02-02 09:20",1018.1,"2013-02-02 04:20",20.5,21.7,"2013-02-02 09:40",19.2,"2013-02-02 06:03",18,86,73,"2013-02-02 04:51",2.1,240,7.5,110,"2013-02-02 15:29",26,14.6,2,"2013-02-02 14:23",6.5,"2013-02-02 14:03",0,0,3.37,9.4,-3.4
3,1017.3,1019.5,1019.5,"2013-02-03 00:09",1015.4,"2013-02-03 15:42",21.7,24.4,"2013-02-03 10:11",19.4,"2013-02-03 05:36",19.7,88,76,"2013-02-03 10:20",2.3,240,7,160,"2013-02-03 12:12",0.5,3.2,0.5,"2013-02-03 19:20",0.5,"2013-02-03 18:30",0.9,8.1,8.16,12,-0.6
4,1016.5,1018.7,1017.9,"2013-02-04 09:12",1014.9,"2013-02-04 14:45",23.5,27.2,"2013-02-04 12:57",20.9,"2013-02-04 05:15",19.7,80,69,"2013-02-04 10:24",2.5,230,6.2,230,"2013-02-04 23:25",1,1.5,0.5,"2013-02-04 00:12",1,"2013-02-04 00:01",3.7,33.4,11.64,12.8,2.2
5,1015.5,1017.8,1016.8,"2013-02-05 00:04",1014,"2013-02-05 14:59",22.6,26.2,"2013-02-05 11:22",20.8,"2013-02-05 23:51",19.5,83,69,"2013-02-05 09:39",3.1,240,7.8,60,"2013-02-05 14:36",20.5,6.1,2.5,"2013-02-05 17:35",8,"2013-02-05 16:48",4.3,38.8,9.17,11,-3.4
6,1014.8,1017.1,1017.3,"2013-02-06 09:42",1013.1,"2013-02-06 14:37",21.7,24.2,"2013-02-06 11:49",20.5,"2013-02-06 03:57",18.2,81,68,"2013-02-06 13:58",3.9,20,8.8,220,"2013-02-06 00:53",0.5,1.1,0.5,"2013-02-06 17:25",0.5,"2013-02-06 16:35",1.3,11.7,7.81,10.8,-0.9
7,1012.4,1014.6,1014.3,"2013-02-07 22:31",1010.2,"2013-02-07 14:57",21.7,25.5,"2013-02-07 13:17",18.9,"2013-02-07 06:21",17.6,78,65,"2013-02-07 13:34",3.9,40,16.8,60,"2013-02-07 23:55",0.5,0.5,0.5,"2013-02-07 02:01",0.5,"2013-02-07 02:01",5.9,53,13.98,13.3,4.4
8,1017.9,1020.2,1020.3,"2013-02-08 21:26",1014.2,"2013-02-08 00:08",19.3,20.6,"2013-02-08 03:11",18.3,"2013-02-08 23:23",12.5,65,60,"2013-02-08 10:16",6.5,40,18.4,40,"2013-02-08 04:13",0,0,0,"",0,"",1,9,8.35,14,3.1
9,1018.9,1021.2,1020.5,"2013-02-09 08:57",1017.1,"2013-02-09 15:29",19.1,21.7,"2013-02-09 12:44",17,"2013-02-09 06:34",13.2,69,57,"2013-02-09 11:43",3.2,40,10,80,"2013-02-09 13:04",0,0,0,"",0,"",0.6,5.4,9.66,12,2.2
10,1016.9,1019.1,1018.4,"2013-02-10 10:00",1014.9,"2013-02-10 15:37",19.9,23.9,"2013-02-10 13:03",16.7,"2013-02-10 06:10",15.3,75,61,"2013-02-10 10:21",2.5,250,7.7,60,"2013-02-10 12:49",1.5,1.4,1,"2013-02-10 18:32",1,"2013-02-10 18:20",6.2,55.5,13.46,14.4,-2
11,1016.9,1019.2,1018.4,"2013-02-11 09:36",1015.6,"2013-02-11 02:19",20.7,24.3,"2013-02-11 10:57",17.5,"2013-02-11 06:01",15.9,74,62,"2013-02-11 10:16",3.6,30,13.2,50,"2013-02-11 13:52",0,0,0,"",0,"",5.8,51.8,12.89,16.1,2.6
12,1016.9,1019.2,1020.1,"2013-02-12 23:49",1015,"2013-02-12 13:54",20.6,25.5,"2013-02-12 11:55",16.6,"2013-02-12 23:52",16,76,60,"2013-02-12 10:14",4.4,40,15.4,30,"2013-02-12 20:23",2.5,4.9,0.5,"2013-02-12 19:38",1,"2013-02-12 20:59",7,62.4,13.88,14.5,-3.2
13,1019.1,1021.4,1021.5,"2013-02-13 09:38",1017.6,"2013-02-13 14:47",19,21.5,"2013-02-13 11:41",16.6,"2013-02-13 00:04",14.4,75,59,"2013-02-13 12:41",2.1,30,8,40,"2013-02-13 09:54",0.5,0.5,0.5,"2013-02-13 00:01",0.5,"2013-02-13 00:01",0.5,4.4,8.35,12.8,1.7
14,1015.1,1017.3,1017.8,"2013-02-14 00:01",1012.8,"2013-02-14 14:41",21.4,25.2,"2013-02-14 14:03",18.2,"2013-02-14 05:31",16.5,74,61,"2013-02-14 12:19",2.1,250,5.5,150,"2013-02-14 13:21",0,0,0,"",0,"",3.6,32,13.25,13.3,3.2
