"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1013.6,1014,1015.4,"2013-04-01 09:09",1011.5,"2013-04-01 15:13",25.4,29.7,"2013-04-01 13:54",22.2,"2013-04-01 05:19",20.6,75,61,"2013-04-01 13:12",1.9,310,8,320,"2013-04-01 14:25",0,0,0,"",0,"",7.9,64.2,16.65,5.5,"4.2"
2,1012.4,1012.8,1014.5,"2013-04-02 00:01",1009.8,"2013-04-02 15:44",26.3,30.2,"2013-04-02 14:01",23.5,"2013-04-02 06:34",20.8,72,62,"2013-04-02 20:23",2.7,310,8.1,330,"2013-04-02 09:00",0,0,0,"",0,"",9.2,74.6,17.7,7.4,"5.2"
3,1011.2,1011.6,1013.4,"2013-04-03 09:16",1009.1,"2013-04-03 14:33",25,27.6,"2013-04-03 14:17",23.3,"2013-04-03 05:10",19.8,73,63,"2013-04-03 10:54",2,300,7.1,300,"2013-04-03 15:13",0,0,0,"",0,"",3.3,26.7,12.35,5,"3.8"
4,1008.1,1008.5,1010.7,"2013-04-04 00:04",1005.4,"2013-04-04 16:27",25.6,28.5,"2013-04-04 12:34",22.6,"2013-04-04 04:03",21.1,76,66,"2013-04-04 13:02",1.5,280,7.3,20,"2013-04-04 03:43",7.5,4,1,"2013-04-04 22:11",4.5,"2013-04-04 22:08",4.4,35.6,14.17,4.9,"-5.5"
5,1005.3,1005.6,1007.8,"2013-04-05 10:10",1002.7,"2013-04-05 16:06",26,28.1,"2013-04-05 16:06",23.7,"2013-04-05 13:17",23,84,68,"2013-04-05 16:04",1.6,170,10.6,310,"2013-04-05 12:13",15.5,3.7,4,"2013-04-05 04:08",6.5,"2013-04-05 04:03",1,8.1,5.47,9.8,"x"
6,1004.9,1005.3,1009.5,"2013-04-06 22:21",1002.3,"2013-04-06 03:13",23.6,28.1,"2013-04-06 12:32",18.9,"2013-04-06 23:44",20.7,84,70,"2013-04-06 22:20",2.5,360,14.7,280,"2013-04-06 00:48",51.5,5.7,12.5,"2013-04-06 01:01",42,"2013-04-06 00:32",0.1,0.8,3.91,9,"-2.6"
7,1011.4,1011.8,1013.8,"2013-04-07 22:40",1008.3,"2013-04-07 02:20",20.3,23,"2013-04-07 13:40",17.2,"2013-04-07 05:10",13.5,65,56,"2013-04-07 14:35",1.4,350,8.7,10,"2013-04-07 03:36",0,0,0,"",0,"",0.6,4.8,9.49,9.5,"2.2"
8,1013,1013.4,1014.8,"2013-04-08 08:31",1011.3,"2013-04-08 16:07",23.2,26.4,"2013-04-08 13:22",20.1,"2013-04-08 05:11",17.4,70,58,"2013-04-08 13:28",1.3,50,5.3,270,"2013-04-08 14:35",0,0,0,"",0,"",6.8,54.6,15.67,5.5,"3.6"
9,1013.9,1014.3,1016.2,"2013-04-09 20:19",1011.9,"2013-04-09 14:58",24.1,27.8,"2013-04-09 13:59",21.8,"2013-04-09 20:52",18.5,71,62,"2013-04-09 13:55",2.4,10,12.4,20,"2013-04-09 20:59",0,0,0,"",0,"",2.7,21.6,10.71,5.9,"3.7"
10,1014.7,1015.1,1016.2,"2013-04-10 10:34",1013,"2013-04-10 14:20",23.9,27.7,"2013-04-10 12:24",20.9,"2013-04-10 03:57",18.1,70,61,"2013-04-10 14:15",1.9,310,9.4,30,"2013-04-10 04:47",0,0,0,"",0,"",4.8,38.4,13.67,5.6,"2.9"
