"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1008.4,1009.2,1011.8,"2013-09-01 22:30",1004.2,"2013-09-01 02:43",23.7,25.3,"2013-09-01 01:50",22.4,"2013-09-01 23:54",20.1,80,77,"2013-09-01 07:01",2.2,330,12.3,320,"2013-09-01 09:47","30.0",18.7,"3.0","2013-09-01 12:50","11.0","2013-09-01 12:09",0,0,0.21,6,-0.8
2,1010.1,1010.8,1011.7,"2013-09-02 08:02",1008,"2013-09-02 14:38",25.6,30.7,"2013-09-02 11:56",21.2,"2013-09-02 03:09",18.4,65,51,"2013-09-02 11:50",1.3,280,8.2,310,"2013-09-02 15:43","0.0",0,"0.0","","0.0","",7.8,62.2,22.82,11,3.9
3,1009.5,1010.3,1010.8,"2013-09-03 20:56",1008.1,"2013-09-03 14:07",26.1,31,"2013-09-03 11:33",21.4,"2013-09-03 05:23",18.4,63,54,"2013-09-03 11:49",1.4,150,8.1,340,"2013-09-03 14:12","0.0",0,"0.0","","0.0","",8.3,66.3,22.88,13.8,4.5
4,1010.5,1011.2,1011.8,"2013-09-04 22:16",1009.3,"2013-09-04 14:29",26.5,30.5,"2013-09-04 12:47",23.8,"2013-09-04 05:41",18.4,61,52,"2013-09-04 11:03",2.6,80,11.9,40,"2013-09-04 13:45","0.0",0,"0.0","","0.0","",8.3,66.4,24.46,14.3,6.4
5,1010.9,1011.6,1012.8,"2013-09-05 21:28",1009.4,"2013-09-05 14:23",27.5,32.3,"2013-09-05 12:48",24.4,"2013-09-05 04:17",20.2,65,56,"2013-09-05 11:04",3.3,80,11.7,40,"2013-09-05 13:51","0.0",0,"0.0","","0.0","",10.9,87.4,26.11,15.5,4.9
6,1011.8,1012.5,1013.2,"2013-09-06 22:21",1010.1,"2013-09-06 13:49",29.1,34,"2013-09-06 12:21",25.8,"2013-09-06 04:55",21.6,64,54,"2013-09-06 12:21",3.4,80,9.8,30,"2013-09-06 14:37","0.0",0,"0.0","","0.0","",11.2,90,26.17,19.4,6.3
7,1012.7,1013.4,1014.5,"2013-09-07 20:59",1011.1,"2013-09-07 15:05",28.6,32.6,"2013-09-07 11:47",26.6,"2013-09-07 05:52",21.2,64,53,"2013-09-07 14:59",3.6,90,12.3,40,"2013-09-07 16:44","0.0",0,"0.0","","0.0","",10.1,81.3,24.34,18.9,6.1
8,1013.1,1013.8,1014.4,"2013-09-08 08:09",1011.3,"2013-09-08 15:07",28.6,32.3,"2013-09-08 14:23",25.9,"2013-09-08 05:46",21,64,55,"2013-09-08 15:14",3.7,80,13.8,90,"2013-09-08 12:27","0.0",0,"0.0","","0.0","",10,80.7,23.7,15.3,4.7
9,1011.6,1012.3,1013.6,"2013-09-09 00:01",1009,"2013-09-09 14:36",29.2,33.4,"2013-09-09 12:55",26.3,"2013-09-09 05:33",21.7,65,54,"2013-09-09 12:16",3.8,90,13.1,70,"2013-09-09 13:00","0.0",0,"0.0","","0.0","",10.5,84.9,25.76,14.8,5.6
10,1009.5,1010.2,1010.7,"2013-09-10 00:02",1007.9,"2013-09-10 14:50",29.8,34.7,"2013-09-10 11:29",26.6,"2013-09-10 05:05",22.2,64,52,"2013-09-10 11:49",3,80,10.2,80,"2013-09-10 23:51","0.0",0,"0.0","","0.0","",8.8,71.3,22.97,15.5,5.4
11,1010.1,1010.8,1012.2,"2013-09-11 22:53",1008.5,"2013-09-11 14:34",30.1,35.2,"2013-09-11 11:29",27.2,"2013-09-11 05:06",22.2,63,52,"2013-09-11 11:29",3.6,90,12.1,90,"2013-09-11 17:46","0.0",0,"0.0","","0.0","",9.9,80.3,22.73,17.6,5
12,1010.3,1011,1011.8,"2013-09-12 22:00",1008,"2013-09-12 15:34",30.7,34.9,"2013-09-12 11:38",28,"2013-09-12 03:33",22.3,61,52,"2013-09-12 13:04",3.4,90,11.4,70,"2013-09-12 08:41","0.0",0,"0.0","","0.0","",10.5,85.4,26.52,19.1,6.9
13,1008.1,1008.8,1011.1,"2013-09-13 00:23",1005.4,"2013-09-13 14:27",30.3,35,"2013-09-13 11:38",27.9,"2013-09-13 05:23",22,62,52,"2013-09-13 11:38",3,90,11.5,140,"2013-09-13 14:10","T",0.5,"T","2013-09-13 17:20","T","2013-09-13 17:20",6,48.9,20.92,19.4,-4.7
14,1005.2,1005.9,1007.3,"2013-09-14 00:01",1002.2,"2013-09-14 15:08",30.3,35.8,"2013-09-14 11:41",27.1,"2013-09-14 05:43",22.5,64,53,"2013-09-14 10:21",2.7,80,10.9,90,"2013-09-14 15:15","0.0",0,"0.0","","0.0","",10.5,85.7,25.61,19.4,5.5
15,1005.5,1006.2,1008.1,"2013-09-15 21:05",1003.2,"2013-09-15 02:24",28.8,34.8,"2013-09-15 12:01",27,"2013-09-15 06:19",22.2,68,50,"2013-09-15 11:53",2.4,90,11.4,80,"2013-09-15 15:10","1.9",0.6,"1.5","2013-09-15 17:14","1.5","2013-09-15 17:14",5.8,47.5,19.89,16.5,-3.4
16,1008.5,1009.2,1010,"2013-09-16 20:45",1006.6,"2013-09-16 03:25",28.1,31.9,"2013-09-16 14:00",26.1,"2013-09-16 05:42",20.7,64,55,"2013-09-16 12:09",3.5,90,13.7,50,"2013-09-16 14:29","0.0",0,"0.0","","0.0","",7.6,62.3,21.2,13.6,6.1
17,1008.8,1009.5,1010.4,"2013-09-17 21:31",1007.4,"2013-09-17 14:24",27.5,30.7,"2013-09-17 13:26",25.5,"2013-09-17 04:08",19.8,63,57,"2013-09-17 11:18",3.6,90,14.9,80,"2013-09-17 13:17","0.0",0,"0.0","","0.0","",6.9,56.7,21.92,13.9,-3.6
18,1008.5,1009.2,1010.1,"2013-09-18 10:32",1006.8,"2013-09-18 15:34",27.2,28.7,"2013-09-18 15:54",25.8,"2013-09-18 05:54",21.8,72,64,"2013-09-18 00:02",2.8,110,10.6,100,"2013-09-18 18:40","1.5",6,"0.5","2013-09-18 08:41","0.5","2013-09-18 08:41",0,0,3.82,11.1,-0.8
19,1008,1008.7,1009.4,"2013-09-19 09:06",1006.3,"2013-09-19 15:05",27.9,31.1,"2013-09-19 13:18",26.5,"2013-09-19 15:34",22.5,73,64,"2013-09-19 10:51",3.7,90,15.9,50,"2013-09-19 13:40","13.5",4,"2.5","2013-09-19 15:09","9.5","2013-09-19 15:08",5.4,44.5,18.19,10.5,-2.1
20,1004.3,1005,1007.6,"2013-09-20 00:08",1001,"2013-09-20 23:57",27.6,31.1,"2013-09-20 13:51",24.9,"2013-09-20 04:42",22.4,74,65,"2013-09-20 13:51",3.8,90,15.6,60,"2013-09-20 16:08","26.5",8.2,"2.0","2013-09-20 23:49","6.0","2013-09-20 19:36",2.9,24,14.37,9,-1.8
21,998,998.7,1001.2,"2013-09-21 00:04",995.8,"2013-09-21 15:57",27.8,29.6,"2013-09-21 22:59",26.2,"2013-09-21 05:22",22.3,72,62,"2013-09-21 22:54",6.2,90,20.9,80,"2013-09-21 15:41","43.5",20.1,"8.5","2013-09-21 05:12","16.0","2013-09-21 05:06",0.3,2.5,8.11,10,-1.5
22,999.7,1000.4,1003.4,"2013-09-22 20:35",995.8,"2013-09-22 04:22",28.3,29.2,"2013-09-22 06:31",26,"2013-09-22 00:44",21.7,67,62,"2013-09-22 22:20",5.1,100,19.1,130,"2013-09-22 04:49","14.7",11.1,"3.5","2013-09-22 00:56","9.0","2013-09-22 00:05",0,0,3.43,15,-1.5
23,1005.5,1006.2,1007.6,"2013-09-23 21:43",1002.9,"2013-09-23 01:28",28.7,31.1,"2013-09-23 12:20",27.6,"2013-09-23 21:28",21.5,65,58,"2013-09-23 16:54",3.4,100,10.9,100,"2013-09-23 00:11","0.5",1,"0.3","2013-09-23 10:01","0.5","2013-09-23 09:30",2.9,24.1,14.73,16.1,-3
24,1007,1007.7,1009.1,"2013-09-24 22:46",1005.2,"2013-09-24 14:55",28.9,33.5,"2013-09-24 12:53",26.5,"2013-09-24 04:57",21,63,48,"2013-09-24 12:38",3.7,90,12.1,80,"2013-09-24 15:15","0.0",0,"0.0","","0.0","",10.7,89.2,25.82,19.5,5.3
