"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1021.2,1022,1022.7,"2013-12-01 21:51",1019.5,"2013-12-01 13:40",17.5,21.8,"2013-12-01 12:09",13.5,"2013-12-01 05:49",9.9,61,53,"2013-12-01 11:51",2.7,80,14.2,60,"2013-12-01 14:42","0.0",0,"0.0","","0.0","",9,84.7,16.12,16.6,2
2,1020.6,1021.4,1022.6,"2013-12-02 08:44",1018.5,"2013-12-02 14:04",17.4,21.9,"2013-12-02 11:23",13,"2013-12-02 06:14",9.3,59,50,"2013-12-02 12:30",3,80,12.1,80,"2013-12-02 13:04","0.0",0,"0.0","","0.0","",8.8,82.9,15.94,15.3,2.5
3,1018.4,1019.2,1020.7,"2013-12-03 07:56",1016,"2013-12-03 14:20",18,23.1,"2013-12-03 13:32",13.5,"2013-12-03 05:57",9.3,57,44,"2013-12-03 11:24",2.8,80,10.8,80,"2013-12-03 14:19","0.0",0,"0.0","","0.0","",9.4,88.6,15.91,13.5,3.4
4,1017.4,1018.2,1019.1,"2013-12-04 19:46",1014.9,"2013-12-04 14:25",17.7,23.6,"2013-12-04 12:11",13.4,"2013-12-04 05:31",10.1,62,48,"2013-12-04 12:01",1.9,80,9.4,40,"2013-12-04 14:08","0.0",0,"0.0","","0.0","",4.7,44.3,12.41,15.8,1.7
5,1016.7,1017.5,1018.8,"2013-12-05 00:42",1015,"2013-12-05 14:33",19.1,22.9,"2013-12-05 14:40",15.3,"2013-12-05 05:49",11.7,63,53,"2013-12-05 14:19",2.1,80,9,100,"2013-12-05 15:55","T",1,"T","2013-12-05 22:13","T","2013-12-05 21:30",4,37.8,9.47,16.3,-1.7
6,1016.4,1017.2,1018.4,"2013-12-06 09:22",1014.6,"2013-12-06 02:16",19.1,21.5,"2013-12-06 13:26",16.9,"2013-12-06 05:24",12.4,66,55,"2013-12-06 13:58",3,80,11.5,70,"2013-12-06 13:40","0.0",0,"0.0","","0.0","",4.1,38.7,12.89,12.8,2.9
7,1016.8,1017.6,1018.5,"2013-12-07 09:55",1015.3,"2013-12-07 14:31",20.4,23.1,"2013-12-07 11:24",18.9,"2013-12-07 01:59",13.5,65,57,"2013-12-07 11:21",3.9,80,12.4,80,"2013-12-07 14:21","0.0",0,"0.0","","0.0","",2.1,19.8,9.76,14.1,-1.7
8,1014.1,1014.9,1017,"2013-12-08 08:58",1011.8,"2013-12-08 23:42",22.2,26.4,"2013-12-08 13:56",19.5,"2013-12-08 00:04",15.9,68,57,"2013-12-08 12:40",4,80,11.1,90,"2013-12-08 00:57","0.5",2.3,"0.2","2013-12-08 21:40","0.4","2013-12-08 21:38",5.8,54.9,13.1,19.1,-2.6
9,1013.2,1014,1016.8,"2013-12-09 23:30",1010.5,"2013-12-09 04:08",20.6,24,"2013-12-09 14:32",16.9,"2013-12-09 23:58",15.1,71,60,"2013-12-09 15:22",2.1,250,11.7,30,"2013-12-09 23:31","1.2",2.1,"0.5","2013-12-09 09:49","1.0","2013-12-09 09:49",1,9.5,5.41,8.5,-1.2
10,1016.4,1017.2,1019.4,"2013-12-10 09:57",1014.1,"2013-12-10 14:18",16,17,"2013-12-10 00:05",15.1,"2013-12-10 06:08",8.8,62,60,"2013-12-10 11:44",3.5,80,12.1,80,"2013-12-10 09:08","0.0",0,"0.0","","0.0","",0,0,2.6,5.1,2.8
