"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1004.1,1014,1006.2,"2014-05-01 22:34",1002.3,"2014-05-01 02:56",21.5,23.3,"2014-05-01 13:01",18.3,"2014-05-01 00:22",19.2,87,81,"2014-05-01 11:02",0.7,330,5.1,320,"2014-05-01 18:17","14.8",18,"3.0","2014-05-01 02:52","6.5","2014-05-01 02:12",0,0,5.07,7,"-1.0"
2,1005,1014.9,1006.5,"2014-05-02 09:09",1003.5,"2014-05-02 15:13",25.2,30.7,"2014-05-02 14:20",20.9,"2014-05-02 05:20",20.2,75,55,"2014-05-02 11:48",1.1,340,6.1,360,"2014-05-02 15:31","0.0",0,"0.0","","0.0","",5.8,44.5,18.77,10.3,"2.5"
3,1004.5,1014.3,1006.1,"2014-05-03 00:01",1002.1,"2014-05-03 15:54",26.2,30.5,"2014-05-03 11:59",23.1,"2014-05-03 02:08",20.4,71,53,"2014-05-03 16:30",0.8,340,5.6,360,"2014-05-03 13:31","0.3",0.3,"0.3","2014-05-03 17:30","0.3","2014-05-03 17:30",2.5,19.2,13.54,10.8,"-2.9"
4,1002.7,1012.5,1005.3,"2014-05-04 00:01",1000.2,"2014-05-04 15:41",25.7,29.4,"2014-05-04 14:36",22.6,"2014-05-04 06:50",20,71,59,"2014-05-04 16:30",1.1,210,4.8,250,"2014-05-04 13:32","0.7",0.4,"0.4","2014-05-04 00:20","0.4","2014-05-04 00:20",1.6,12.3,14.45,10.3,"-3.4"
5,1003.3,1013.2,1006.3,"2014-05-05 21:39",1000.2,"2014-05-05 02:56",21.8,25.8,"2014-05-05 12:41",17.5,"2014-05-05 23:59",17.3,76,62,"2014-05-05 12:55",2.4,10,11.6,10,"2014-05-05 02:59","37.5",5.8,"8.5","2014-05-05 03:28","23.5","2014-05-05 03:16",1.2,9.2,11.35,11.6,"-2.5"
6,1006,1016.1,1007.4,"2014-05-06 09:10",1004.8,"2014-05-06 02:44",18.8,20.5,"2014-05-06 11:29",16.5,"2014-05-06 04:08",15.9,83,76,"2014-05-06 10:37",1.1,320,5.9,350,"2014-05-06 00:34","4.1",6.3,"0.6","2014-05-06 01:30","1.7","2014-05-06 01:30",0,0,4.31,6.8,"-1.0"
7,1004,1014,1005.6,"2014-05-07 00:01",1002.3,"2014-05-07 23:55",21.5,25.6,"2014-05-07 10:21",19.6,"2014-05-07 00:01",19,86,69,"2014-05-07 10:39",0.6,240,5.1,350,"2014-05-07 12:27","15.8",11.5,"2.3","2014-05-07 12:50","6.8","2014-05-07 12:40",0.3,2.3,5.4,8.5,"-1.0"
8,1001.9,1011.8,1003.7,"2014-05-08 08:49",1000.4,"2014-05-08 16:12",24.3,29.4,"2014-05-08 11:32",20.5,"2014-05-08 05:20",20,78,56,"2014-05-08 11:08",1,340,7.1,360,"2014-05-08 14:07","0.3",4.5,"0.1","2014-05-08 00:01","0.1","2014-05-08 00:01",4.1,31.2,17.63,11.1,"-2.3"
9,1001.5,1011.3,1003.4,"2014-05-09 10:24",999.8,"2014-05-09 17:12",23.7,25.5,"2014-05-09 13:37",22.6,"2014-05-09 04:20",21.2,86,81,"2014-05-09 00:21",0.7,340,4.5,300,"2014-05-09 17:40","4.6",11.3,"0.5","2014-05-09 04:03","1.8","2014-05-09 09:37",0,0,5.15,7.6,"-0.3"
10,1001.2,1011,1002.9,"2014-05-10 09:13",999.8,"2014-05-10 15:09",25.4,30.2,"2014-05-10 14:25",21.8,"2014-05-10 05:36",20.2,74,54,"2014-05-10 14:40",0.9,190,6.8,260,"2014-05-10 14:39","T",0.2,"T","2014-05-10 02:02","T","2014-05-10 02:02",0.6,4.6,10.83,10.6,"3.0"
11,1000.7,1010.4,1002.3,"2014-05-11 21:36",998.8,"2014-05-11 15:56",27.9,32.8,"2014-05-11 14:30",23.1,"2014-05-11 05:10",20.7,66,48,"2014-05-11 10:27",1.2,200,8.3,240,"2014-05-11 15:25","0.0",0,"0.0","","0.0","",2.8,21.2,14.22,13.4,"-2.6"
