"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,1011.7,1012.1,1013.4,"2013-11-01 08:45",1009.9,"2013-11-01 15:02",26.5,29.4,"2013-11-01 15:00",24,"2013-11-01 05:25",21.7,75,64,"2013-11-01 16:12",1.7,340,6.4,320,"2013-11-01 12:51","0.0",0,"0.0","","0.0","",4.1,36.6,11.55,5.3,-3.6
2,1012.8,1013.2,1014.6,"2013-11-02 09:12",1011,"2013-11-02 03:04",26.2,28.3,"2013-11-02 13:00",24.7,"2013-11-02 06:58",23.2,84,77,"2013-11-02 19:44",1.2,20,4.8,340,"2013-11-02 05:39","3.0",2.8,"1.0","2013-11-02 09:07","2.5","2013-11-02 08:35",0.7,6.3,8.18,4.3,-1.2
3,1013.5,1013.9,1014.8,"2013-11-03 09:47",1012.1,"2013-11-03 14:43",27,30.2,"2013-11-03 10:08",25,"2013-11-03 05:50",23.6,82,69,"2013-11-03 10:11",1.3,30,4.5,30,"2013-11-03 09:22","T",0.2,"T","2013-11-03 02:45","T","2013-11-03 02:45",3.1,27.7,11.32,5,2.2
4,1015.5,1015.9,1017.2,"2013-11-04 21:55",1014.1,"2013-11-04 02:58",26.6,29.2,"2013-11-04 10:46",25.2,"2013-11-04 05:45",22.7,79,73,"2013-11-04 21:13",1.6,300,6.1,290,"2013-11-04 13:36","0.0",0,"0.0","","0.0","",3.4,30.5,12.72,5.1,2.9
5,1016.4,1016.8,1018.4,"2013-11-05 09:22",1015,"2013-11-05 14:38",26.4,28.5,"2013-11-05 12:15",24.8,"2013-11-05 05:35",22.2,78,70,"2013-11-05 10:40",1.7,290,6.4,300,"2013-11-05 13:15","0.0",0,"0.0","","0.0","",3.1,27.8,12.29,4.5,2.6
6,1016.6,1017,1018.3,"2013-11-06 08:33",1014.9,"2013-11-06 14:03",26.4,29.3,"2013-11-06 12:06",24.6,"2013-11-06 05:45",22.1,78,69,"2013-11-06 10:41",2.2,310,6.3,310,"2013-11-06 14:55","0.0",0,"0.0","","0.0","",1.2,10.8,9.98,2.7,2.7
7,1015.9,1016.3,1017.5,"2013-11-07 08:16",1014.2,"2013-11-07 14:05",25.9,28.5,"2013-11-07 11:43",24,"2013-11-07 05:12",22.3,81,70,"2013-11-07 11:09",2,340,6,290,"2013-11-07 12:50","0.0",0,"0.0","","0.0","",2.8,25.2,11.51,3.1,3.7
8,1015.5,1015.9,1017.8,"2013-11-08 09:05",1013.6,"2013-11-08 14:40",26.7,29.8,"2013-11-08 11:28",24.7,"2013-11-08 05:38",21.6,74,61,"2013-11-08 11:56",2.1,290,7.1,310,"2013-11-08 13:16","0.0",0,"0.0","","0.0","",8.8,79.4,15.97,4.6,4
9,1014.8,1015.2,1016.8,"2013-11-09 09:38",1013.5,"2013-11-09 14:49",26.5,29,"2013-11-09 11:55",24,"2013-11-09 05:58",22.4,78,68,"2013-11-09 11:37",1.5,300,5.7,280,"2013-11-09 12:46","0.0",0,"0.0","","0.0","",0.5,4.5,8.68,3.3,2.7
10,1015.2,1015.6,1017.3,"2013-11-10 08:08",1013.7,"2013-11-10 14:56",26.7,28.9,"2013-11-10 09:47",25.4,"2013-11-10 05:35",23.1,81,71,"2013-11-10 09:47",1.7,350,4.7,340,"2013-11-10 00:44","0.0",0,"0.0","","0.0","",0.5,4.5,10.25,4.4,2
11,1013.9,1014.3,1015.7,"2013-11-11 08:49",1012.3,"2013-11-11 16:02",26.9,28.7,"2013-11-11 12:29",26,"2013-11-11 05:00",23,79,75,"2013-11-11 21:40",1.7,270,6,310,"2013-11-11 15:15","0.0",0,"0.0","","0.0","",0.4,3.6,8.65,3.1,2.7
12,1012.7,1013.1,1014.4,"2013-11-12 08:25",1011.2,"2013-11-12 14:43",25.3,28.1,"2013-11-12 11:01",23.5,"2013-11-12 05:14",20.5,75,68,"2013-11-12 11:01",1.8,330,6.4,270,"2013-11-12 13:58","0.0",0,"0.0","","0.0","",1.9,17.2,9.2,6.4,1.9
