"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T.Max","T.Max.Time","T.Min","T.Min.Time","Td.dew.point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA"
1,995.9,996.6,997.8,"2014-08-01 23:15",994.2,"2014-08-01 15:02",32.4,37.3,"2014-08-01 14:07",29.1,"2014-08-01 03:58",24.5,64,51,"2014-08-01 14:03",3.2,270,13.1,290,"2014-08-01 10:50","0.0",0,"0.0","","0.0","",8.2,61.9,21.96,12.6,7.2
2,999,999.7,1002.1,"2014-08-02 22:54",997,"2014-08-02 00:13",31.2,37.7,"2014-08-02 13:10",28,"2014-08-02 05:16",23.6,64,46,"2014-08-02 11:50",1.7,140,10.2,90,"2014-08-02 14:15","0.5",0.4,"0.5","2014-08-02 15:18","0.5","2014-08-02 15:18",7.6,57.4,21.83,13,-3.9
3,1001.9,1002.6,1003.6,"2014-08-03 22:57",1000,"2014-08-03 14:30",30,36.5,"2014-08-03 12:36",27.4,"2014-08-03 05:32",23.8,70,52,"2014-08-03 12:05",1.6,150,9.7,100,"2014-08-03 15:01","T",1.1,"T","2014-08-03 15:15","T","2014-08-03 15:15",6.6,50,20.08,10.9,-5.3
4,1002.9,1003.6,1004.2,"2014-08-04 07:28",1001.2,"2014-08-04 15:29",29.9,34.3,"2014-08-04 10:12",27.1,"2014-08-04 05:04",24.1,71,59,"2014-08-04 11:47",1.3,160,7.2,340,"2014-08-04 13:17","0.5",0.5,"0.5","2014-08-04 16:43","0.5","2014-08-04 15:53",4,30.3,12.94,13,-2.9
5,1004,1004.7,1005.4,"2014-08-05 21:27",1002.4,"2014-08-05 16:02",29.7,32.5,"2014-08-05 10:29",27.7,"2014-08-05 02:56",23.8,71,62,"2014-08-05 11:12",1.4,200,6.8,300,"2014-08-05 12:57","T",0.3,"T","2014-08-05 02:45","T","2014-08-05 02:40",0.8,6.1,8.9,15.4,1.2
6,1003.5,1004.2,1005.3,"2014-08-06 09:02",1001.3,"2014-08-06 16:09",29.9,34.5,"2014-08-06 14:54",27.5,"2014-08-06 03:11",23.6,70,58,"2014-08-06 14:43",1.2,80,7.7,270,"2014-08-06 09:33","T",0.5,"T","2014-08-06 10:10","T","2014-08-06 10:10",3.7,28.1,13.44,16.6,-3.8
7,1002,1002.7,1003.8,"2014-08-07 08:31",999.5,"2014-08-07 16:14",30.8,35,"2014-08-07 14:16",27.6,"2014-08-07 02:55",24.2,68,58,"2014-08-07 14:16",1.1,320,9.2,340,"2014-08-07 14:21","2.0",0.3,"2.0","2014-08-07 11:20","2.0","2014-08-07 11:15",7.1,54.1,20.41,15.3,-3.8
8,1001.4,1002.1,1003.2,"2014-08-08 23:45",999.1,"2014-08-08 15:42",31.6,36.1,"2014-08-08 11:51",28.5,"2014-08-08 04:30",24.5,67,55,"2014-08-08 11:41",1.5,260,8.9,330,"2014-08-08 14:24","0.0",0,"0.0","","0.0","",8.1,61.8,21.9,15.3,6.4
9,1002.8,1003.5,1004.6,"2014-08-09 21:03",1001.2,"2014-08-09 16:10",30.7,34.3,"2014-08-09 13:56",28.5,"2014-08-09 18:59",24.4,69,59,"2014-08-09 12:33",1.9,340,7.7,280,"2014-08-09 00:23","0.0",0,"0.0","","0.0","",1.9,14.5,14.1,17,3.6
10,1002.8,1003.5,1003.9,"2014-08-10 10:25",1001.2,"2014-08-10 15:24",30.8,35.2,"2014-08-10 12:14",27.7,"2014-08-10 05:33",24.3,69,57,"2014-08-10 12:00",1.2,80,6,80,"2014-08-10 16:36","T",0.6,"T","2014-08-10 14:10","T","2014-08-10 13:55",2.8,21.4,13.82,17.1,-2.1
11,1002.2,1002.9,1003.5,"2014-08-11 07:00",999.8,"2014-08-11 15:17",29.7,34.7,"2014-08-11 12:17",26.6,"2014-08-11 18:00",23.9,72,58,"2014-08-11 14:02",1.2,130,8.2,190,"2014-08-11 17:07","1.5",2.9,"1.0","2014-08-11 17:01","1.5","2014-08-11 16:36",0.3,2.3,9.85,16.3,-3.2
12,1001.4,1002.1,1003.2,"2014-08-12 22:29",999.7,"2014-08-12 14:34",29.4,33.3,"2014-08-12 10:51",27.5,"2014-08-12 03:03",24.1,73,65,"2014-08-12 10:51",1.6,70,8.2,80,"2014-08-12 15:39","1.0",1,"0.8","2014-08-12 14:09","1.0","2014-08-12 14:17",3.3,25.3,12.55,17.9,-2
13,1002.9,1003.6,1006.7,"2014-08-13 23:53",1000.9,"2014-08-13 01:07",28.3,35.3,"2014-08-13 10:26",26.2,"2014-08-13 23:17",23.6,76,60,"2014-08-13 10:24",1.3,100,7.8,330,"2014-08-13 11:50","33.5",5.2,"9.0","2014-08-13 13:57","27.0","2014-08-13 13:24",3.5,26.9,9.22,13.4,-3.1
14,1006.7,1007.4,1008.9,"2014-08-14 22:10",1005.1,"2014-08-14 15:15",30.7,36.2,"2014-08-14 14:12",25.4,"2014-08-14 05:31",23.4,66,50,"2014-08-14 14:08",1.9,240,12.5,270,"2014-08-14 14:21","0.0",0,"0.0","","0.0","",7.8,60.1,20.57,21.8,4.6
15,1008.6,1009.3,1010,"2014-08-15 08:27",1006.9,"2014-08-15 15:23",31.1,35.9,"2014-08-15 11:58",27.3,"2014-08-15 05:06",24.1,67,52,"2014-08-15 11:49",1.5,350,9.3,220,"2014-08-15 09:20","0.0",0,"0.0","","0.0","",6.9,53.2,21.33,18.4,6.2
16,1007.1,1007.8,1009,"2014-08-16 00:01",1005.7,"2014-08-16 16:07",30.1,35.1,"2014-08-16 12:13",28.3,"2014-08-16 05:04",24.3,71,58,"2014-08-16 10:37",1.5,70,6.4,70,"2014-08-16 16:16","4.5",1.4,"2.0","2014-08-16 14:23","4.5","2014-08-16 14:05",4.3,33.2,15.01,12.5,-2.5
17,1006.6,1007.3,1008.6,"2014-08-17 23:53",1004.5,"2014-08-17 16:59",30.3,33.2,"2014-08-17 11:26",27.4,"2014-08-17 05:49",23.6,68,56,"2014-08-17 14:28",1.5,170,6.6,90,"2014-08-17 13:07","0.0",0,"0.0","","0.0","",1.8,13.9,14.64,12.9,2.8
