"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1005.4 ","1006.1 ","25.7 ","21.4 ","77 ","1.6 ","50.0 ","6.6 ","80.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1005.8 ","1006.5 ","25.4 ","21.4 ","79 ","0.6 ","150.0 ","2.7 ","80.0 ","0.0 ","0.0 "," ","0.00 ","15.0 "
"3","1006.0 ","1006.7 ","25.3 ","21.6 ","80 ","1.4 ","220.0 ","2.8 ","200.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1005.7 ","1006.4 ","25.3 ","21.6 ","80 ","0.9 ","200.0 ","1.7 ","220.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1006.0 ","1006.7 ","25.4 ","21.5 ","79 ","0.4 ","180.0 ","2.0 ","150.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"6","1006.5 ","1007.2 ","25.4 ","21.4 ","79 ","0.7 ","170.0 ","1.7 ","210.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1007.0 ","1007.7 ","25.7 ","21.7 ","79 ","1.6 ","170.0 ","2.6 ","170.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1007.2 ","1007.9 ","24.8 ","21.2 ","80 ","1.3 ","160.0 ","3.7 ","220.0 ","1.5 ","0.7 ","0.0 ","0.11 ","6.0 "
"9","1007.5 ","1008.2 ","25.2 ","22.0 ","82 ","0.5 ","20.0 ","2.3 ","20.0 ","2.0 ","1.0 ","0.0 ","0.10 ","8.0 "
"10","1007.7 ","1008.4 ","25.8 ","22.5 ","82 ","0.3 ","100.0 ","2.8 ","170.0 ","0.5 ","0.7 ","0.0 ","0.60 "," "
"11","1007.5 ","1008.2 ","27.0 ","23.0 ","79 ","0.6 ","140.0 ","2.0 ","170.0 ","0.0 ","0.0 ","0.0 ","1.01 ","10.0 "
"12","1007.1 ","1007.8 ","28.3 ","23.5 ","75 ","0.8 ","100.0 ","2.5 ","160.0 ","0.0 ","0.0 ","0.1 ","2.10 "," "
"13","1006.3 ","1007.0 ","28.4 ","22.7 ","71 ","1.6 ","10.0 ","3.3 ","10.0 ","0.0 ","0.0 ","0.0 ","1.13 "," "
"14","1005.8 ","1006.5 ","28.1 ","22.6 ","72 ","2.7 ","80.0 ","5.4 ","70.0 ","0.0 ","0.0 ","0.0 ","0.70 ","12.0 "
"15","1006.3 ","1007.0 ","26.3 ","22.0 ","77 ","2.1 ","70.0 ","5.3 ","90.0 ","0.5 ","0.6 ","0.0 ","0.17 "," "
"16","1006.3 ","1007.0 ","25.1 ","22.1 ","83 ","0.8 ","80.0 ","8.9 ","280.0 ","19.0 ","1.0 ","0.0 ","0.00 "," "
"17","1005.8 ","1006.5 ","25.7 ","22.4 ","82 ","0.4 ","70.0 ","2.5 ","90.0 ","T ","0.5 ","0.0 ","0.21 ","12.0 "
"18","1006.1 ","1006.8 ","25.6 ","22.1 ","81 ","1.8 ","120.0 ","3.3 ","80.0 ","T ","0.8 ","0.0 ","0.00 "," "
"19","1006.7 ","1007.4 ","25.2 ","22.0 ","82 ","1.1 ","110.0 ","3.2 ","70.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1007.7 ","1008.4 ","25.3 ","21.9 ","81 ","1.0 ","60.0 ","3.4 ","60.0 ","0.0 ","0.0 "," ","0.00 ","18.0 "
"21","1007.8 ","1008.5 ","25.4 ","21.8 ","81 ","1.6 ","100.0 ","4.0 ","80.0 ","0.0 ","0.0 "," ","0.00 ","18.0 "
"22","1007.9 ","1008.6 ","25.3 ","21.8 ","81 ","2.2 ","90.0 ","4.3 ","90.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1007.8 ","1008.5 ","25.4 ","21.8 ","81 ","2.8 ","80.0 ","7.2 ","80.0 ","0.0 ","0.0 "," ","0.00 ","15.0 "
"24","1007.9 ","1008.6 ","25.1 ","21.9 ","82 ","0.7 ","130.0 ","4.8 ","60.0 ","0.0 ","0.0 "," ","0.00 "," "
