"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1010.0 ","1020.3 ","13.1 ","11.0 ","87 ","0.0 ","0.0 ","1.8 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1009.6 ","1019.9 ","13.2 ","11.0 ","87 ","0.3 ","60.0 ","1.2 ","130.0 ","0.0 ","0.0 "," ","0.00 ","8.0 "
"3","1009.4 ","1019.7 ","13.1 ","11.0 ","87 ","0.3 ","70.0 ","1.3 ","80.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1009.3 ","1019.7 ","12.6 ","10.7 ","88 ","0.8 ","130.0 ","1.4 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1009.4 ","1019.8 ","12.3 ","10.4 ","88 ","0.4 ","120.0 ","1.6 ","120.0 ","0.0 ","0.0 "," ","0.00 ","8.0 "
"6","1009.5 ","1019.9 ","12.1 ","10.2 ","88 ","0.5 ","130.0 ","1.3 ","130.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1010.2 ","1020.6 ","12.1 ","10.2 ","88 ","0.3 ","60.0 ","1.5 ","140.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1010.8 ","1021.1 ","14.3 ","11.3 ","82 ","0.3 ","100.0 ","1.4 ","80.0 ","0.0 ","0.0 ","0.4 ","0.27 ","8.0 "
"9","1011.4 ","1021.6 ","16.9 ","11.9 ","72 ","0.1 ","0.0 ","1.6 ","360.0 ","0.0 ","0.0 ","1.0 ","0.98 ","10.0 "
"10","1011.4 ","1021.5 ","19.5 ","11.6 ","60 ","0.5 ","220.0 ","1.8 ","240.0 ","0.0 ","0.0 ","1.0 ","1.59 "," "
"11","1010.8 ","1020.8 ","22.0 ","10.7 ","49 ","0.7 ","330.0 ","2.5 ","250.0 ","0.0 ","0.0 ","1.0 ","2.15 ","10.0 "
"12","1009.7 ","1019.7 ","23.2 ","10.4 ","44 ","1.5 ","280.0 ","3.3 ","250.0 ","0.0 ","0.0 ","1.0 ","2.40 "," "
"13","1008.8 ","1018.8 ","23.6 ","11.0 ","45 ","2.0 ","350.0 ","4.4 ","350.0 ","0.0 ","0.0 ","1.0 ","2.40 "," "
"14","1008.2 ","1018.2 ","23.6 ","12.0 ","48 ","1.5 ","340.0 ","5.6 ","340.0 ","0.0 ","0.0 ","1.0 ","2.40 ","10.0 "
"15","1007.8 ","1017.8 ","23.4 ","11.3 ","47 ","1.9 ","320.0 ","3.8 ","260.0 ","0.0 ","0.0 ","1.0 ","1.88 "," "
"16","1007.6 ","1017.6 ","22.1 ","11.2 ","50 ","1.8 ","10.0 ","5.3 ","300.0 ","0.0 ","0.0 ","1.0 ","1.24 "," "
"17","1007.9 ","1018.0 ","20.0 ","13.7 ","67 ","1.9 ","350.0 ","5.3 ","350.0 ","0.0 ","0.0 ","1.0 ","0.52 ","10.0 "
"18","1008.3 ","1018.4 ","18.4 ","13.6 ","74 ","0.9 ","320.0 ","4.8 ","340.0 ","0.0 ","0.0 ","0.1 ","0.00 "," "
"19","1008.7 ","1018.9 ","17.9 ","13.6 ","76 ","0.9 ","320.0 ","3.1 ","350.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1009.2 ","1019.4 ","16.3 ","13.2 ","82 ","0.2 ","0.0 ","2.4 ","300.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1009.4 ","1019.6 ","15.8 ","13.1 ","84 ","0.5 ","130.0 ","1.3 ","240.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1009.7 ","1020.0 ","15.3 ","12.8 ","85 ","0.4 ","100.0 ","1.6 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1009.7 ","1020.0 ","15.1 ","12.1 ","82 ","0.7 ","120.0 ","1.6 ","120.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1009.7 ","1020.0 ","14.1 ","11.3 ","83 ","0.8 ","130.0 ","1.6 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
