"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1004.4 ","1006.6 ","26.6 ","21.8 ","75 ","3.7 ","250.0 ","6.0 ","240.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1003.8 ","1006.0 ","26.3 ","21.7 ","76 ","4.3 ","250.0 ","6.9 ","240.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"3","1003.6 ","1005.8 ","26.0 ","21.4 ","76 ","4.4 ","240.0 ","7.5 ","250.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1004.0 ","1006.2 ","26.0 ","21.6 ","77 ","3.9 ","250.0 ","6.7 ","250.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1004.5 ","1006.7 ","25.5 ","21.7 ","80 ","2.8 ","230.0 ","5.9 ","250.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"6","1004.4 ","1006.6 ","26.2 ","22.0 ","78 ","1.0 ","260.0 ","4.6 ","220.0 ","0.0 ","0.0 ","0.0 ","0.01 "," "
"7","1004.9 ","1007.1 ","26.8 ","22.3 ","76 ","2.0 ","210.0 ","3.5 ","210.0 ","0.0 ","0.0 ","0.5 ","0.60 "," "
"8","1005.4 ","1007.6 ","27.4 ","22.6 ","75 ","1.9 ","230.0 ","3.4 ","230.0 ","0.0 ","0.0 ","0.0 ","0.60 ","12.0 "
"9","1005.8 ","1008.0 ","27.4 ","22.6 ","75 ","0.9 ","210.0 ","2.8 ","210.0 ","0.0 ","0.0 ","0.0 ","0.35 ","10.0 "
"10","1005.9 ","1008.1 ","26.7 ","23.1 ","81 ","1.6 ","240.0 ","2.1 ","250.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"11","1006.7 ","1008.9 ","25.8 ","23.3 ","86 ","1.9 ","10.0 ","3.2 ","30.0 ","T ","0.5 ","0.0 ","0.00 ","8.0 "
"12","1006.6 ","1008.8 ","25.4 ","23.0 ","87 ","2.0 ","30.0 ","4.3 ","10.0 ","0.5 ","1.0 ","0.0 ","0.20 "," "
"13","1006.3 ","1008.5 ","26.1 ","22.4 ","80 ","0.1 ","0.0 ","3.5 ","30.0 ","T ","0.5 ","0.0 ","0.60 "," "
"14","1006.1 ","1008.3 ","25.3 ","23.0 ","87 ","0.8 ","220.0 ","1.5 ","120.0 ","T ","0.8 ","0.0 ","0.12 ","8.0 "
"15","1006.1 ","1008.3 ","25.7 ","23.3 ","87 ","1.1 ","250.0 ","2.5 ","250.0 ","0.5 ","1.0 ","0.0 ","0.34 "," "
"16","1006.6 ","1008.8 ","25.2 ","23.1 ","88 ","1.7 ","330.0 ","2.5 ","320.0 ","0.5 ","1.0 ","0.0 ","0.06 "," "
"17","1006.5 ","1008.7 ","24.5 ","23.0 ","91 ","1.9 ","340.0 ","3.1 ","340.0 ","T ","1.0 ","0.0 ","0.00 ","8.0 "
"18","1007.0 ","1009.2 ","24.1 ","22.7 ","92 ","1.5 ","290.0 ","3.8 ","290.0 ","T ","1.0 ","0.0 ","0.00 "," "
"19","1007.8 ","1010.0 ","23.7 ","22.4 ","92 ","2.3 ","30.0 ","4.5 ","20.0 ","T ","1.0 ","0.0 ","0.00 "," "
"20","1008.8 ","1011.0 ","23.7 ","22.6 ","94 ","2.8 ","10.0 ","4.8 ","20.0 ","T ","1.0 "," ","0.00 ","8.0 "
"21","1009.7 ","1011.9 ","23.7 ","22.8 ","95 ","1.9 ","360.0 ","3.8 ","350.0 ","T ","1.0 "," ","0.00 ","8.0 "
"22","1010.3 ","1012.5 ","23.6 ","22.6 ","94 ","3.4 ","20.0 ","7.0 ","10.0 ","T ","1.0 "," ","0.00 "," "
"23","1010.4 ","1012.6 ","23.5 ","22.4 ","94 ","4.3 ","20.0 ","7.4 ","40.0 ","T ","1.0 "," ","0.00 ","8.0 "
"24","1010.4 ","1012.6 ","23.2 ","21.9 ","92 ","3.7 ","40.0 ","7.9 ","20.0 ","0.5 ","1.0 "," ","0.00 "," "
