"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1002.5 ","1004.7 ","24.4 ","22.4 ","89 ","1.9 ","270.0 ","2.8 ","290.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1002.1 ","1004.3 ","24.2 ","22.5 ","90 ","1.6 ","260.0 ","3.4 ","250.0 ","0.0 ","0.0 "," ","0.00 ","15.0 "
"3","1001.7 ","1003.9 ","24.5 ","21.6 ","84 ","2.4 ","300.0 ","4.6 ","300.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1002.0 ","1004.2 ","23.8 ","21.6 ","88 ","1.2 ","180.0 ","4.4 ","320.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1001.6 ","1003.8 ","23.8 ","22.1 ","90 ","0.1 ","0.0 ","2.4 ","260.0 ","0.5 ","0.6 "," ","0.00 ","12.0 "
"6","1002.0 ","1004.2 ","23.8 ","22.0 ","90 ","1.1 ","310.0 ","2.0 ","330.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1002.9 ","1005.1 ","23.9 ","21.8 ","88 ","1.8 ","250.0 ","3.8 ","260.0 ","0.0 ","0.0 ","0.0 ","0.28 "," "
"8","1003.2 ","1005.4 ","25.0 ","21.8 ","82 ","2.4 ","250.0 ","4.8 ","250.0 ","0.0 ","0.0 ","0.0 ","0.86 ","12.0 "
"9","1003.6 ","1005.8 ","25.3 ","21.9 ","81 ","2.4 ","230.0 ","4.4 ","220.0 ","0.0 ","0.0 ","0.0 ","0.99 ","12.0 "
"10","1003.8 ","1006.0 ","26.0 ","22.4 ","81 ","1.8 ","230.0 ","4.3 ","220.0 ","0.0 ","0.0 ","0.0 ","1.04 "," "
"11","1003.8 ","1006.0 ","25.8 ","23.0 ","85 ","1.4 ","180.0 ","3.9 ","230.0 ","0.0 ","0.0 ","0.0 ","0.70 ","10.0 "
"12","1003.7 ","1005.9 ","25.9 ","23.9 ","89 ","2.6 ","150.0 ","4.8 ","170.0 ","0.0 ","0.0 ","0.0 ","1.05 "," "
"13","1003.6 ","1005.8 ","24.3 ","23.0 ","92 ","5.0 ","60.0 ","8.7 ","60.0 ","7.0 ","0.8 ","0.0 ","0.52 "," "
"14","1003.9 ","1006.1 ","23.4 ","22.4 ","94 ","3.1 ","20.0 ","8.1 ","30.0 ","4.0 ","1.0 ","0.0 ","0.04 ","6.0 "
"15","1004.0 ","1006.2 ","23.2 ","21.9 ","92 ","3.5 ","20.0 ","8.7 ","50.0 ","3.0 ","1.0 ","0.0 ","0.24 "," "
"16","1003.8 ","1006.0 ","23.0 ","21.6 ","92 ","3.8 ","30.0 ","8.1 ","30.0 ","1.0 ","1.0 ","0.0 ","0.00 "," "
"17","1004.3 ","1006.5 ","22.9 ","21.2 ","90 ","3.7 ","30.0 ","8.3 ","40.0 ","1.5 ","1.0 ","0.0 ","0.00 ","7.0 "
"18","1005.1 ","1007.3 ","22.6 ","21.0 ","91 ","3.7 ","20.0 ","7.8 ","20.0 ","1.0 ","1.0 ","0.0 ","0.00 "," "
"19","1005.9 ","1008.1 ","22.4 ","21.0 ","92 ","3.4 ","20.0 ","6.3 ","20.0 ","T ","1.0 ","0.0 ","0.00 "," "
"20","1006.4 ","1008.6 ","22.2 ","20.9 ","92 ","3.2 ","10.0 ","6.1 ","40.0 ","0.5 ","1.0 "," ","0.00 ","6.0 "
"21","1007.3 ","1009.5 ","22.2 ","21.0 ","93 ","3.2 ","350.0 ","5.8 ","360.0 ","0.5 ","1.0 "," ","0.00 ","6.0 "
"22","1007.7 ","1009.9 ","21.8 ","20.7 ","93 ","3.1 ","350.0 ","5.5 ","360.0 ","T ","0.2 "," ","0.00 "," "
"23","1007.7 ","1009.9 ","21.9 ","20.8 ","93 ","1.9 ","320.0 ","4.9 ","340.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1007.3 ","1009.5 ","22.1 ","21.0 ","93 ","1.6 ","290.0 ","2.8 ","310.0 ","0.0 ","0.0 "," ","0.00 "," "
