"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1017.5 ","1019.8 ","19.9 ","15.6 ","76 ","1.4 ","50.0 ","5.0 ","80.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1017.0 ","1019.3 ","19.4 ","15.6 ","79 ","1.1 ","310.0 ","5.7 ","40.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"3","1016.3 ","1018.6 ","18.8 ","16.1 ","84 ","2.1 ","260.0 ","3.5 ","250.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1016.4 ","1018.7 ","18.4 ","16.0 ","86 ","3.2 ","240.0 ","5.0 ","230.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1016.6 ","1018.9 ","18.4 ","15.8 ","85 ","3.4 ","240.0 ","5.2 ","220.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"6","1016.9 ","1019.2 ","18.1 ","16.1 ","88 ","3.8 ","240.0 ","5.5 ","220.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1017.8 ","1020.1 ","18.1 ","16.1 ","88 ","3.0 ","240.0 ","5.5 ","220.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1018.3 ","1020.6 ","18.4 ","16.3 ","88 ","1.6 ","240.0 ","5.3 ","220.0 ","0.0 ","0.0 ","0.0 ","0.00 ","10.0 "
"9","1018.1 ","1020.4 ","19.1 ","16.8 ","87 ","1.9 ","250.0 ","4.3 ","250.0 ","0.0 ","0.0 ","0.0 ","0.28 ","10.0 "
"10","1018.3 ","1020.6 ","19.5 ","15.7 ","79 ","1.8 ","260.0 ","3.8 ","240.0 ","0.0 ","0.0 ","0.0 ","0.60 "," "
"11","1017.6 ","1019.9 ","19.8 ","15.4 ","76 ","2.3 ","250.0 ","4.0 ","240.0 ","0.0 ","0.0 ","0.0 ","0.60 ","10.0 "
"12","1017.0 ","1019.3 ","19.9 ","15.7 ","77 ","2.0 ","250.0 ","4.3 ","240.0 ","0.0 ","0.0 ","0.0 ","0.60 "," "
"13","1016.0 ","1018.3 ","20.0 ","15.7 ","76 ","2.2 ","230.0 ","3.9 ","220.0 ","0.0 ","0.0 ","0.0 ","0.46 "," "
"14","1015.4 ","1017.7 ","19.7 ","15.7 ","78 ","2.0 ","230.0 ","3.8 ","220.0 ","0.0 ","0.0 ","0.0 ","0.29 ","10.0 "
"15","1014.9 ","1017.2 ","19.8 ","15.9 ","78 ","2.7 ","230.0 ","4.7 ","220.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"16","1014.8 ","1017.1 ","19.8 ","16.0 ","79 ","2.8 ","230.0 ","4.0 ","220.0 ","0.0 ","0.0 ","0.0 ","0.58 "," "
"17","1015.1 ","1017.4 ","19.8 ","16.0 ","79 ","2.2 ","230.0 ","4.0 ","220.0 ","0.0 ","0.0 ","0.0 ","0.24 ","10.0 "
"18","1015.5 ","1017.8 ","19.2 ","15.6 ","80 ","2.1 ","240.0 ","4.5 ","250.0 ","0.0 ","0.0 ","0.0 ","0.05 "," "
"19","1015.8 ","1018.1 ","19.0 ","16.0 ","83 ","1.9 ","240.0 ","3.4 ","250.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1016.4 ","1018.7 ","19.0 ","15.9 ","82 ","1.9 ","260.0 ","3.8 ","240.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"21","1016.8 ","1019.1 ","18.6 ","15.8 ","84 ","2.6 ","240.0 ","4.4 ","240.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"22","1016.5 ","1018.8 ","18.2 ","15.8 ","86 ","3.2 ","230.0 ","4.6 ","250.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1016.4 ","1018.7 ","18.0 ","15.8 ","87 ","3.4 ","250.0 ","5.1 ","250.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"24","1016.0 ","1018.3 ","17.7 ","15.4 ","86 ","3.3 ","250.0 ","5.8 ","240.0 ","0.0 ","0.0 "," ","0.00 "," "
