"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1009.6 ","1019.9 ","13.8 ","8.1 ","68 ","0.3 ","120.0 ","1.3 ","50.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1009.4 ","1019.7 ","13.4 ","8.0 ","70 ","0.6 ","70.0 ","1.4 ","80.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"3","1009.0 ","1019.3 ","13.3 ","8.6 ","73 ","0.5 ","120.0 ","1.6 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1008.6 ","1018.9 ","12.9 ","8.4 ","74 ","0.5 ","120.0 ","1.6 ","130.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1008.6 ","1018.9 ","12.7 ","8.6 ","76 ","0.0 ","0.0 ","1.5 ","120.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"6","1009.1 ","1019.4 ","12.6 ","8.5 ","76 ","0.5 ","70.0 ","1.3 ","70.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1009.7 ","1020.0 ","12.9 ","8.9 ","77 ","1.0 ","120.0 ","1.7 ","120.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1010.2 ","1020.5 ","15.6 ","9.0 ","65 ","0.2 ","0.0 ","1.3 ","50.0 ","0.0 ","0.0 ","1.0 ","0.48 ","12.0 "
"9","1010.2 ","1020.4 ","17.6 ","8.2 ","54 ","0.6 ","180.0 ","1.5 ","110.0 ","0.0 ","0.0 ","1.0 ","1.17 ","12.0 "
"10","1009.7 ","1019.8 ","20.4 ","9.3 ","49 ","0.8 ","220.0 ","1.9 ","230.0 ","0.0 ","0.0 ","1.0 ","1.80 "," "
"11","1009.1 ","1019.1 ","22.5 ","9.7 ","44 ","1.3 ","220.0 ","3.0 ","200.0 ","0.0 ","0.0 ","1.0 ","2.34 ","12.0 "
"12","1008.1 ","1018.1 ","23.5 ","8.6 ","39 ","0.6 ","310.0 ","3.2 ","240.0 ","0.0 ","0.0 ","1.0 ","2.40 "," "
"13","1007.2 ","1017.1 ","23.8 ","8.7 ","38 ","1.4 ","290.0 ","5.1 ","260.0 ","0.0 ","0.0 ","1.0 ","2.40 "," "
"14","1006.6 ","1016.5 ","23.6 ","8.1 ","37 ","1.3 ","310.0 ","5.3 ","350.0 ","0.0 ","0.0 ","1.0 ","2.05 ","10.0 "
"15","1006.5 ","1016.5 ","22.7 ","10.4 ","46 ","2.7 ","340.0 ","5.8 ","340.0 ","0.0 ","0.0 ","1.0 ","1.56 "," "
"16","1006.5 ","1016.5 ","21.6 ","10.7 ","50 ","2.0 ","320.0 ","5.3 ","330.0 ","0.0 ","0.0 ","1.0 ","0.87 "," "
"17","1006.8 ","1016.9 ","20.3 ","10.8 ","54 ","1.6 ","330.0 ","5.0 ","330.0 ","0.0 ","0.0 ","0.8 ","0.23 ","10.0 "
"18","1007.1 ","1017.2 ","19.1 ","10.6 ","58 ","1.4 ","340.0 ","4.3 ","310.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1007.5 ","1017.7 ","16.6 ","10.6 ","68 ","0.2 ","0.0 ","3.0 ","340.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1008.2 ","1018.4 ","16.0 ","11.1 ","73 ","0.3 ","100.0 ","1.6 ","40.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1008.5 ","1018.7 ","15.6 ","11.0 ","74 ","0.6 ","100.0 ","1.9 ","120.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1008.6 ","1018.8 ","15.3 ","10.7 ","74 ","0.3 ","60.0 ","1.8 ","70.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1008.6 ","1018.9 ","14.8 ","10.6 ","76 ","0.6 ","70.0 ","1.4 ","70.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1008.5 ","1018.8 ","14.1 ","10.3 ","78 ","0.2 ","0.0 ","1.5 ","70.0 ","0.0 ","0.0 "," ","0.00 "," "
