"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1024.0 ","1027.7 ","14.2 ","7.0 ","62 ","3.2 ","80.0 ","6.7 ","60.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1023.6 ","1027.3 ","14.2 ","6.8 ","61 ","2.8 ","70.0 ","8.1 ","100.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"3","1023.7 ","1027.4 ","14.2 ","7.1 ","62 ","3.1 ","80.0 ","6.9 ","70.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1023.9 ","1027.6 ","14.2 ","7.0 ","62 ","2.0 ","70.0 ","7.4 ","100.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1024.4 ","1028.1 ","14.0 ","6.7 ","61 ","2.3 ","70.0 ","6.7 ","90.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"6","1024.9 ","1028.6 ","13.9 ","6.4 ","61 ","2.1 ","80.0 ","8.6 ","40.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1025.1 ","1028.8 ","13.9 ","6.3 ","60 ","2.7 ","70.0 ","10.1 ","90.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1025.4 ","1029.1 ","13.9 ","6.2 ","60 ","3.4 ","70.0 ","8.1 ","80.0 ","0.0 ","0.0 ","0.0 ","0.00 ","13.0 "
"9","1025.8 ","1029.5 ","14.1 ","6.2 ","59 ","5.4 ","80.0 ","10.3 ","90.0 ","0.0 ","0.0 ","0.0 ","0.09 ","12.0 "
"10","1025.3 ","1029.0 ","14.4 ","6.7 ","60 ","4.9 ","80.0 ","10.3 ","80.0 ","0.0 ","0.0 ","0.0 ","0.60 "," "
"11","1024.6 ","1028.3 ","14.5 ","6.7 ","59 ","5.8 ","80.0 ","12.8 ","90.0 ","0.0 ","0.0 ","0.1 ","1.01 ","14.0 "
"12","1023.7 ","1027.4 ","14.3 ","6.6 ","60 ","5.2 ","80.0 ","12.3 ","70.0 ","0.0 ","0.0 ","0.0 ","0.93 "," "
"13","1022.8 ","1026.5 ","14.2 ","6.6 ","60 ","3.8 ","70.0 ","10.6 ","90.0 ","0.0 ","0.0 ","0.0 ","0.60 "," "
"14","1022.5 ","1026.2 ","14.2 ","6.7 ","61 ","4.3 ","70.0 ","10.3 ","80.0 ","0.0 ","0.0 ","0.0 ","0.60 ","14.0 "
"15","1022.3 ","1026.0 ","14.0 ","6.7 ","61 ","4.6 ","80.0 ","9.8 ","70.0 ","0.0 ","0.0 ","0.0 ","0.12 "," "
"16","1022.6 ","1026.3 ","14.1 ","7.0 ","62 ","3.3 ","80.0 ","10.0 ","60.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"17","1023.3 ","1027.0 ","14.2 ","7.2 ","63 ","4.0 ","80.0 ","8.1 ","90.0 ","0.0 ","0.0 ","0.0 ","0.00 ","12.0 "
"18","1023.9 ","1027.6 ","14.4 ","7.2 ","62 ","3.5 ","80.0 ","8.4 ","70.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1024.1 ","1027.8 ","14.5 ","7.5 ","63 ","3.5 ","80.0 ","9.7 ","90.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1024.4 ","1028.1 ","14.6 ","7.6 ","63 ","2.2 ","80.0 ","8.7 ","70.0 ","0.0 ","0.0 "," ","0.00 ","11.0 "
"21","1024.2 ","1027.9 ","14.7 ","8.1 ","65 ","3.0 ","80.0 ","8.4 ","70.0 ","0.0 ","0.0 "," ","0.00 ","11.0 "
"22","1024.0 ","1027.7 ","14.9 ","8.1 ","64 ","3.0 ","90.0 ","7.3 ","110.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1023.5 ","1027.2 ","14.8 ","8.1 ","64 ","3.3 ","100.0 ","8.5 ","80.0 ","0.0 ","0.0 "," ","0.00 ","11.0 "
"24","1023.2 ","1026.9 ","14.8 ","7.9 ","63 ","2.4 ","100.0 ","8.2 ","100.0 ","0.0 ","0.0 "," ","0.00 "," "
