"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1002.5 ","1003.2 ","29.7 ","23.4 ","69 ","5.0 ","90.0 ","12.7 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1002.2 ","1002.9 ","29.8 ","23.7 ","70 ","4.6 ","90.0 ","10.5 ","80.0 ","0.0 ","0.0 "," ","0.00 ","20.0 "
"3","1001.0 ","1001.7 ","29.8 ","23.3 ","68 ","5.4 ","110.0 ","11.7 ","100.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1000.7 ","1001.4 ","30.2 ","22.9 ","65 ","5.5 ","100.0 ","15.4 ","100.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1000.9 ","1001.6 ","30.1 ","22.9 ","65 ","3.5 ","130.0 ","14.2 ","110.0 ","0.0 ","0.0 "," ","0.00 ","20.0 "
"6","1001.1 ","1001.8 ","30.1 ","23.0 ","66 ","3.8 ","110.0 ","10.7 ","120.0 ","0.0 ","0.0 ","0.1 ","0.00 "," "
"7","1001.6 ","1002.3 ","30.3 ","23.4 ","67 ","5.5 ","100.0 ","11.5 ","100.0 ","0.0 ","0.0 ","1.0 ","0.53 "," "
"8","1002.4 ","1003.1 ","31.8 ","25.2 ","68 ","2.3 ","120.0 ","10.2 ","100.0 ","0.0 ","0.0 ","1.0 ","1.16 ","20.0 "
"9","1002.9 ","1003.6 ","32.6 ","25.3 ","66 ","4.2 ","110.0 ","10.1 ","80.0 ","0.0 ","0.0 ","1.0 ","1.83 ","20.0 "
"10","1003.4 ","1004.1 ","33.3 ","25.7 ","65 ","4.0 ","110.0 ","10.4 ","90.0 ","0.0 ","0.0 ","1.0 ","2.42 "," "
"11","1003.3 ","1004.0 ","34.2 ","26.0 ","62 ","3.8 ","110.0 ","9.4 ","100.0 ","0.0 ","0.0 ","1.0 ","3.00 ","18.0 "
"12","1003.0 ","1003.7 ","34.5 ","26.1 ","62 ","4.2 ","130.0 ","8.8 ","140.0 ","0.0 ","0.0 ","0.8 ","2.55 "," "
"13","1003.0 ","1003.7 ","33.9 ","25.8 ","63 ","4.6 ","120.0 ","9.9 ","100.0 ","0.0 ","0.0 ","0.9 ","2.73 "," "
"14","1002.7 ","1003.4 ","33.5 ","25.7 ","64 ","5.7 ","110.0 ","10.9 ","110.0 ","0.0 ","0.0 ","0.7 ","2.83 ","15.0 "
"15","1002.6 ","1003.3 ","32.5 ","25.0 ","65 ","4.4 ","100.0 ","11.6 ","90.0 ","0.0 ","0.0 ","0.7 ","1.82 "," "
"16","1002.9 ","1003.6 ","32.0 ","24.4 ","64 ","2.9 ","140.0 ","7.5 ","90.0 ","0.0 ","0.0 ","0.1 ","0.78 "," "
"17","1003.5 ","1004.2 ","31.4 ","24.2 ","66 ","3.4 ","110.0 ","7.7 ","90.0 ","0.0 ","0.0 ","0.0 ","0.09 ","15.0 "
"18","1004.0 ","1004.7 ","31.2 ","23.7 ","64 ","2.2 ","120.0 ","6.8 ","70.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1005.0 ","1005.7 ","29.5 ","24.2 ","73 ","2.3 ","230.0 ","6.3 ","250.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1005.5 ","1006.2 ","30.3 ","24.2 ","70 ","0.3 ","170.0 ","3.9 ","240.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"21","1006.3 ","1007.0 ","30.5 ","23.9 ","68 ","2.5 ","130.0 ","7.3 ","110.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"22","1007.2 ","1007.9 ","30.1 ","24.0 ","70 ","1.6 ","120.0 ","4.4 ","110.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1007.3 ","1008.0 ","29.2 ","24.1 ","74 ","2.5 ","270.0 ","6.5 ","270.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"24","1007.6 ","1008.3 ","28.9 ","24.0 ","75 ","1.6 ","250.0 ","5.4 ","270.0 ","0.0 ","0.0 "," ","0.00 "," "
