"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","999.6 ","1001.8 ","27.3 ","21.8 ","72 ","3.0 ","240.0 ","4.0 ","240.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","999.0 ","1001.2 ","27.2 ","22.1 ","74 ","2.0 ","230.0 ","4.1 ","240.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"3","998.8 ","1001.0 ","27.0 ","22.3 ","76 ","3.0 ","250.0 ","5.2 ","260.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","998.9 ","1001.1 ","26.5 ","22.5 ","79 ","3.4 ","250.0 ","4.8 ","240.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","999.5 ","1001.7 ","26.1 ","22.1 ","79 ","3.4 ","240.0 ","4.8 ","240.0 ","0.0 ","0.0 "," ","0.00 ","15.0 "
"6","1000.3 ","1002.5 ","26.1 ","22.6 ","81 ","2.1 ","240.0 ","4.9 ","240.0 ","0.0 ","0.0 ","0.3 ","0.00 "," "
"7","1000.5 ","1002.7 ","27.7 ","22.3 ","72 ","1.5 ","260.0 ","4.1 ","240.0 ","0.0 ","0.0 ","0.5 ","0.46 "," "
"8","1000.3 ","1002.5 ","29.4 ","22.5 ","66 ","1.3 ","350.0 ","2.3 ","210.0 ","0.0 ","0.0 ","0.7 ","0.96 ","15.0 "
"9","1000.5 ","1002.6 ","31.3 ","24.3 ","66 ","3.4 ","80.0 ","4.7 ","70.0 ","0.0 ","0.0 ","1.0 ","1.84 ","15.0 "
"10","1000.4 ","1002.5 ","31.6 ","24.9 ","68 ","3.7 ","80.0 ","5.1 ","100.0 ","0.0 ","0.0 ","1.0 ","2.40 "," "
"11","1001.0 ","1003.1 ","32.2 ","25.7 ","69 ","4.3 ","80.0 ","6.6 ","90.0 ","0.0 ","0.0 ","1.0 ","2.88 ","15.0 "
"12","1001.1 ","1003.2 ","32.2 ","25.2 ","67 ","3.6 ","100.0 ","5.9 ","80.0 ","0.0 ","0.0 ","1.0 ","2.97 "," "
"13","1001.0 ","1003.1 ","32.7 ","25.7 ","67 ","2.8 ","110.0 ","5.0 ","110.0 ","0.0 ","0.0 ","1.0 ","2.92 "," "
"14","1000.3 ","1002.4 ","32.4 ","25.4 ","67 ","2.6 ","120.0 ","4.6 ","110.0 ","0.0 ","0.0 ","0.9 ","2.40 ","10.0 "
"15","1000.1 ","1002.2 ","30.9 ","25.1 ","71 ","2.8 ","110.0 ","4.3 ","110.0 ","0.0 ","0.0 ","0.2 ","1.16 "," "
"16","999.8 ","1002.0 ","30.2 ","25.1 ","74 ","2.8 ","120.0 ","4.3 ","100.0 ","0.0 ","0.0 ","0.0 ","0.62 "," "
"17","999.9 ","1002.1 ","30.1 ","24.6 ","72 ","1.9 ","110.0 ","3.8 ","100.0 ","0.0 ","0.0 ","0.0 ","0.43 ","10.0 "
"18","1000.5 ","1002.7 ","29.8 ","24.4 ","73 ","1.5 ","110.0 ","3.0 ","90.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1000.8 ","1003.0 ","29.6 ","24.1 ","72 ","1.1 ","100.0 ","2.4 ","120.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1001.2 ","1003.4 ","29.3 ","24.2 ","74 ","1.6 ","120.0 ","2.3 ","130.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1001.8 ","1004.0 ","29.1 ","24.2 ","75 ","0.7 ","180.0 ","2.1 ","200.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1001.9 ","1004.1 ","28.9 ","24.4 ","77 ","1.2 ","180.0 ","1.9 ","190.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1002.0 ","1004.2 ","28.1 ","24.7 ","82 ","0.7 ","230.0 ","2.9 ","210.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1001.5 ","1003.7 ","28.0 ","24.0 ","79 ","2.3 ","240.0 ","3.6 ","220.0 ","0.0 ","0.0 "," ","0.00 "," "
