"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1010.3 ","1020.5 ","17.7 ","13.0 ","74 ","1.5 ","190.0 ","3.0 ","200.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1009.7 ","1019.9 ","17.1 ","13.0 ","77 ","0.3 ","180.0 ","2.3 ","190.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"3","1009.3 ","1019.5 ","16.9 ","13.1 ","78 ","0.2 ","0.0 ","1.9 ","180.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1009.5 ","1019.7 ","16.9 ","13.3 ","79 ","0.2 ","0.0 ","2.0 ","210.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1009.2 ","1019.4 ","16.5 ","13.0 ","80 ","0.2 ","0.0 ","2.0 ","240.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"6","1009.6 ","1019.8 ","15.9 ","12.8 ","82 ","0.4 ","210.0 ","1.5 ","230.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1010.2 ","1020.4 ","16.5 ","13.2 ","81 ","0.6 ","210.0 ","1.8 ","220.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1010.8 ","1021.0 ","17.6 ","13.4 ","76 ","0.1 ","0.0 ","1.8 ","210.0 ","0.0 ","0.0 ","0.0 ","0.16 ","10.0 "
"9","1011.2 ","1021.3 ","19.0 ","14.1 ","73 ","1.0 ","170.0 ","3.0 ","240.0 ","0.0 ","0.0 ","0.2 ","0.69 ","10.0 "
"10","1011.1 ","1021.2 ","20.6 ","14.5 ","68 ","0.7 ","220.0 ","2.8 ","240.0 ","0.0 ","0.0 ","1.0 ","1.57 "," "
"11","1010.6 ","1020.7 ","21.2 ","15.5 ","70 ","1.5 ","220.0 ","3.9 ","230.0 ","0.0 ","0.0 ","0.9 ","1.93 ","10.0 "
"12","1009.9 ","1020.0 ","21.0 ","15.1 ","69 ","1.8 ","240.0 ","4.5 ","240.0 ","0.0 ","0.0 ","0.0 ","1.12 "," "
"13","1009.1 ","1019.2 ","20.7 ","14.8 ","69 ","2.0 ","320.0 ","4.2 ","250.0 ","0.0 ","0.0 ","0.2 ","1.57 "," "
"14","1008.2 ","1018.2 ","21.5 ","14.8 ","66 ","1.3 ","330.0 ","3.7 ","350.0 ","0.0 ","0.0 ","0.0 ","1.25 ","12.0 "
"15","1007.7 ","1017.7 ","22.0 ","14.8 ","64 ","2.0 ","330.0 ","4.3 ","280.0 ","0.0 ","0.0 ","0.4 ","1.47 "," "
"16","1007.2 ","1017.2 ","21.8 ","14.4 ","63 ","1.0 ","280.0 ","3.7 ","10.0 ","0.0 ","0.0 ","0.8 ","1.14 "," "
"17","1007.1 ","1017.1 ","21.5 ","13.9 ","62 ","1.1 ","340.0 ","3.5 ","340.0 ","0.0 ","0.0 ","0.4 ","0.60 ","12.0 "
"18","1006.9 ","1017.0 ","20.1 ","13.7 ","67 ","0.3 ","20.0 ","3.5 ","360.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1007.5 ","1017.6 ","20.5 ","13.7 ","65 ","1.0 ","320.0 ","2.6 ","340.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1008.0 ","1018.1 ","19.1 ","14.3 ","74 ","1.6 ","10.0 ","4.4 ","360.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1008.1 ","1018.2 ","18.9 ","14.3 ","75 ","1.4 ","10.0 ","3.8 ","20.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1008.3 ","1018.4 ","18.7 ","14.0 ","74 ","1.3 ","10.0 ","3.2 ","350.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1008.4 ","1018.6 ","17.7 ","13.5 ","76 ","0.4 ","80.0 ","3.0 ","350.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1008.0 ","1018.2 ","16.4 ","13.4 ","82 ","0.3 ","120.0 ","1.7 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
