"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1023.7 ","1027.4 ","14.3 ","7.0 ","61 ","1.8 ","100.0 ","5.2 ","70.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1023.5 ","1027.2 ","14.2 ","7.5 ","64 ","1.9 ","110.0 ","6.4 ","80.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"3","1023.2 ","1026.9 ","14.3 ","6.5 ","59 ","2.2 ","80.0 ","4.7 ","70.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1023.4 ","1027.1 ","14.4 ","6.1 ","57 ","3.0 ","80.0 ","5.8 ","80.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1023.2 ","1026.9 ","14.5 ","6.5 ","59 ","2.7 ","80.0 ","5.1 ","100.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"6","1023.4 ","1027.1 ","14.4 ","6.7 ","60 ","1.6 ","110.0 ","4.6 ","100.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1023.8 ","1027.5 ","14.4 ","7.0 ","61 ","2.7 ","70.0 ","5.2 ","70.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1024.3 ","1028.0 ","14.9 ","7.3 ","60 ","4.3 ","80.0 ","8.7 ","90.0 ","0.0 ","0.0 ","0.0 ","0.00 ","16.0 "
"9","1024.2 ","1027.9 ","15.5 ","7.3 ","58 ","3.2 ","70.0 ","8.1 ","60.0 ","0.0 ","0.0 ","0.0 ","0.54 ","15.0 "
"10","1024.1 ","1027.8 ","16.1 ","7.8 ","58 ","4.2 ","80.0 ","9.6 ","80.0 ","0.0 ","0.0 ","0.0 ","0.82 "," "
"11","1023.3 ","1027.0 ","17.2 ","7.9 ","54 ","5.3 ","80.0 ","12.9 ","90.0 ","0.0 ","0.0 ","0.4 ","1.71 ","15.0 "
"12","1021.6 ","1025.2 ","18.0 ","8.4 ","53 ","4.5 ","80.0 ","13.8 ","70.0 ","0.0 ","0.0 ","0.6 ","2.18 "," "
"13","1020.6 ","1024.2 ","17.5 ","8.0 ","54 ","4.8 ","80.0 ","13.7 ","70.0 ","0.0 ","0.0 ","0.9 ","2.25 "," "
"14","1019.9 ","1023.5 ","18.6 ","9.2 ","54 ","4.7 ","80.0 ","12.5 ","70.0 ","0.0 ","0.0 ","0.9 ","2.05 ","15.0 "
"15","1020.0 ","1023.6 ","18.0 ","9.1 ","56 ","4.7 ","70.0 ","12.7 ","70.0 ","0.0 ","0.0 ","0.9 ","1.56 "," "
"16","1020.2 ","1023.8 ","17.1 ","8.9 ","58 ","4.9 ","90.0 ","12.2 ","80.0 ","0.0 ","0.0 ","0.9 ","0.87 "," "
"17","1021.2 ","1024.9 ","16.8 ","8.0 ","56 ","4.9 ","70.0 ","11.5 ","90.0 ","0.0 ","0.0 ","0.1 ","0.34 ","17.0 "
"18","1021.5 ","1025.2 ","16.6 ","8.2 ","58 ","3.7 ","70.0 ","9.0 ","90.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1021.7 ","1025.4 ","16.4 ","8.8 ","61 ","4.5 ","80.0 ","8.8 ","80.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1021.5 ","1025.2 ","16.2 ","8.6 ","61 ","4.4 ","70.0 ","7.9 ","70.0 ","0.0 ","0.0 "," ","0.00 ","11.0 "
"21","1021.5 ","1025.2 ","16.1 ","8.0 ","59 ","3.8 ","80.0 ","9.0 ","70.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"22","1021.8 ","1025.5 ","16.0 ","8.8 ","62 ","3.8 ","70.0 ","8.6 ","70.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1021.6 ","1025.3 ","16.1 ","8.8 ","62 ","3.8 ","80.0 ","9.8 ","70.0 ","0.0 ","0.0 "," ","0.00 ","12.0 "
"24","1021.4 ","1025.1 ","15.8 ","8.4 ","61 ","2.8 ","70.0 ","8.2 ","60.0 ","0.0 ","0.0 "," ","0.00 "," "
