"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1003.6 ","1013.7 ","18.4 ","14.7 ","79 ","1.6 ","340.0 ","3.8 ","280.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1003.3 ","1013.4 ","17.7 ","14.1 ","79 ","1.4 ","330.0 ","5.4 ","320.0 ","0.0 ","0.0 "," ","0.00 ","8.0 "
"3","1003.2 ","1013.3 ","17.3 ","13.6 ","79 ","1.6 ","330.0 ","5.1 ","340.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1003.3 ","1013.4 ","16.9 ","12.9 ","77 ","2.2 ","340.0 ","6.5 ","340.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1003.7 ","1013.8 ","16.7 ","12.4 ","76 ","1.2 ","320.0 ","4.8 ","350.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"6","1004.7 ","1014.9 ","16.5 ","12.0 ","75 ","1.7 ","330.0 ","5.8 ","350.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1005.2 ","1015.4 ","16.5 ","11.9 ","74 ","1.7 ","350.0 ","5.1 ","350.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1006.1 ","1016.3 ","16.7 ","11.8 ","73 ","1.7 ","320.0 ","4.3 ","300.0 ","0.0 ","0.0 ","0.0 ","0.20 ","10.0 "
"9","1007.2 ","1017.4 ","17.1 ","11.9 ","71 ","2.0 ","330.0 ","4.0 ","350.0 ","0.0 ","0.0 ","0.0 ","0.60 ","10.0 "
"10","1007.7 ","1017.8 ","18.6 ","12.5 ","68 ","1.6 ","320.0 ","4.2 ","350.0 ","0.0 ","0.0 ","0.0 ","0.62 "," "
"11","1007.2 ","1017.3 ","19.7 ","12.5 ","63 ","2.2 ","320.0 ","5.3 ","290.0 ","0.0 ","0.0 ","0.0 ","1.03 ","10.0 "
"12","1006.5 ","1016.6 ","19.4 ","12.6 ","65 ","1.8 ","340.0 ","5.6 ","330.0 ","0.0 ","0.0 ","0.0 ","0.60 "," "
"13","1005.7 ","1015.8 ","19.8 ","12.9 ","64 ","1.7 ","330.0 ","5.0 ","320.0 ","0.0 ","0.0 ","0.0 ","0.60 "," "
"14","1005.0 ","1015.0 ","20.3 ","13.2 ","64 ","1.3 ","310.0 ","5.2 ","270.0 ","0.0 ","0.0 ","0.0 ","0.70 ","10.0 "
"15","1004.6 ","1014.6 ","19.8 ","13.2 ","66 ","2.3 ","330.0 ","5.2 ","350.0 ","0.0 ","0.0 ","0.0 ","0.82 "," "
"16","1004.8 ","1014.9 ","19.2 ","12.8 ","66 ","2.7 ","340.0 ","5.8 ","290.0 ","0.0 ","0.0 ","0.0 ","0.63 "," "
"17","1005.4 ","1015.5 ","18.4 ","12.6 ","69 ","1.9 ","330.0 ","4.5 ","360.0 ","0.0 ","0.0 ","0.0 ","0.02 ","10.0 "
"18","1006.4 ","1016.5 ","18.1 ","12.5 ","70 ","1.8 ","330.0 ","5.0 ","280.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1007.0 ","1017.2 ","17.2 ","12.2 ","72 ","1.4 ","330.0 ","5.1 ","360.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1007.5 ","1017.7 ","17.3 ","12.3 ","72 ","1.5 ","320.0 ","4.8 ","300.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1008.2 ","1018.4 ","16.5 ","12.1 ","75 ","2.3 ","350.0 ","5.8 ","360.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1008.2 ","1018.4 ","16.7 ","12.4 ","76 ","1.7 ","300.0 ","6.3 ","350.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1008.2 ","1018.4 ","16.9 ","12.6 ","76 ","1.4 ","10.0 ","4.6 ","330.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1008.3 ","1018.5 ","16.4 ","12.6 ","78 ","2.2 ","360.0 ","5.1 ","360.0 ","0.0 ","0.0 "," ","0.00 "," "
