"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1018.9 ","1019.3 ","16.3 ","11.8 ","75 ","2.3 ","20.0 ","6.9 ","350.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1019.1 ","1019.5 ","16.2 ","11.8 ","75 ","2.7 ","360.0 ","5.5 ","340.0 ","0.0 ","0.0 "," ","0.00 ","6.0 "
"3","1018.9 ","1019.3 ","16.0 ","11.6 ","75 ","1.6 ","10.0 ","6.0 ","350.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1018.8 ","1019.2 ","15.6 ","11.2 ","75 ","2.7 ","20.0 ","6.5 ","20.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1018.9 ","1019.3 ","15.9 ","11.4 ","75 ","2.3 ","360.0 ","5.1 ","30.0 ","0.0 ","0.0 "," ","0.00 ","8.0 "
"6","1019.8 ","1020.2 ","15.7 ","11.3 ","75 ","2.1 ","20.0 ","4.7 ","20.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1020.1 ","1020.5 ","15.4 ","11.2 ","76 ","2.4 ","350.0 ","4.8 ","340.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1020.5 ","1020.9 ","16.0 ","11.1 ","73 ","2.2 ","20.0 ","3.9 ","20.0 ","0.0 ","0.0 ","0.4 ","0.34 ","8.0 "
"9","1020.4 ","1020.8 ","18.0 ","12.3 ","69 ","1.4 ","20.0 ","3.3 ","20.0 ","0.0 ","0.0 ","1.0 ","0.88 ","8.0 "
"10","1020.1 ","1020.5 ","20.2 ","13.4 ","65 ","0.5 ","330.0 ","2.8 ","30.0 ","0.0 ","0.0 ","1.0 ","1.41 "," "
"11","1019.4 ","1019.8 ","20.9 ","14.4 ","66 ","2.5 ","280.0 ","4.3 ","270.0 ","0.0 ","0.0 ","1.0 ","1.80 ","5.0 "
"12","1018.5 ","1018.9 ","21.6 ","15.0 ","66 ","2.5 ","310.0 ","5.2 ","290.0 ","0.0 ","0.0 ","1.0 ","2.13 "," "
"13","1017.4 ","1017.8 ","22.6 ","14.6 ","61 ","1.6 ","300.0 ","5.1 ","310.0 ","0.0 ","0.0 ","1.0 ","2.07 "," "
"14","1016.9 ","1017.3 ","22.0 ","14.5 ","62 ","2.7 ","290.0 ","5.3 ","320.0 ","0.0 ","0.0 ","1.0 ","1.80 ","8.0 "
"15","1016.6 ","1017.0 ","21.8 ","14.5 ","63 ","2.7 ","310.0 ","5.4 ","310.0 ","0.0 ","0.0 ","1.0 ","1.38 "," "
"16","1017.0 ","1017.4 ","21.1 ","14.1 ","64 ","3.0 ","320.0 ","6.2 ","310.0 ","0.0 ","0.0 ","0.4 ","0.66 "," "
"17","1017.5 ","1017.9 ","20.8 ","13.9 ","65 ","3.1 ","340.0 ","6.1 ","320.0 ","0.0 ","0.0 ","0.0 ","0.00 ","10.0 "
"18","1017.7 ","1018.1 ","20.7 ","14.1 ","66 ","2.1 ","330.0 ","5.8 ","330.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1018.8 ","1019.2 ","20.8 ","13.6 ","63 ","1.5 ","350.0 ","4.7 ","330.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1019.1 ","1019.5 ","20.3 ","13.1 ","63 ","1.6 ","360.0 ","3.5 ","340.0 ","0.0 ","0.0 "," ","0.00 ","8.0 "
"21","1019.4 ","1019.8 ","20.0 ","13.3 ","65 ","2.1 ","350.0 ","3.3 ","350.0 ","0.0 ","0.0 "," ","0.00 ","5.0 "
"22","1019.8 ","1020.2 ","19.4 ","12.9 ","66 ","1.8 ","10.0 ","4.4 ","20.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1019.3 ","1019.7 ","19.0 ","12.6 ","66 ","3.0 ","20.0 ","6.1 ","30.0 ","0.0 ","0.0 "," ","0.00 ","5.0 "
"24","1019.2 ","1019.6 ","18.5 ","13.1 ","71 ","2.2 ","30.0 ","4.8 ","20.0 ","0.0 ","0.0 "," ","0.00 "," "
