"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1007.7 ","1018.0 ","14.6 ","10.9 ","78 ","0.3 ","70.0 ","1.5 ","70.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1007.2 ","1017.5 ","14.2 ","10.1 ","76 ","0.4 ","70.0 ","1.4 ","50.0 ","0.0 ","0.0 "," ","0.00 ","5.0 "
"3","1007.0 ","1017.3 ","13.8 ","10.1 ","78 ","0.2 ","0.0 ","1.3 ","80.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1006.8 ","1017.1 ","13.4 ","10.0 ","80 ","0.2 ","0.0 ","1.5 ","130.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1006.7 ","1017.0 ","13.4 ","9.8 ","79 ","0.7 ","60.0 ","1.4 ","60.0 ","0.0 ","0.0 "," ","0.00 ","4.0 "
"6","1007.1 ","1017.4 ","12.8 ","9.7 ","81 ","0.2 ","0.0 ","1.3 ","60.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1007.6 ","1017.9 ","12.8 ","9.5 ","80 ","0.1 ","0.0 ","1.3 ","130.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1008.3 ","1018.5 ","15.2 ","9.9 ","71 ","0.0 ","0.0 ","1.5 ","130.0 ","0.0 ","0.0 ","0.4 ","0.22 ","8.0 "
"9","1008.5 ","1018.6 ","18.4 ","11.4 ","64 ","0.0 ","0.0 ","1.4 ","80.0 ","0.0 ","0.0 ","1.0 ","1.06 ","10.0 "
"10","1008.4 ","1018.5 ","20.5 ","10.8 ","54 ","1.1 ","160.0 ","2.2 ","190.0 ","0.0 ","0.0 ","1.0 ","1.78 "," "
"11","1007.8 ","1017.7 ","24.2 ","11.0 ","43 ","0.9 ","260.0 ","3.3 ","360.0 ","0.0 ","0.0 ","1.0 ","2.37 ","10.0 "
"12","1006.7 ","1016.6 ","24.6 ","10.1 ","40 ","2.3 ","330.0 ","5.7 ","310.0 ","0.0 ","0.0 ","1.0 ","2.68 "," "
"13","1005.3 ","1015.2 ","25.6 ","10.6 ","39 ","2.1 ","330.0 ","5.9 ","350.0 ","0.0 ","0.0 ","1.0 ","2.91 "," "
"14","1004.3 ","1014.1 ","26.2 ","10.9 ","38 ","1.7 ","320.0 ","5.8 ","340.0 ","0.0 ","0.0 ","1.0 ","2.40 ","12.0 "
"15","1003.5 ","1013.3 ","25.5 ","11.7 ","42 ","2.1 ","340.0 ","6.5 ","350.0 ","0.0 ","0.0 ","0.7 ","1.87 "," "
"16","1003.5 ","1013.4 ","24.4 ","11.1 ","43 ","2.1 ","350.0 ","5.6 ","340.0 ","0.0 ","0.0 ","1.0 ","1.37 "," "
"17","1003.8 ","1013.7 ","23.5 ","10.3 ","43 ","2.7 ","350.0 ","6.7 ","20.0 ","0.0 ","0.0 ","1.0 ","0.68 ","12.0 "
"18","1003.8 ","1013.8 ","22.4 ","11.4 ","50 ","2.2 ","350.0 ","6.3 ","10.0 ","0.0 ","0.0 ","0.3 ","0.00 "," "
"19","1004.1 ","1014.1 ","21.6 ","11.8 ","54 ","1.3 ","350.0 ","4.7 ","340.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1004.6 ","1014.6 ","21.0 ","11.7 ","55 ","1.2 ","340.0 ","3.1 ","350.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1004.7 ","1014.8 ","19.3 ","11.7 ","61 ","0.3 ","50.0 ","2.7 ","340.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1004.7 ","1014.8 ","18.6 ","12.1 ","66 ","0.7 ","120.0 ","2.0 ","120.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1004.1 ","1014.2 ","18.2 ","12.1 ","68 ","0.6 ","40.0 ","1.9 ","10.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1003.8 ","1013.9 ","17.4 ","12.0 ","71 ","0.3 ","90.0 ","2.2 ","20.0 ","0.0 ","0.0 "," ","0.00 "," "
