"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1001.9 ","1011.8 ","24.1 ","19.8 ","77 ","0.8 ","160.0 ","2.1 ","140.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1002.1 ","1012.0 ","24.2 ","19.7 ","76 ","0.5 ","260.0 ","3.1 ","320.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"3","1001.9 ","1011.8 ","23.5 ","19.5 ","78 ","0.8 ","340.0 ","3.0 ","330.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1002.0 ","1011.9 ","23.2 ","19.4 ","79 ","0.3 ","50.0 ","3.7 ","350.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1002.1 ","1012.0 ","23.2 ","19.4 ","79 ","0.2 ","0.0 ","1.7 ","360.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"6","1002.2 ","1012.1 ","23.3 ","19.6 ","80 ","0.4 ","310.0 ","3.1 ","300.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1003.3 ","1013.2 ","24.3 ","19.9 ","76 ","0.3 ","270.0 ","1.8 ","260.0 ","0.0 ","0.0 ","0.0 ","0.02 "," "
"8","1003.9 ","1013.8 ","24.3 ","20.1 ","77 ","1.1 ","40.0 ","4.0 ","340.0 ","0.0 ","0.0 ","0.0 ","0.46 ","8.0 "
"9","1004.5 ","1014.4 ","25.2 ","20.4 ","75 ","0.0 ","0.0 ","2.3 ","30.0 ","0.0 ","0.0 ","0.0 ","0.60 ","8.0 "
"10","1004.7 ","1014.6 ","24.9 ","20.2 ","75 ","1.7 ","350.0 ","4.3 ","340.0 ","0.0 ","0.0 ","0.0 ","0.53 "," "
"11","1004.1 ","1013.9 ","26.8 ","21.0 ","71 ","1.1 ","10.0 ","4.2 ","310.0 ","0.0 ","0.0 ","0.0 ","1.03 ","8.0 "
"12","1003.0 ","1012.7 ","28.5 ","20.9 ","63 ","1.1 ","200.0 ","2.4 ","240.0 ","0.0 ","0.0 ","0.0 ","1.39 "," "
"13","1002.0 ","1011.7 ","29.6 ","19.9 ","56 ","1.5 ","320.0 ","3.7 ","360.0 ","0.0 ","0.0 ","0.4 ","2.12 "," "
"14","1001.1 ","1010.8 ","30.4 ","20.3 ","55 ","2.4 ","340.0 ","4.4 ","20.0 ","0.0 ","0.0 ","0.7 ","2.02 ","10.0 "
"15","1000.3 ","1009.9 ","30.8 ","20.2 ","53 ","2.1 ","360.0 ","4.7 ","300.0 ","0.0 ","0.0 ","0.9 ","2.04 "," "
"16","1000.2 ","1009.9 ","29.9 ","20.9 ","59 ","2.7 ","330.0 ","5.1 ","300.0 ","0.0 ","0.0 ","1.0 ","1.45 "," "
"17","1001.1 ","1010.9 ","26.5 ","20.6 ","70 ","3.0 ","330.0 ","7.8 ","330.0 ","0.0 ","0.0 ","0.7 ","0.91 ","10.0 "
"18","1001.8 ","1011.7 ","24.4 ","20.2 ","77 ","2.3 ","350.0 ","7.1 ","310.0 ","0.0 ","0.0 ","0.0 ","0.14 "," "
"19","1002.3 ","1012.2 ","23.8 ","20.3 ","81 ","1.9 ","330.0 ","5.6 ","340.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1002.9 ","1012.8 ","23.8 ","20.3 ","81 ","0.9 ","340.0 ","5.1 ","330.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1003.3 ","1013.2 ","24.2 ","20.5 ","80 ","0.3 ","180.0 ","2.4 ","340.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1003.7 ","1013.6 ","24.5 ","20.7 ","79 ","1.0 ","210.0 ","3.1 ","160.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1003.4 ","1013.3 ","24.2 ","20.6 ","80 ","0.1 ","0.0 ","2.7 ","160.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1003.3 ","1013.2 ","24.6 ","20.7 ","79 ","0.3 ","360.0 ","1.6 ","200.0 ","0.0 ","0.0 "," ","0.00 "," "
