"ObsTime","StnPres","SeaPres","Temperature","Tddewpoint","RH","WS","WD","WSGust","WDGust","Precp","PrecpHour","SunShine","GloblRad","Visb"
"1","1016.7 ","1019.0 ","18.9 ","14.7 ","77 ","6.3 ","30.0 ","11.2 ","40.0 ","0.0 ","0.0 "," ","0.00 "," "
"2","1017.0 ","1019.3 ","18.6 ","13.8 ","74 ","7.4 ","40.0 ","13.3 ","30.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"3","1017.1 ","1019.4 ","18.3 ","12.8 ","70 ","7.8 ","40.0 ","14.7 ","20.0 ","0.0 ","0.0 "," ","0.00 "," "
"4","1017.3 ","1019.6 ","18.1 ","12.5 ","70 ","7.2 ","40.0 ","14.4 ","50.0 ","0.0 ","0.0 "," ","0.00 "," "
"5","1018.2 ","1020.5 ","17.7 ","11.9 ","69 ","7.8 ","50.0 ","14.6 ","30.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"6","1019.0 ","1021.3 ","17.5 ","11.8 ","69 ","6.7 ","40.0 ","14.7 ","40.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"7","1020.1 ","1022.4 ","17.1 ","11.3 ","69 ","8.0 ","40.0 ","13.7 ","50.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"8","1020.9 ","1023.2 ","17.2 ","10.6 ","65 ","7.4 ","40.0 ","13.2 ","40.0 ","0.0 ","0.0 ","0.0 ","0.00 ","10.0 "
"9","1021.5 ","1023.8 ","17.5 ","10.9 ","65 ","7.2 ","40.0 ","13.2 ","50.0 ","0.0 ","0.0 ","0.0 ","0.07 ","10.0 "
"10","1022.0 ","1024.3 ","17.7 ","10.9 ","64 ","4.3 ","40.0 ","10.8 ","20.0 ","0.0 ","0.0 ","0.0 ","0.57 "," "
"11","1021.5 ","1023.8 ","17.8 ","10.8 ","64 ","5.0 ","30.0 ","8.4 ","30.0 ","0.0 ","0.0 ","0.0 ","0.52 ","10.0 "
"12","1021.0 ","1023.3 ","17.9 ","10.9 ","64 ","5.5 ","40.0 ","10.7 ","50.0 ","0.0 ","0.0 ","0.0 ","0.79 "," "
"13","1020.2 ","1022.5 ","17.7 ","10.8 ","64 ","5.7 ","40.0 ","11.0 ","50.0 ","0.0 ","0.0 ","0.0 ","0.60 "," "
"14","1019.7 ","1022.0 ","17.9 ","11.1 ","64 ","4.2 ","40.0 ","10.5 ","50.0 ","0.0 ","0.0 ","0.0 ","0.60 ","10.0 "
"15","1019.4 ","1021.7 ","17.9 ","10.8 ","63 ","5.0 ","40.0 ","9.4 ","40.0 ","0.0 ","0.0 ","0.0 ","0.48 "," "
"16","1019.5 ","1021.8 ","17.5 ","10.5 ","63 ","5.5 ","40.0 ","10.4 ","20.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"17","1020.1 ","1022.4 ","17.3 ","10.2 ","63 ","5.2 ","40.0 ","9.4 ","30.0 ","0.0 ","0.0 ","0.0 ","0.00 ","10.0 "
"18","1020.4 ","1022.7 ","17.1 ","10.5 ","65 ","6.1 ","40.0 ","10.4 ","30.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"19","1020.8 ","1023.1 ","16.8 ","10.2 ","65 ","6.6 ","40.0 ","11.3 ","40.0 ","0.0 ","0.0 ","0.0 ","0.00 "," "
"20","1020.7 ","1023.0 ","16.9 ","10.2 ","65 ","5.9 ","40.0 ","10.4 ","30.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"21","1021.5 ","1023.8 ","16.8 ","10.5 ","66 ","6.7 ","40.0 ","11.8 ","70.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"22","1022.0 ","1024.3 ","16.4 ","10.4 ","68 ","5.8 ","40.0 ","11.7 ","40.0 ","0.0 ","0.0 "," ","0.00 "," "
"23","1022.1 ","1024.4 ","16.7 ","10.2 ","65 ","6.0 ","40.0 ","11.8 ","30.0 ","0.0 ","0.0 "," ","0.00 ","10.0 "
"24","1021.8 ","1024.1 ","16.7 ","9.7 ","63 ","4.8 ","30.0 ","10.4 ","30.0 ","0.0 ","0.0 "," ","0.00 "," "
